Date,CHILE SMALL CAP
1994-05,180.0004452124925
1994-06,181.67782790628308
1994-07,175.53322336521342
1994-08,207.78807809910919
1994-09,240.93973593763207
1994-10,265.103852613543
1994-11,270.91366314455297
1994-12,267.16330936893013
1995-01,264.5063987935236
1995-02,264.31905753862037
1995-03,269.7606716616189
1995-04,295.01337943928166
1995-05,353.0452078304014
1995-06,369.2995187374635
1995-07,367.3409631180333
1995-08,359.83677378325586
1995-09,368.0236032622009
1995-10,341.08116176130744
1995-11,321.58797733294193
1995-12,336.26687880472116
1996-01,339.16798316829494
1996-02,331.81792493079894
1996-03,316.28831377096725
1996-04,329.359602081018
1996-05,318.39267672343874
1996-06,305.1742534756479
1996-07,299.34940649518205
1996-08,282.97948148513706
1996-09,281.4005407179751
1996-10,271.17385759794774
1996-11,261.01244867037036
1996-12,254.32991716051822
1997-01,268.62345681656876
1997-02,277.108705350228
1997-03,268.2113467015609
1997-04,268.3504009298731
1997-05,276.66764324752137
1997-06,284.04149916159196
1997-07,281.1356645923985
1997-08,271.4848297036246
1997-09,268.4625376422492
1997-10,249.39434221818743
1997-11,234.76745509673975
1997-12,227.18714017074439
1998-01,200.0115844656485
1998-02,198.8858294051733
1998-03,207.5949905660111
1998-04,202.044167224109
1998-05,191.84363184056562
1998-06,178.5842241882738
1998-07,180.09353213067232
1998-08,151.41604751511161
1998-09,145.2654891830679
1998-10,149.31951358735856
1998-11,173.53414675012405
1998-12,158.53672912211852
1999-01,147.91409942421586
1999-02,152.20903669113554
1999-03,169.42411554473284
1999-04,189.14341808179896
1999-05,192.6070462461999
1999-06,188.4885802617875
1999-07,192.24771312159965
1999-08,186.01674867135063
1999-09,180.25890802056242
1999-10,176.6036226808397
1999-11,186.1049650540406
1999-12,201.49458826305215
2000-01,227.37100219845834
2000-02,230.83063161083788
2000-03,227.28682448716813
2000-04,216.8051404627076
2000-05,210.31722189415123
2000-06,203.71380913707577
2000-07,194.19949324466936
2000-08,194.39801205963886
2000-09,191.1320154504921
2000-10,184.78642933115734
2000-11,188.90285523594918
2000-12,199.59298734356244
2001-01,214.4300862193921
2001-02,206.48287850359316
2001-03,201.6829381651473
2001-04,199.08234479455993
2001-05,217.34194473194827
2001-06,212.90455186871793
2001-07,205.18749221462204
2001-08,219.22201670536722
2001-09,193.72194237687557
2001-10,190.3896726409455
2001-11,211.97854006128995
2001-12,220.91867773720332
2002-01,213.81752146786346
2002-02,214.90574136193047
2002-03,227.55069073527991
2002-04,227.98223353813816
2002-05,226.83894695652026
2002-06,211.16839272447055
2002-07,197.51026216784035
2002-08,204.1512759513578
2002-09,184.02751365908787
2002-10,197.39437349458757
2002-11,205.41326415373896
2002-12,215.33511296935592
2003-01,210.71923994534734
2003-02,204.87041936373947
2003-03,211.1926569127678
2003-04,246.51378192030003
2003-05,258.91221460138723
2003-06,265.6989665224829
2003-07,278.544538248855
2003-08,296.8327055103353
2003-09,315.2819889508805
2003-10,365.8210054621369
2003-11,348.69402444560995
2003-12,363.9881083978493
2004-01,353.31142718623886
2004-02,382.3477470487035
2004-03,369.7970593633517
2004-04,360.90568484845744
2004-05,342.410811956722
2004-06,357.4741693830662
2004-07,372.5627804520436
2004-08,439.1496280581367
2004-09,493.5603764150838
2004-10,531.5714503926915
2004-11,572.5405137492413
2004-12,590.8251926581817
2005-01,556.978433881812
2005-02,596.7047128781335
2005-03,635.0334368202908
2005-04,623.3675633561367
2005-05,585.5756359168065
2005-06,613.4406068852112
2005-07,714.1809529039847
2005-08,694.2992638261637
2005-09,734.4138738917528
2005-10,669.1938793921721
2005-11,669.1577755924855
2005-12,648.4786314633621
2006-01,684.0287578630335
2006-02,700.9658761866123
2006-03,705.6165211777527
2006-04,725.3972023243126
2006-05,691.4528286773846
2006-06,675.0888519970838
2006-07,661.7199329294417
2006-08,679.3787025008914
2006-09,695.8084567681575
2006-10,733.1835851891365
2006-11,782.7740029891597
2006-12,796.9843282158175
2007-01,864.3733049825628
2007-02,840.8483957433691
2007-03,866.1560025112652
2007-04,932.3155616040373
2007-05,1000.0
2007-06,1087.175910273904
2007-07,1069.8864108297842
2007-08,1081.23049933184
2007-09,1086.1843518955334
2007-10,1168.1806029799607
2007-11,1060.735668566721
2007-12,1021.0618154412828
2008-01,965.144060647128
2008-02,1005.1048615023551
2008-03,1005.2962741907363
2008-04,1014.6958768103034
2008-05,935.2406397990984
2008-06,792.8073038961751
2008-07,813.8999008002037
2008-08,802.0779490916947
2008-09,669.2112358840355
2008-10,491.57433660550805
2008-11,510.113375533408
2008-12,527.3672875545429
2009-01,587.5116306994195
2009-02,596.301860818037
2009-03,602.2204820049855
2009-04,679.4832768442428
2009-05,828.2949582825904
2009-06,877.6954616010977
2009-07,879.8482066691298
2009-08,865.5514669176955
2009-09,926.8502010180223
2009-10,980.4284197715036
2009-11,1004.7744302194008
2009-12,1051.9877548913464
2010-01,1062.46905075351
2010-02,1115.0866626929603
2010-03,1109.346815743996
2010-04,1159.7829522807074
2010-05,1109.614755791404
2010-06,1161.379940638839
2010-07,1299.4363486036636
2010-08,1442.7851138261406
2010-09,1587.7420565085465
2010-10,1634.4007080027773
2010-11,1675.6652041186678
2010-12,1795.6175225893805
2011-01,1652.2194658986655
2011-02,1539.9293969636653
2011-03,1551.1488701196097
2011-04,1671.4789909662318
2011-05,1614.2206984392728
2011-06,1351.9171180419248
2011-07,1279.7236216138622
2011-08,1198.1984070215174
2011-09,901.8790741048396
2011-10,1069.0805872712294
2011-11,1001.6069029214069
2011-12,955.5748787477502
2012-01,1024.1311865127855
2012-02,1112.4810660864416
2012-03,1180.0958011467321
2012-04,1167.7796302185589
2012-05,1025.9417894294527
2012-06,1072.1136391102352
2012-07,1096.2637976228693
2012-08,1061.8325224296311
2012-09,1123.365020640564
2012-10,1198.5674425869565
2012-11,1135.1102734278509
2012-12,1191.9397926360368
2013-01,1285.7696738555794
2013-02,1297.2878659142652
2013-03,1248.7682671848595
2013-04,1197.2158663388232
2013-05,1098.5242282133959
2013-06,994.8446858965768
2013-07,900.8826788860251
2013-08,856.1367300528007
2013-09,918.3228438806409
2013-10,901.9592247509985
2013-11,817.1102035796674
2013-12,823.1419001363098
2014-01,719.7004671911085
2014-02,749.3084660682423
2014-03,793.6669927292331
2014-04,780.3359135377392
2014-05,795.951070115081
2014-06,766.5800975952662
2014-07,769.0928333353869
2014-08,771.7691683591145
2014-09,768.641377976813
2014-10,797.2290267048921
2014-11,778.5649576287764
2014-12,753.3506363417052
2015-01,720.4375546961584
2015-02,785.8209605896195
2015-03,759.2262607012331
2015-04,796.7560946342255
2015-05,766.2939352914622
2015-06,713.0471356618765
2015-07,665.4051246721108
2015-08,638.3929088390076
2015-09,626.7428359671828
2015-10,640.9051369796535
2015-11,600.1098091245875
2015-12,603.4147482931303
2016-01,597.7859509108769
2016-02,642.993570037696
2016-03,705.9801492822832
2016-04,737.1526292518918
2016-05,715.016965082471
2016-06,734.3829497315675
2016-07,805.3220613430889
2016-08,790.1564996457872
2016-09,809.3258914849741
2016-10,873.8705723759781
2016-11,826.2476103121571
2016-12,807.2894682980157
2017-01,842.7748794682284
2017-02,894.8890343567971
2017-03,946.048418986034
2017-04,949.100111
2017-05,934.488769
2017-06,909.43441
2017-07,1019.596443
2017-08,1082.847226
2017-09,1089.207934
2017-10,1141.218256
2017-11,990.293182
2017-12,1212.414251
2018-01,1281.498711
2018-02,1251.704781
2018-03,1176.950452
2018-04,1195.0164100120692
2018-05,1101.531540096482
2018-06,1017.4058849778925
2018-07,1040.9270986205297
2018-08,959.6532332171168
2018-09,1024.0707265637523
2018-10,931.7413783933733
2018-11,976.2117280039018
2018-12,954.459202958622
2019-01,1067.1531075503526
2019-02,1053.9214578397102
2019-03,1007.3083942262332
2019-04,1011.4726840875214
2019-05,930.5103756221182
2019-06,1009.1771475418456
2019-07,952.3124196377526
2019-08,877.3937754324941
2019-09,913.1168527422618
2019-10,799.758252374612
2019-11,670.8363752322283
2019-12,756.2999131172729
2020-01,680.4835654895535
2020-02,603.6953310464767
2020-03,470.2353080211067
2020-04,555.2594724881079
2020-05,550.5244222717652
2020-06,597.8838209763276
2020-07,644.6740100988791
2020-08,629.5179445069133
2020-09,569.496070278569
2020-10,539.1029980796731
2020-11,613.8865712964732
2020-12,676.3773515465808
2021-01,660.4147829429646
2021-02,700.9115119231952
2021-03,738.6884783972395
2021-04,698.4560901711795
2021-05,659.0096803042442
2021-06,659.9425947332475
2021-07,620.930927519483
2021-08,614.7348158945857
2021-09,542.9861874266464
2021-10,513.1522647860878
2021-11,528.049658575199
2021-12,545.0432046046807
2022-01,607.07473188453
2022-02,553.2055369818718
2022-03,610.4351566865881
2022-04,530.7033623124487
2022-05,599.2396984907722
2022-06,478.0672094207306
2022-07,538.1037266998724
2022-08,594.2337501434517
2022-09,504.45538488623214
2022-10,521.3330672320359
2022-11,569.323687488572
2022-12,656.719370685748
2023-01,695.3225077643323
2023-02,676.0204966836627
2023-03,739.7299047487836
2023-04,738.8053873277645
2023-05,754.5523963198995
2023-06,812.6879369701059
2023-07,847.6429691723782
