Date,MALAYSIA SMALL CAP
2014-07,1880.3133257483505
2014-08,1886.669847174077
2014-09,1831.5344693615075
2014-10,1788.5210904205414
2014-11,1653.2566895782882
2014-12,1510.085423357051
2015-01,1508.2402965219221
2015-02,1573.006400095244
2015-03,1532.9729568116813
2015-04,1620.3032434792192
2015-05,1529.0327909415591
2015-06,1473.5444611688497
2015-07,1471.8465087534446
2015-08,1209.792539941018
2015-09,1227.0212472564565
2015-10,1312.921834811934
2015-11,1321.2033450563697
2015-12,1362.556500386512
2016-01,1345.6607288714954
2016-02,1345.4609428774745
2016-03,1481.1849330937096
2016-04,1441.4584283783527
2016-05,1361.3486610596685
2016-06,1390.063405148766
2016-07,1407.413435204737
2016-08,1455.81429691754
2016-09,1461.3575927640888
2016-10,1439.932522724906
2016-11,1303.848449967601
2016-12,1307.0710752498383
2017-01,1379.2376164446198
2017-02,1403.2378294524985
2017-03,1468.5033967075562
2017-04,1540.864204
2017-05,1557.181331
2017-06,1582.208643
2017-07,1582.096951
2017-08,1584.325759
2017-09,1607.527465
2017-10,1651.014747
2017-11,1696.302782
2017-12,1773.146478
2018-01,1875.357215
2018-02,1860.76211
2018-03,1760.078367
2018-04,1700.320523425165
2018-05,1623.6701555982856
2018-06,1627.4690060115763
2018-07,1706.6154899649764
2018-08,1647.0121314376588
2018-09,1628.233907686337
2018-10,1495.817936100094
2018-11,1461.101810991617
2018-12,1403.9132637907462
2019-01,1474.7963411636508
2019-02,1541.351369840838
2019-03,1574.6041870100728
2019-04,1610.8291313975337
2019-05,1531.6239003263483
2019-06,1616.327526695022
2019-07,1630.2930874377003
2019-08,1556.4333838475432
2019-09,1582.1446369746159
2019-10,1599.0528518643666
2019-11,1595.1840681584893
2019-12,1660.7498006848655
2020-01,1602.7607952087294
2020-02,1502.6369667208542
2020-03,1136.4616083751528
2020-04,1287.1243026003235
2020-05,1438.258080925412
2020-06,1479.6393499611631
2020-07,1786.3129135006302
2020-08,1927.3099321250731
2020-09,1906.3091826477619
2020-10,1867.5935482759758
2020-11,2094.945487311503
2020-12,2242.463330539806
2021-01,2243.6729578721
2021-02,2334.9849651134496
2021-03,2267.959935650457
2021-04,2276.9821468367118
2021-05,2128.683643879455
2021-06,2103.1490521179085
2021-07,2087.610831402859
2021-08,2192.6399228818414
2021-09,2202.7599062809018
2021-10,2307.508662904689
2021-11,2158.389695032846
2021-12,2156.6873736500593
2022-01,1984.2256124075766
2022-02,1970.4639516659524
2022-03,2017.25223046088
2022-04,1947.3392038585675
2022-05,1879.344851727318
2022-06,1756.6597080048846
2022-07,1785.4045435147948
2022-08,1779.4353117016003
2022-09,1665.492340194886
2022-10,1629.5691257675044
2022-11,1828.1358826482676
2022-12,1848.3140300342964
2023-01,2013.0552759512916
2023-02,1882.8541049064033
2023-03,1929.1656160604575
2023-04,1906.8144325411988
2023-05,1845.0984380302978
2023-06,1802.2321688442923
2023-07,1952.3713588226647
