Date,NEW ZEALAND SMALL CAP
2000-12,100.0
2001-01,102.97178352917673
2001-02,101.14348885233206
2001-03,98.20137895263596
2001-04,103.483252123968
2001-05,102.02496457853329
2001-06,106.27986201652011
2001-07,114.4751641659598
2001-08,127.33392540924373
2001-09,111.40751255981313
2001-10,125.69559133025304
2001-11,132.64545318989232
2001-12,131.0270825233012
2002-01,129.1085995265025
2002-02,126.73721958704958
2002-03,133.90417175349307
2002-04,137.09806994893782
2002-05,148.91388898293386
2002-06,146.6833188969219
2002-07,135.7817864097938
2002-08,143.7777487801731
2002-09,145.4758522011096
2002-10,155.91609084346166
2002-11,153.16496023465461
2002-12,167.67854283536897
2003-01,179.74257553480115
2003-02,180.51636061606587
2003-03,174.73790739679006
2003-04,185.34929327283828
2003-05,193.78207986219203
2003-06,215.45471278583418
2003-07,209.37490192884889
2003-08,216.6591602174357
2003-09,228.8983388850446
2003-10,241.07322115242462
2003-11,250.95131872943006
2003-12,266.02851624145126
2004-01,266.90719469343856
2004-02,264.2911485097571
2004-03,273.916855368322
2004-04,267.89811488428774
2004-05,267.5393681841197
2004-06,275.7361664060119
2004-07,287.9925446448565
2004-08,295.357604616716
2004-09,320.0433736379476
2004-10,318.46211574233865
2004-11,357.43446418559324
2004-12,376.2696218898111
2005-01,366.3774177050233
2005-02,386.73361852900564
2005-03,360.05965991880174
2005-04,355.01710852098256
2005-05,347.54580160963707
2005-06,375.7165230983487
2005-07,382.59994654592305
2005-08,383.5776626099531
2005-09,405.12642818128177
2005-10,387.20701740144926
2005-11,386.44340205948697
2005-12,374.13137598679145
2006-01,375.6107523963265
2006-02,374.9865903136003
2006-03,383.4506941118403
2006-04,406.7236514781136
2006-05,405.3773685744406
2006-06,397.15143131144464
2006-07,400.7773039822943
2006-08,402.101420836202
2006-09,413.8623612874551
2006-10,437.1388717609076
2006-11,452.82322885169754
2006-12,476.8126116170046
2007-01,470.91201633034615
2007-02,455.3403838402314
2007-03,462.94899872418426
2007-04,488.6077172630496
2007-05,493.16449455498883
2007-06,503.50354369571903
2007-07,493.14407477179174
2007-08,440.4834088403243
2007-09,497.54345962336896
2007-10,516.135605970318
