Date,NEW ZEALAND SMALL CAP
2007-11,487.97872874967203
2007-12,493.5193600710641
2008-01,456.0777672446167
2008-02,445.9896599961856
2008-03,428.3192124671268
2008-04,438.47754555378555
2008-05,426.4219043465882
2008-06,384.74598414925754
2008-07,389.7611168736017
2008-08,386.9140331005344
2008-09,340.495331884773
2008-10,282.03392555947283
2008-11,251.45241711863622
2008-12,268.74961505894765
2009-01,238.58335338743385
2009-02,214.13715368481894
2009-03,244.74242815321566
2009-04,246.1446951777255
2009-05,291.15152782202307
2009-06,290.66007701676887
2009-07,322.2222525151057
2009-08,340.55048528888517
2009-09,365.6043948354344
2009-10,368.1997684674553
2009-11,359.39599880710216
2009-12,382.32216614614265
2010-01,367.1951365400548
2010-02,364.13970394627086
2010-03,378.99027698575026
2010-04,397.20686062789395
2010-05,340.22626795025803
2010-06,338.92854041847977
2010-07,362.142897084671
2010-08,353.3561668508389
2010-09,389.32327949015036
2010-10,424.7757799002317
2010-11,399.47687598477336
2010-12,430.03412248227
2011-01,422.3616722670652
2011-02,404.9777102793083
2011-03,418.3765573983117
2011-04,452.0315914426128
2011-05,457.3944519764061
2011-06,449.3750611410731
2011-07,465.72880330344464
2011-08,443.27837806621966
2011-09,402.668115768162
2011-10,425.71022019463726
2011-11,408.7416498536216
2011-12,407.88588944861243
2012-01,432.6181965480052
2012-02,440.21904976360736
2012-03,451.79416528827005
2012-04,455.7961691750295
2012-05,406.45529018266944
2012-06,433.2359411768211
2012-07,445.6709208023533
2012-08,463.04979895308475
2012-09,508.4950646558365
2012-10,521.62028120093
2012-11,530.4510774343415
2012-12,527.5406491224707
2013-01,549.0928040627855
2013-02,555.3666825776075
2013-03,570.3464466471161
2013-04,603.3160909884372
2013-05,567.280066990569
2013-06,540.7719151019032
2013-07,576.3326780700811
2013-08,554.0551334798167
2013-09,617.3307936611867
2013-10,641.8144749706821
2013-11,619.5440612233695
2013-12,619.5064669338801
2014-01,626.1372396727219
2014-02,657.6783353679498
2014-03,703.9408101421965
2014-04,697.3185934047943
2014-05,699.5647296128851
2014-06,716.958449717879
2014-07,691.632810379695
2014-08,697.4254388757543
2014-09,660.4470969629275
2014-10,696.586034855247
2014-11,713.6025340486059
2014-12,732.0212359009809
2015-01,693.2341157667779
2015-02,754.421449813766
2015-03,749.7141342173351
2015-04,755.1380375880713
2015-05,722.6109875393005
2015-06,669.8765381592478
2015-07,682.8796214233035
2015-08,605.3656039265404
2015-09,617.203372713089
2015-10,692.7163088075106
2015-11,696.7533326765288
2015-12,760.1032477262521
2016-01,704.119310184514
2016-02,714.9913368838
2016-03,814.4556914962758
2016-04,823.5193294394663
2016-05,825.6395364407156
2016-06,853.2459129062629
2016-07,910.2187054521493
2016-08,909.3166023505164
2016-09,902.7941878212791
2016-10,820.2861464938987
2016-11,814.098915093207
2016-12,800.7868178088418
2017-01,857.8526884060575
2017-02,860.687785836177
2017-03,864.0359348871382
2017-04,878.345402
2017-05,933.622316
2017-06,995.63892
2017-07,1024.254923
2017-08,997.953755
2017-09,1044.184403
2017-10,1043.28892
2017-11,1051.473277
2017-12,1103.393614
2018-01,1170.518007
2018-02,1190.164694
2018-03,1187.7982460056753
2018-04,1171.2730667670385
2018-05,1171.610971318192
2018-06,1150.6178978160622
2018-07,1158.596912110667
2018-08,1140.4462689816598
2018-09,1164.6670943732763
2018-10,1080.9373607732275
2018-11,1181.1417868200408
2018-12,1149.3026268546396
2019-01,1206.5666443986431
2019-02,1204.086511289702
2019-03,1274.2072200993778
2019-04,1242.739004079748
2019-05,1221.1617966311019
2019-06,1336.8705786515488
2019-07,1323.091695405006
2019-08,1295.3413809098224
2019-09,1311.4359487692093
2019-10,1292.4464950814324
2019-11,1310.063972957251
2019-12,1395.0692488633315
2020-01,1361.9274581702898
2020-02,1213.0287916695145
2020-03,906.7152846350057
2020-04,1048.142902454767
2020-05,1078.0916082813098
2020-06,1137.893187129714
2020-07,1193.0479667069635
2020-08,1273.613089097714
2020-09,1289.3994587445304
2020-10,1360.1545734027438
2020-11,1529.8245018269772
2020-12,1684.849964555391
2021-01,1664.6266822973676
2021-02,1619.5362086525215
2021-03,1594.8738299466715
2021-04,1645.849884343466
2021-05,1687.6128161508761
2021-06,1658.4702851078584
2021-07,1638.5550084378765
2021-08,1726.9864397226836
2021-09,1696.0793390076326
2021-10,1753.9287436156574
2021-11,1567.4156342516646
2021-12,1642.072505877289
2022-01,1469.3836552065711
2022-02,1544.569766474419
2022-03,1597.6800828640266
2022-04,1473.951535124116
2022-05,1382.9121334204217
2022-06,1269.8039159643176
2022-07,1347.2461379224621
2022-08,1382.1868091676902
2022-09,1213.8647172154795
2022-10,1259.7815261054116
2022-11,1331.6953199239454
2022-12,1349.9564562046846
2023-01,1429.94251348702
2023-02,1345.3104265605152
2023-03,1338.3710258577128
2023-04,1325.6413856276092
2023-05,1327.8543016497906
2023-06,1381.6293578069815
2023-07,1429.2630324280992
