Date,TAIWAN SMALL CAP
2013-09,1331.3775573369385
2013-10,1375.2036612982777
2013-11,1358.8645121961822
2013-12,1385.8270569853685
2014-01,1355.6778681081394
2014-02,1420.7497890361574
2014-03,1427.2918286388579
2014-04,1398.0283354708283
2014-05,1457.614909179371
2014-06,1493.741873222723
2014-07,1464.8817868512806
2014-08,1455.6794397165052
2014-09,1370.0686925533676
2014-10,1280.5456106500528
2014-11,1263.9080356948757
2014-12,1307.2718600998037
2015-01,1318.9057783315138
2015-02,1345.8630373737074
2015-03,1369.252361658726
2015-04,1416.4055232324763
2015-05,1383.6399629548948
2015-06,1308.236851974603
2015-07,1153.7195774040804
2015-08,1055.6753775529642
2015-09,1112.8426295154898
2015-10,1196.49641752841
2015-11,1175.9911384129957
2015-12,1182.8912043305897
2016-01,1128.411352736933
2016-02,1181.4354179392012
2016-03,1235.7205643012953
2016-04,1191.501032407521
2016-05,1185.6407440901223
2016-06,1207.1445479515685
2016-07,1268.9245388663724
2016-08,1308.4411582112236
2016-09,1337.6773687220655
2016-10,1302.796732283703
2016-11,1276.09999550489
2016-12,1270.7157712172057
2017-01,1349.9089969348836
2017-02,1465.7950635005159
2017-03,1495.661404529234
2017-04,1489.704402
2017-05,1507.9332
2017-06,1543.582245
2017-07,1611.087887
2017-08,1682.134068
2017-09,1655.705216
2017-10,1734.602536
2017-11,1812.568773
2017-12,1811.845423
2018-01,1897.178479
2018-02,1852.665072
2018-03,1844.780968
2018-04,1762.0957816982725
2018-05,1832.2382815674498
2018-06,1792.8174388971313
2018-07,1808.9728531866265
2018-08,1770.5159156040884
2018-09,1705.0998292537552
2018-10,1448.882560959664
2018-11,1582.7049164543207
2018-12,1538.2868328132572
2019-01,1610.2917654813812
2019-02,1683.2558037966844
2019-03,1729.4591770848135
2019-04,1746.328477816696
2019-05,1632.546407125602
2019-06,1728.0919541610933
2019-07,1797.767746883627
2019-08,1763.2715973784784
2019-09,1798.5910373580452
2019-10,1904.1973164296435
2019-11,1900.762658982671
2019-12,1993.5326691212963
2020-01,1888.9480175133808
2020-02,1851.183642502009
2020-03,1555.4579556849872
2020-04,1853.703814592347
2020-05,1896.8715324399454
2020-06,2076.812458898377
2020-07,2198.0282962762626
2020-08,2250.0438721394557
2020-09,2212.829815739005
2020-10,2261.1539542031746
2020-11,2470.4163231439056
2020-12,2589.98670082853
2021-01,2539.5207417884913
2021-02,2769.1155528420495
2021-03,2837.9382539045964
2021-04,3203.4268610998033
2021-05,3062.0332966248498
2021-06,3246.8602415014175
2021-07,3244.2282353845176
2021-08,3191.9106224568245
2021-09,3117.140683426199
2021-10,3219.963015564309
2021-11,3362.5272004714484
2021-12,3514.0704464340556
2022-01,3262.987735041304
2022-02,3304.1724539174224
2022-03,3283.3761167711614
2022-04,2973.280322105661
2022-05,3045.4012335682646
2022-06,2678.7199103732014
2022-07,2716.137754311058
2022-08,2805.009152286687
2022-09,2424.3317912385287
2022-10,2293.924839351725
2022-11,2701.715858025662
2022-12,2618.3095132835733
2023-01,2851.766497003045
2023-02,2944.516236248821
2023-03,3023.4181936680357
2023-04,2976.9792761180133
2023-05,3185.728096590154
2023-06,3299.6046416603717
2023-07,3385.4315343640365
