Date,KUWAIT SMALL CAP
2020-05,201.83458886243787
2020-06,212.15124526368632
2020-07,202.65105330744103
2020-08,200.4374004000345
2020-09,212.03209697374
2020-10,220.46090817081128
2020-11,228.98962243467503
2020-12,239.89336275347904
2021-01,247.7590243017225
2021-02,249.5174298745552
2021-03,257.5164191540948
2021-04,280.9690085085688
2021-05,278.2597101604309
2021-06,289.71507691580194
2021-07,290.8167347577465
2021-08,294.1418940722816
2021-09,297.24657732320657
2021-10,308.6027670127903
2021-11,291.3063086836449
2021-12,309.32937155512764
2022-01,324.0054595568532
2022-02,341.34643865334704
2022-03,354.9025738797001
2022-04,370.6470486914215
2022-05,355.23974158935346
2022-06,322.21908026289907
2022-07,334.793421147584
2022-08,334.6407019201468
2022-09,289.4240247695493
2022-10,295.20687453105336
2022-11,307.1387379276877
2022-12,294.3006749851038
2023-01,292.8816576339618
2023-02,291.45879490709615
2023-03,288.4703856896052
2023-04,301.90785774589534
2023-05,293.98608504234613
2023-06,301.5738604579768
2023-07,309.5064617129725
