Date,FINLAND SMALL CAP
2000-12,100.0
2001-01,98.57036446983778
2001-02,90.81117655858856
2001-03,85.94652129994364
2001-04,95.25594123415047
2001-05,96.58294478191941
2001-06,87.5971927775188
2001-07,91.04907247789744
2001-08,92.00010842956148
2001-09,82.21648461301007
2001-10,88.15884789611523
2001-11,93.37741775519982
2001-12,96.63190617365994
2002-01,97.11136867364647
2002-02,104.95209285922706
2002-03,107.93972639102877
2002-04,114.9479193304893
2002-05,119.91215117414677
2002-06,120.82649165665819
2002-07,107.14644849625363
2002-08,106.5879338663713
2002-09,98.36907585176324
2002-10,99.58879368705759
2002-11,108.2899685678845
2002-12,115.76104055906555
2003-01,117.4890308507078
2003-02,111.25871946846598
2003-03,110.13428747690452
2003-04,120.07019466309983
2003-05,126.4051900164025
2003-06,127.0322525524091
2003-07,134.31019528201602
2003-08,136.74512623348295
2003-09,147.11607828166458
2003-10,167.21317848124954
2003-11,181.9983145439177
2003-12,184.88772085671587
2004-01,190.25635938721706
2004-02,205.27675012787728
2004-03,202.8287894013503
2004-04,198.43822380041016
2004-05,196.2013157038489
2004-06,206.48313111073918
2004-07,202.65022620212468
2004-08,204.6361711280238
2004-09,215.15434674562076
2004-10,225.9501624312562
2004-11,255.06273095749208
2004-12,259.0172641339142
2005-01,255.6196240609409
2005-02,281.95696024697946
2005-03,281.3071638679231
2005-04,276.84733528585144
2005-05,285.4235918879364
2005-06,293.5840423006324
2005-07,311.1033204921694
2005-08,316.9020771651648
2005-09,332.84586277197945
2005-10,295.4890974371691
2005-11,287.81797534689997
2005-12,298.76401021010116
2006-01,324.0552820436953
2006-02,334.94304661902174
2006-03,345.32668866163993
2006-04,359.44520001417675
2006-05,349.52408227155405
2006-06,338.983154802505
2006-07,336.09191573877627
2006-08,347.0359547214275
2006-09,343.8756591003253
2006-10,368.22841754097135
2006-11,405.536810093703
2006-12,426.39895121815346
2007-01,437.7109814019166
2007-02,441.7327586496258
2007-03,460.0391665410442
2007-04,485.70503498183234
2007-05,506.3939275304653
2007-06,500.3269622911908
2007-07,501.9101829682228
2007-08,473.84424567524667
2007-09,495.70302552148144
2007-10,526.2188280078552
2007-11,487.0020233895469
2007-12,471.62669496322644
2008-01,413.924170974337
2008-02,446.2022721592193
2008-03,466.9442605949216
2008-04,460.93383431545084
2008-05,451.086599217537
2008-06,408.6086554773456
2008-07,378.5162891685026
2008-08,353.8828470150351
2008-09,280.3596823484059
2008-10,202.48522085030427
2008-11,184.65023959582584
2008-12,194.95151618761798
2009-01,187.08602753291692
2009-02,185.83724077325294
2009-03,188.92935773493727
2009-04,240.5914240846298
2009-05,271.77063021977244
2009-06,269.9362900955
2009-07,300.2905428592979
2009-08,342.3817565912907
2009-09,373.243097073246
2009-10,367.9874181515926
2009-11,387.942251659197
2009-12,391.7328747389675
2010-01,400.4817712274475
2010-02,384.11158766565495
2010-03,415.3494266233098
2010-04,415.7392463129437
2010-05,348.67520151268
2010-06,343.19792757014966
2010-07,402.3818037146929
2010-08,377.3501891675167
2010-09,444.5309170213589
2010-10,454.3825881821969
2010-11,428.3150546450151
2010-12,483.54751584847173
2011-01,482.0064794616213
2011-02,491.0383753528593
2011-03,513.1848718348812
2011-04,549.836658399167
2011-05,511.5127284945136
2011-06,490.21573312434816
2011-07,436.5017008694155
2011-08,379.77388545812204
2011-09,308.9664204723748
2011-10,359.4461822637523
2011-11,343.39256804718696
2011-12,319.5465989944627
2012-01,367.2168546096324
2012-02,407.5052328849266
2012-03,394.09632719531663
2012-04,390.585914729242
2012-05,305.3468158669256
2012-06,319.81814336854285
2012-07,322.2690154251225
2012-08,324.4212405103314
2012-09,345.50697623355313
2012-10,350.4249915565068
2012-11,359.1762205466801
2012-12,373.16030484708
2013-01,401.4181277395103
2013-02,406.5563082579181
2013-03,388.89278522800964
2013-04,394.7508448000228
2013-05,396.7043823852889
2013-06,367.22084861679957
2013-07,388.4910692788108
2013-08,398.62782761086396
2013-09,428.3540508386588
2013-10,423.1505405405956
2013-11,438.6436170151331
2013-12,443.5714124378503
2014-01,424.2085205987199
2014-02,463.1705253966656
2014-03,459.1954288487984
2014-04,471.12453791406807
2014-05,480.09028344682156
2014-06,478.9313608606789
2014-07,447.2858501166479
2014-08,435.78154170322205
2014-09,401.01413772307836
2014-10,388.57890597511374
2014-11,396.3389225174009
2014-12,388.34912987667775
2015-01,400.15870891069716
2015-02,438.2325487324906
2015-03,434.9696986644597
2015-04,446.1795812846593
2015-05,437.70675112949766
2015-06,424.9927164624865
2015-07,450.14050191052706
2015-08,422.88513903389537
2015-09,383.6838411094392
2015-10,411.08648015544526
2015-11,419.24003231346387
2015-12,420.0236922736169
2016-01,403.71736037406987
2016-02,400.38720366729086
2016-03,437.86947378513213
2016-04,448.29493093820014
2016-05,455.6390130367187
2016-06,450.3064206346816
2016-07,491.4610670028581
2016-08,499.18406049766304
2016-09,528.9116461753966
2016-10,497.61737406772426
2016-11,492.24940798017985
2016-12,514.3282803272174
2017-01,524.2383857799065
2017-02,508.15181303479187
2017-03,513.4228494615221
2017-04,555.391831
2017-05,565.511226
2017-06,577.996104
2017-07,583.409905
2017-08,601.538831
2017-09,610.23739
2017-10,599.395669
2017-11,594.56397
2017-12,616.158532
2018-01,641.264551
2018-02,628.375052
2018-03,617.139625
2018-04,619.9467188438166
2018-05,613.7466802068672
2018-06,600.942031111955
2018-07,590.4423543855163
2018-08,591.2702126295377
2018-09,584.3553709760849
2018-10,532.4082317261377
2018-11,517.3268223252765
2018-12,499.14664659511345
2019-01,542.7302641960484
2019-02,557.5696718792127
2019-03,566.9281494687197
2019-04,587.0478531619439
2019-05,531.1194879619944
2019-06,589.485246236075
2019-07,545.2362043103217
2019-08,537.2217011059854
2019-09,556.1740097637767
2019-10,605.3270080184205
2019-11,604.8715412654278
2019-12,627.622274228254
2020-01,620.1757117633657
2020-02,582.2023853412475
2020-03,447.6874324535762
2020-04,524.0687859917346
2020-05,566.4398624518286
2020-06,571.2745270553177
2020-07,650.2836293753625
2020-08,690.1893422776293
2020-09,698.822206
2020-10,692.496416145546
2020-11,772.619756235064
2020-12,830.8373168214547
2021-01,848.0176652467538
2021-02,857.7440005764838
2021-03,877.6116829823669
2021-04,956.750897399739
2021-05,965.3875307224183
2021-06,947.2755328832401
2021-07,996.6482058034977
2021-08,989.8142219304793
2021-09,873.4207013482724
2021-10,907.2393834614295
2021-11,874.0405691142084
2021-12,911.1015272785967
2022-01,841.1607195942821
2022-02,749.1694051874118
2022-03,729.853068630385
2022-04,675.4650782886897
2022-05,692.3843028227993
2022-06,595.3519878444095
2022-07,638.4150031497238
2022-08,591.9177489391643
2022-09,509.79518696524804
2022-10,561.8226609832301
2022-11,626.5169101219657
2022-12,649.7765551367658
2023-01,712.6424942165881
2023-02,711.9792993909854
2023-03,703.4372507132788
2023-04,736.7354883706638
2023-05,681.6550235160325
2023-06,682.0869125151528
2023-07,678.1203386502365
