Date,ITALY SMALL CAP
2000-12,100.0
2001-01,98.88057367979964
2001-02,94.63262624037998
2001-03,87.98123602052762
2001-04,90.07456279876764
2001-05,89.79963065208996
2001-06,87.50882820092056
2001-07,83.67910919741
2001-08,84.77284407589296
2001-09,68.22214351859063
2001-10,69.54268653379596
2001-11,75.47715698360187
2001-12,74.83412066054574
2002-01,75.12225594105958
2002-02,74.96450119299384
2002-03,81.91815580088382
2002-04,86.30196489490194
2002-05,86.06487558398004
2002-06,82.40890524158587
2002-07,76.61666208727083
2002-08,79.32362316434242
2002-09,67.53407525669574
2002-10,71.78888804487607
2002-11,75.89495886774303
2002-12,74.79785878978902
2003-01,72.18898374403553
2003-02,73.08562609045283
2003-03,72.17526175500717
2003-04,82.25257202569716
2003-05,88.22487541417998
2003-06,88.48836207143593
2003-07,90.62795274161135
2003-08,92.88694064763821
2003-09,99.60717316387871
2003-10,105.97787472618657
2003-11,115.65480349412803
2003-12,119.2793456345371
2004-01,116.88572623748205
2004-02,115.82194667547303
2004-03,111.08777936842823
2004-04,112.16862273985369
2004-05,113.98659341537626
2004-06,119.86118700166332
2004-07,118.49149006324811
2004-08,120.12555316847087
2004-09,128.22868236406364
2004-10,134.44559764590466
2004-11,143.08443621648004
2004-12,156.01395789339864
2005-01,156.57056536319797
2005-02,163.48838657767695
2005-03,159.67568195114984
2005-04,159.70026855234565
2005-05,160.26085175023115
2005-06,165.21428439622846
2005-07,177.80634145131344
2005-08,182.6290676393836
2005-09,186.31515568155442
2005-10,170.9285205582687
2005-11,167.5857221396799
2005-12,169.52940029365257
2006-01,187.67483604515405
2006-02,198.12021882371553
2006-03,209.99472643334016
2006-04,219.91687468024668
2006-05,204.03982077211774
2006-06,199.71551085758304
2006-07,200.19211904209286
2006-08,206.22571724226992
2006-09,206.69203640858348
2006-10,216.28507653110688
2006-11,234.9345045192208
2006-12,243.9118768804761
2007-01,251.99303556115473
2007-02,253.4561757021431
2007-03,270.96628824502415
2007-04,293.5325020115124
2007-05,292.52869760996913
2007-06,284.536591470163
2007-07,284.11576933865064
2007-08,267.9684419968853
2007-09,262.32453981857867
2007-10,283.23757328313394
2007-11,249.59645498733266
2007-12,239.66182712343038
2008-01,210.33521813757883
2008-02,220.15738399252996
2008-03,219.19674948845892
2008-04,221.6128339400503
2008-05,224.34068814051165
2008-06,200.72170577655746
2008-07,190.48234349530844
2008-08,189.77932768831153
2008-09,152.9226355091679
2008-10,117.59663894986555
2008-11,107.77258647469239
2008-12,118.85479660832885
2009-01,105.2749942778748
2009-02,93.80616856137065
2009-03,100.36765004483969
2009-04,117.06533841966318
2009-05,134.46716039623198
2009-06,131.65301571835394
2009-07,140.2194738861265
2009-08,149.91661267707792
2009-09,160.00782107903828
2009-10,154.41101209372218
2009-11,155.338382420751
2009-12,153.48634589010135
2010-01,146.7033819351335
2010-02,138.59529600932336
2010-03,148.3669152007156
2010-04,143.81742144279227
2010-05,121.95488858163912
2010-06,117.15108523201734
2010-07,128.50150952128772
2010-08,120.44467921808176
2010-09,137.02559690724598
2010-10,146.89508734026487
2010-11,123.89388358046105
2010-12,137.40178057040572
2011-01,145.27859560418932
2011-02,147.16106999898759
2011-03,153.7587472016275
2011-04,165.5336346197006
2011-05,154.08852089828363
2011-06,148.1592817401417
2011-07,136.85620696589265
2011-08,125.4738055037419
2011-09,110.88079929286397
2011-10,116.03181362657948
2011-11,100.67791775856328
2011-12,94.86068593325597
2012-01,102.75317840952206
2012-02,112.50158727944859
2012-03,108.2599675232815
2012-04,102.2143329720421
2012-05,85.73166189132392
2012-06,93.00284727373216
2012-07,87.07221741470494
2012-08,95.60266531623654
2012-09,100.87041136570507
2012-10,103.98476501997423
2012-11,104.06939807245155
2012-12,111.99696773748418
2013-01,128.03060839490504
2013-02,119.60221506825613
2013-03,117.73547872973162
2013-04,130.05133171099519
2013-05,133.68683492283407
2013-06,125.8870991721133
2013-07,138.94508612156295
2013-08,139.43549548946493
2013-09,149.12318421974797
2013-10,168.6349243539302
2013-11,171.13730557485272
2013-12,176.05991202230447
2014-01,173.26120007168686
2014-02,195.63427251470813
2014-03,205.92221300321398
2014-04,202.6838121123967
2014-05,194.78506421761935
2014-06,185.74444450016185
2014-07,174.09594244718605
2014-08,171.91297343470242
2014-09,159.8721092619449
2014-10,150.40644156020994
2014-11,154.63088642048606
2014-12,147.49642145768397
2015-01,154.8943370635681
2015-02,168.61180353096495
2015-03,175.3694908328783
2015-04,182.69569349031994
2015-05,182.83724282575417
2015-06,180.6514484830264
2015-07,191.14408100792696
2015-08,181.82265667446313
2015-09,174.52705649196776
2015-10,182.78543192303147
2015-11,179.9943894300205
2015-12,182.80228068324587
2016-01,162.16927410152934
2016-02,155.72733543326154
2016-03,169.47891294016677
2016-04,175.76818960560414
2016-05,170.92876171966
2016-06,147.92860779294875
2016-07,157.03807651082974
2016-08,153.93746081033603
2016-09,152.89685130322115
2016-10,154.13258824184084
2016-11,141.1748405534122
2016-12,157.15996849869194
2017-01,164.72826936337677
2017-02,164.07622439775366
2017-03,182.40338735208226
2017-04,193.612438
2017-05,203.105464
2017-06,202.602991
2017-07,220.094301
2017-08,220.433692
2017-09,230.010658
2017-10,226.792586
2017-11,227.678916
2017-12,226.735769
2018-01,248.557479
2018-02,231.812554
2018-03,232.443648
2018-04,241.45956951859353
2018-05,214.83152690274892
2018-06,220.6217914409429
2018-07,229.7438827113317
2018-08,214.55147046476455
2018-09,219.87051841820696
2018-10,188.220626645865
2018-11,188.12056236368068
2018-12,182.12950742417425
2019-01,194.46707795665648
2019-02,205.74489427495465
2019-03,206.28386716128455
2019-04,211.99895723294216
2019-05,195.06234390391788
2019-06,209.2877682715863
2019-07,204.84865246610883
2019-08,200.53478341693898
2019-09,206.43133755483942
2019-10,214.64666625350287
2019-11,227.98611847375648
2019-12,227.08621852916727
2020-01,218.90390511748683
2020-02,206.82155657028932
2020-03,160.00620573669147
2020-04,172.64200905125276
2020-05,184.06045297320105
2020-06,191.74252572763166
2020-07,206.12680297899664
2020-08,215.49357327419284
2020-09,210.05343912334024
2020-10,194.16182580348115
2020-11,234.30617117059987
2020-12,243.8093619351212
2021-01,236.4589676335844
2021-02,253.8445948632233
2021-03,266.18213325660236
2021-04,278.1946498406213
2021-05,304.04041143150096
2021-06,293.87466371869886
2021-07,299.39324918517025
2021-08,311.7666095350259
2021-09,297.45294005678664
2021-10,305.24217189873804
2021-11,281.78278973213463
2021-12,298.78493046336706
2022-01,279.0597855647883
2022-02,266.93039781589323
2022-03,259.86051905527796
2022-04,247.11286462386767
2022-05,257.41453330217854
2022-06,217.3869652400306
2022-07,219.90693668986992
2022-08,203.64390153151547
2022-09,185.2443967737619
2022-10,206.66677338701427
2022-11,230.44331287238978
2022-12,235.01252938233017
2023-01,267.7256135036536
2023-02,271.2479618241991
2023-03,268.8034813672936
2023-04,276.31006692667523
2023-05,258.8868291271096
2023-06,277.3513135148011
2023-07,291.3189592257698
