Date,BELGIUM SMALL CAP
2000-12,100.0
2001-01,101.363814386791
2001-02,103.0083791537757
2001-03,92.40766860670591
2001-04,96.04350250193284
2001-05,92.4103248935377
2001-06,88.35101330951125
2001-07,91.10504524992359
2001-08,88.94908573926874
2001-09,76.92445391490207
2001-10,75.98686749273725
2001-11,78.92342086866537
2001-12,82.57793159262683
2002-01,81.36128602195956
2002-02,80.30389273512979
2002-03,81.64944039942496
2002-04,84.00243035465597
2002-05,85.087264863321
2002-06,86.26448629066714
2002-07,81.66305653141622
2002-08,79.90335607654127
2002-09,74.06077482209433
2002-10,78.85559188477026
2002-11,78.5022085702243
2002-12,83.18354097133972
2003-01,84.54163667720957
2003-02,78.64207263605327
2003-03,80.16153118413024
2003-04,93.40068840026045
2003-05,101.5434832645875
2003-06,104.46027972038601
2003-07,104.88200654031907
2003-08,108.73071895950544
2003-09,113.9121025504292
2003-10,117.86436176844207
2003-11,124.60540473063514
2003-12,131.69156288624362
2004-01,137.72847148351482
2004-02,139.53255513464129
2004-03,133.22243799903384
2004-04,129.5463123290396
2004-05,134.7799990514117
2004-06,141.64845971178076
2004-07,140.03485035716506
2004-08,144.56660010941272
2004-09,148.53281370429104
2004-10,157.93645305563462
2004-11,175.4279758725315
2004-12,179.39751284569923
2005-01,178.29675020185954
2005-02,195.0908818139988
2005-03,191.9423073005
2005-04,188.52421259411375
2005-05,179.21091400212345
2005-06,180.86331000347033
2005-07,187.611383468216
2005-08,192.62479236329773
2005-09,196.45322847810854
2005-10,190.21373175589056
2005-11,184.7474065676954
2005-12,190.50264729824923
2006-01,205.64982991834225
2006-02,208.0834888994378
2006-03,215.52118185306654
2006-04,234.5377469642261
2006-05,223.53425911765703
2006-06,228.52834113515888
2006-07,226.28633628872186
2006-08,229.09325093620484
2006-09,232.0695301720694
2006-10,239.65188737939778
2006-11,248.04494539053263
2006-12,254.7678596739748
2007-01,257.24324552449974
2007-02,269.14034303053666
2007-03,284.5872117909814
2007-04,295.9024224223128
2007-05,310.1780624575802
2007-06,312.5650583062274
2007-07,310.2752084355019
2007-08,303.0897202203064
2007-09,301.03609155664645
2007-10,314.99045609728825
2007-11,305.0513196598545
2007-12,301.8930017834241
2008-01,274.5306190354684
2008-02,282.982269731445
2008-03,285.0828230270843
2008-04,284.8465238630563
2008-05,292.84048218312546
2008-06,271.74145214525737
2008-07,257.54526017346654
2008-08,257.11039273757035
2008-09,214.66334666484846
2008-10,150.59332842817395
2008-11,132.91339216463984
2008-12,139.2414617319093
2009-01,131.0234942001841
2009-02,123.57740885146595
2009-03,125.97543049621568
2009-04,154.59579609614175
2009-05,172.68678529199963
2009-06,171.92637655538738
2009-07,185.3669312725417
2009-08,209.16944346462603
2009-09,222.8513939998115
2009-10,224.23848895285906
2009-11,229.6485813481692
2009-12,226.15940055641826
2010-01,226.73551782155545
2010-02,226.00717981231472
2010-03,241.43875972153674
2010-04,235.19564575506064
2010-05,208.2942356009331
2010-06,204.12016927741863
2010-07,230.89675654976526
2010-08,225.27810689731206
2010-09,258.20560844173144
2010-10,279.87272575575327
2010-11,252.30891621358364
2010-12,278.42089512530686
2011-01,283.0221996554135
