Date,SWITZERLAND SMALL CAP
2007-04,287.3799186757607
2007-05,287.81153645913963
2007-06,288.2463648155721
2007-07,287.6935371022825
2007-08,274.60980011641146
2007-09,278.8626581719559
2007-10,295.64614118804354
2007-11,283.10841066845774
2007-12,282.48010103533966
2008-01,254.5722892513028
2008-02,273.4546146109665
2008-03,278.0580228133455
2008-04,279.2699313643129
2008-05,281.63972663534673
2008-06,265.35388888532293
2008-07,247.70906329756974
2008-08,241.6571517325721
2008-09,217.85041023258555
2008-10,164.25956291610805
2008-11,149.17733385190016
2008-12,168.10922071390576
2009-01,147.4420073406103
2009-02,128.6805782564647
2009-03,136.98608962214905
2009-04,160.58290790208105
2009-05,183.1191465565556
2009-06,179.09856070692848
2009-07,193.54429353601174
2009-08,213.24468996119424
2009-09,230.0747934946425
2009-10,221.53587341200372
2009-11,223.74703406502076
2009-12,224.27614620282665
2010-01,227.3681062218574
2010-02,224.56525035029154
2010-03,252.35218642941393
2010-04,249.0866063714705
2010-05,217.53905539615775
2010-06,229.79562587955792
2010-07,245.78789616587204
2010-08,247.83393335300343
2010-09,272.4774089743642
2010-10,284.40006245660703
2010-11,281.65497458158103
2010-12,322.45773351251853
2011-01,317.99089890335813
2011-02,322.0050312941474
2011-03,331.5586730687338
2011-04,357.59982023678765
2011-05,358.81368557492493
2011-06,338.97843248972464
2011-07,331.8181820214407
2011-08,297.0210051641071
2011-09,248.17010695982032
2011-10,274.7477343126238
2011-11,250.0278701308353
2011-12,242.92086051540477
2012-01,262.87376079867596
2012-02,280.3127846601748
2012-03,282.09203436193576
2012-04,286.3566359608858
2012-05,252.12228002177457
2012-06,258.01459131822185
2012-07,252.63092291419613
2012-08,258.3145817097823
2012-09,268.19305780869024
2012-10,270.0820314047141
2012-11,272.05695755248024
2012-12,282.8009150589042
2013-01,298.48454488916553
2013-02,300.9476130628432
2013-03,295.6383458979995
2013-04,306.1903081693422
2013-05,306.0750675938005
2013-06,297.6166787445745
2013-07,321.00946017506016
2013-08,328.17761464769643
2013-09,348.616121805844
2013-10,366.78381150740995
2013-11,375.046582207594
2013-12,390.28744888184406
2014-01,389.5926377790922
2014-02,415.5312680093564
2014-03,413.26014267863485
2014-04,415.1891103014604
2014-05,414.57505745424436
2014-06,416.0640030021326
2014-07,399.80603102738115
2014-08,403.0041056275352
2014-09,375.7232094427666
2014-10,373.4904252007894
2014-11,386.75876440212284
2014-12,378.01072931137446
2015-01,377.2819397630563
2015-02,407.9145798889542
2015-03,414.26313775965866
2015-04,439.37122734092833
2015-05,439.44355209758
2015-06,423.56883519338754
2015-07,432.373270644253
2015-08,412.78798405029687
2015-09,393.65041639448077
2015-10,413.71772235692004
2015-11,410.6883739611637
2015-12,424.3374543460259
2016-01,394.7789544126974
2016-02,406.46005038034093
2016-03,443.7866204922877
2016-04,442.8856850087976
2016-05,443.1530656696341
2016-06,436.86032059196674
2016-07,464.5454917229783
2016-08,463.19599720960804
2016-09,474.326501295074
2016-10,456.10861033103924
2016-11,448.73678505275547
2016-12,464.2560189625486
2017-01,491.9830119401065
2017-02,506.9449719118103
2017-03,525.6106064692351
2017-04,563.513009
2017-05,591.317496
2017-06,593.776802
2017-07,608.106476
2017-08,600.689475
2017-09,613.415744
2017-10,622.360757
2017-11,638.467098
2017-12,658.103417
2018-01,703.887344
2018-02,678.832544
2018-03,644.284103
2018-04,634.0700646114454
2018-05,640.8652815688356
2018-06,626.3689377084746
2018-07,627.6136228904778
2018-08,644.3862565370144
2018-09,609.3975763106267
2018-10,547.7117747055639
2018-11,517.8618138409249
2018-12,484.1291169074808
2019-01,525.9266635318992
2019-02,529.8544390398262
2019-03,531.3509850898892
2019-04,559.1200162705308
2019-05,536.416194242095
2019-06,575.8547040457122
2019-07,562.7393133750297
2019-08,555.8729957963598
2019-09,567.5582875078088
2019-10,582.7959423980329
2019-11,600.9873681643038
2019-12,635.8351996401302
2020-01,632.1912867442707
2020-02,583.3894522059928
2020-03,514.8679009125912
2020-04,559.6563105190935
2020-05,601.1419572553668
2020-06,616.5315321757746
2020-07,644.3425824929346
2020-08,697.9383428947273
2020-09,689.0369277965979
2020-10,659.3300847714069
2020-11,743.0536677226838
2020-12,784.1512080096576
2021-01,801.398630996727
2021-02,794.1089719698867
2021-03,798.2617137281882
2021-04,821.6714793187153
2021-05,859.9470989063013
2021-06,858.6352549586879
2021-07,911.0133898939096
2021-08,930.1762316321445
2021-09,878.3486057156478
2021-10,917.54696867803
2021-11,878.0932733430317
2021-12,927.4789943515761
2022-01,854.5784703056912
2022-02,823.5608173390283
2022-03,817.1366340146604
2022-04,746.8248078777422
2022-05,719.4982638359571
2022-06,656.0026163282301
2022-07,714.2855687801111
2022-08,676.8227899912731
2022-09,611.1244262600228
2022-10,635.2623870746742
2022-11,703.6784275065951
2022-12,723.0106719922107
2023-01,785.1253933239198
2023-02,775.3359901808692
2023-03,790.9471341966829
2023-04,812.1165552323595
2023-05,772.5336953442322
2023-06,801.8220123565729
2023-07,832.401551726021
