Date,BANGLADESH SMALL CAP
2010-11,1000.0
2010-12,958.8922761665347
2011-01,825.5240803503283
2011-02,581.49769053815
2011-03,663.242873267623
2011-04,619.1799621826223
2011-05,594.2482903275258
2011-06,647.0554870853509
2011-07,686.8599894827084
2011-08,666.3244146495981
2011-09,612.8888345416078
2011-10,524.7577870149323
2011-11,558.6047544976713
2011-12,518.2104170750436
2012-01,382.2586362840133
2012-02,451.15543251784226
2012-03,466.035474757238
2012-04,479.86205404438505
2012-05,454.91176137596915
2012-06,436.05211857569464
2012-07,388.1704583226201
2012-08,410.1602618281648
2012-09,450.13751061620843
2012-10,424.0987945533847
2012-11,396.96278510378784
2012-12,407.018120970791
2013-01,412.3809590491189
2013-02,399.5389178976722
2013-03,369.7219954675609
2013-04,340.2914175508875
2013-05,389.67834532662164
2013-06,415.7958700430902
2013-07,383.84888217985286
2013-08,385.44168368521736
2013-09,362.28067035283937
2013-10,371.69435021557155
2013-11,403.19306720054055
2013-12,402.3343034051417
2014-01,457.4558357330471
2014-02,444.7663401583256
2014-03,419.74231224254993
2014-04,436.39434158005696
2014-05,423.88335874951196
2014-06,425.81616588772437
2014-07,425.64032023268174
2014-08,432.50639107836315
2014-09,477.46330876737994
2014-10,486.3983314495816
2014-11,455.731883610936
2014-12,456.27454207825053
2015-01,447.4101082240804
2015-02,449.912445101503
2015-03,423.20209569683516
2015-04,374.767907202742
2015-05,444.05360115423304
2015-06,445.1627380617079
2015-07,471.92118139582806
2015-08,461.48290609497826
2015-09,479.77063993596073
2015-10,457.7455330712031
2015-11,456.6290420296215
2015-12,468.9993216145966
2016-01,463.17262282220645
2016-02,458.4860825448042
2016-03,451.49265355744024
2016-04,444.28486608218293
2016-05,471.1726680855582
2016-06,485.6963933052229
2016-07,494.5187231314815
2016-08,488.63035977977347
2016-09,505.3871774086389
2016-10,495.0787605354176
2016-11,512.9582209710641
2016-12,533.9019837350588
2017-01,603.551731756074
2017-02,608.8298516186366
2017-03,633.9584734083542
2017-04,580.715235
2017-05,583.601823
2017-06,614.203386
2017-07,635.569944
2017-08,651.968109
2017-09,648.936927
2017-10,631.20675
2017-11,657.00129
2017-12,646.667043
2018-01,607.270835
2018-02,577.548334
2018-03,557.116597
2018-04,568.5365091400021
2018-05,531.7905857344518
2018-06,529.609774870974
2018-07,501.4600726159234
2018-08,543.2434695565296
2018-09,513.5675492843703
2018-10,513.5348575651568
2018-11,508.13183940110196
2018-12,524.2456836915352
2019-01,567.3662184137129
2019-02,545.6126105721079
2019-03,519.9533235698904
2019-04,495.11688924151485
2019-05,519.8481227163677
2019-06,522.6232747082059
2019-07,499.876375990671
2019-08,492.2467707140775
2019-09,477.0268264942718
2019-10,451.85527876173967
2019-11,460.18785514153524
2019-12,433.3468371985834
2020-01,448.75831805085767
2020-02,443.2562249259228
2020-03,399.00332393159647
2020-04,399.2616697178844
2020-05,398.76875407625715
2020-06,402.7239963720645
2020-07,432.52711100825513
2020-08,516.0449406396301
2020-09,511.4730081516954
2020-10,499.9428544089317
2020-11,518.641572066011
2020-12,608.8618630730363
2021-01,659.0455579208557
2021-02,622.5497182511423
2021-03,607.5775106296722
2021-04,631.3942951487285
2021-05,680.7382772786202
2021-06,679.3316128766038
2021-07,699.9058156484457
2021-08,762.5712155914146
2021-09,838.2196258555921
2021-10,828.2071886041865
2021-11,784.9756127093764
2021-12,787.7890410752422
2022-01,794.4209520589175
2022-02,769.5664413857672
2022-03,764.7052681539661
2022-04,764.8146054797857
2022-05,728.6536588680979
2022-06,686.3950878831805
2022-07,638.175128030832
2022-08,687.3220490269767
2022-09,650.7448548215509
2022-10,621.3011714274368
2022-11,623.3922790551497
2022-12,611.5092879541307
2023-01,598.314002699604
2023-02,596.4603311611542
2023-03,590.5544047708842
2023-04,600.7975483935375
2023-05,598.2433520870115
2023-06,592.7673009795012
2023-07,588.6868507662593
