Date,CHINA SMALL CAP
2013-03,1230.232576518164
2013-04,1257.5813744941827
2013-05,1316.4201199673776
2013-06,1187.4549981013606
2013-07,1203.4516395083983
2013-08,1239.4199347753931
2013-09,1279.3013578513587
2013-10,1324.7580140999498
2013-11,1371.348765726565
2013-12,1379.4583348420865
2014-01,1388.3458154937068
2014-02,1410.5994888544726
2014-03,1377.2081221476253
2014-04,1322.9438134458635
2014-05,1356.8852503836222
2014-06,1377.8191538510873
2014-07,1435.1441913802096
2014-08,1456.6644949125835
2014-09,1436.2070776412597
2014-10,1450.0501447724885
2014-11,1446.3121443362888
2014-12,1374.0335722074722
2015-01,1366.4754314745085
2015-02,1373.5783108740604
2015-03,1464.7871331905733
2015-04,1869.7510419816408
2015-05,2002.7069732163843
2015-06,1762.0988813301853
2015-07,1482.8362033337055
2015-08,1262.9504762573745
2015-09,1288.2395893998778
2015-10,1412.1165329910978
2015-11,1393.7240678080605
2015-12,1421.2414891417814
2016-01,1205.7327752501344
2016-02,1209.3756769920913
2016-03,1293.611476403667
2016-04,1318.496517531668
2016-05,1281.7442835882932
2016-06,1269.1360043484685
2016-07,1278.7940489280563
2016-08,1379.3140964616564
2016-09,1401.4645503555607
2016-10,1380.768921703012
2016-11,1388.8563474342793
2016-12,1335.9247704985808
2017-01,1389.5268413610136
2017-02,1432.9867067824032
2017-03,1468.379207563202
2017-04,1460.91279
2017-05,1437.1362
2017-06,1452.328754
2017-07,1522.59468
2017-08,1553.81484
2017-09,1640.731946
2017-10,1670.253319
2017-11,1612.170979
2017-12,1664.010342
2018-01,1789.4996
2018-02,1697.613085
2018-03,1711.681149
2018-04,1741.773304769452
2018-05,1821.9444043479537
2018-06,1678.7485224683937
2018-07,1632.2064422905835
2018-08,1547.7411942655215
2018-09,1508.104117968921
2018-10,1356.159541139725
2018-11,1389.1916879963296
2018-12,1338.497153167271
2019-01,1424.563457211215
2019-02,1503.100583914862
2019-03,1539.1558290573187
2019-04,1539.923424115794
2019-05,1406.0192654785358
2019-06,1444.5919243846752
2019-07,1414.920071791012
2019-08,1331.8628444757258
2019-09,1330.6322772706353
2019-10,1358.244489503764
2019-11,1341.5995257650718
2019-12,1426.1719481651446
2020-01,1357.1699843548595
2020-02,1386.456825022902
2020-03,1238.00902346673
2020-04,1300.903356898995
2020-05,1260.7074033139766
2020-06,1400.678510471463
2020-07,1569.6314100285135
2020-08,1622.11799118845
2020-09,1551.652548600043
2020-10,1561.038767236436
2020-11,1726.6712048403017
2020-12,1813.218534158294
2021-01,2001.7651225160837
2021-02,2174.9896024382647
2021-03,2037.0406523094257
2021-04,2103.0081525436094
2021-05,2136.7521447566737
2021-06,2137.491414388472
2021-07,1917.6703583922438
2021-08,1982.6015180764016
2021-09,1856.2802718275368
2021-10,1827.818720482536
2021-11,1759.422858074086
2021-12,1699.0941336587598
2022-01,1588.6601133526672
2022-02,1520.8420997971918
2022-03,1421.6731834646741
2022-04,1347.0689519301966
2022-05,1322.5067919090848
2022-06,1420.1193144528559
2022-07,1281.1020541652153
2022-08,1239.8705189297066
2022-09,1052.5610843335787
2022-10,949.7988561784969
2022-11,1194.4339733553124
2022-12,1277.6895731075454
2023-01,1425.0775231363957
2023-02,1300.9748149664078
2023-03,1225.2281281118806
2023-04,1201.7452770010436
2023-05,1047.3263255872123
2023-06,1053.186750698719
2023-07,1142.1314543026028
