Date,PHILIPPINES SMALL CAP
2019-09,1321.1088056795718
2019-10,1347.4224335179695
2019-11,1350.891330422433
2019-12,1313.9122934737622
2020-01,1186.5690610354513
2020-02,1083.1804075367115
2020-03,786.2595798145094
2020-04,832.0382889755919
2020-05,787.2708785220592
2020-06,908.6014172725545
2020-07,848.3857153822529
2020-08,870.750036671699
2020-09,904.5279112166747
2020-10,946.9198417602772
2020-11,1151.12354252051
2020-12,1223.9818590195441
2021-01,1171.4638948936135
2021-02,1206.8273928333945
2021-03,1156.5938731116828
2021-04,1141.09029865805
2021-05,1171.7461407272526
2021-06,1207.2804246105902
2021-07,1131.2454952828093
2021-08,1194.364738809847
2021-09,1220.906261499896
2021-10,1360.0268299520963
2021-11,1350.143713993868
2021-12,1319.5772726764014
2022-01,1305.3893591816823
2022-02,1305.3299589517892
2022-03,1251.8063409077022
2022-04,1176.8877313062108
2022-05,1150.1723807966125
2022-06,1016.2594659167796
2022-07,1065.7836566923659
2022-08,1094.7856992411228
2022-09,953.8193973861838
2022-10,970.6148322855565
2022-11,1076.3069786270432
2022-12,1096.4560061277427
2023-01,1179.2951936927725
2023-02,1153.6015284069454
2023-03,1143.1108858863395
2023-04,1130.0686814760666
2023-05,1076.1147822602989
2023-06,1106.775946433031
2023-07,1116.2971278445154
