Date,TRINIDAD AND TOBAGO SMALL CAP
2014-05,1000.0
2014-06,1003.0305385033807
2014-07,994.787816437812
2014-08,1039.7475339166856
2014-09,1038.2013496929937
2014-10,1019.4888620468796
2014-11,1042.3618121243326
2014-12,1095.848971241639
2015-01,1305.4750921679545
2015-02,1293.3040575399557
2015-03,1136.6945286847492
2015-04,1106.6539423884906
2015-05,1106.6713669911956
2023-03,1013.6350609730636
2023-04,1000.870769854554
2023-05,827.3998362728607
