Date,SAUDI ARABIA SMALL CAP
2014-08,1021.132644334301
2014-09,1037.4343309009193
2014-10,977.3494449441198
2014-11,900.8800732032352
2014-12,814.8102129254667
2015-01,891.1130135110122
2015-02,923.6259003217378
2015-03,893.4342365020497
2015-04,986.1979120870777
2015-05,1000.0
2015-06,956.3517407177945
2015-07,949.7612461605378
2015-08,772.1485638955031
2015-09,776.252838539803
2015-10,753.9858428345749
2015-11,753.093006228201
2015-12,711.0410556759548
2016-01,609.8126245266252
2016-02,618.901190012925
2016-03,645.2054245840287
2016-04,723.3420190645976
2016-05,708.2498363966045
2016-06,714.2324805764664
2016-07,697.7645120559052
2016-08,659.1987237851386
2016-09,598.1773713560756
2016-10,608.6046465408682
2016-11,719.2763808219644
2016-12,781.1128916010613
2017-01,747.9057965940534
2017-02,735.8549547497631
2017-03,742.4425255714843
2017-04,740.227286
2017-05,711.646075
2017-06,720.272681
2017-07,724.909515
2017-08,713.389073
2017-09,724.363408
2017-10,683.869766
2017-11,680.08251
2017-12,725.613246
2018-01,752.047479
2018-02,749.658457
2018-03,770.4506965912436
2018-04,815.57987524087
2018-05,773.5172881970665
2018-06,792.6963622845519
2018-07,761.0332665909926
2018-08,726.6523752436657
2018-09,703.4629002078831
2018-10,699.7179041497407
2018-11,689.1290802151673
2018-12,691.795144566799
2019-01,722.6672129457909
2019-02,727.078796410933
2019-03,757.010554246322
2019-04,788.6479780363738
2019-05,778.2495789700475
2019-06,804.7416051948152
2019-07,850.8661657855271
2019-08,831.1117830517187
2019-09,865.8261433398837
2019-10,823.3401879728392
2019-11,833.0833820592662
2019-12,924.4742097073164
2020-01,974.2507108039056
2020-02,904.4158055082827
2020-03,754.555670584939
2020-04,832.3732264485321
2020-05,790.559840273671
2020-06,871.4830063110844
2020-07,937.9548903392443
2020-08,1000.9583258682248
2020-09,1064.067589615875
2020-10,995.7392802753825
2020-11,1097.949441565368
2020-12,1129.9494068639244
2021-01,1165.114935777506
2021-02,1167.4052445000254
2021-03,1236.7736339495957
2021-04,1324.9396710803517
2021-05,1386.8181650115177
2021-06,1467.7023099837813
2021-07,1482.6197600039316
2021-08,1463.059904746633
2021-09,1442.498436099224
2021-10,1408.3181822312918
2021-11,1275.024986616495
2021-12,1312.4807192749174
2022-01,1413.807821973399
2022-02,1384.2457800786958
2022-03,1439.8194497879174
2022-04,1454.8283201412744
2022-05,1350.9430063393397
2022-06,1230.3360643838378
2022-07,1287.990815218135
2022-08,1351.2699313071405
2022-09,1305.8641353424216
2022-10,1323.8354870781332
2022-11,1259.4982988753184
2022-12,1225.2440950100035
2023-01,1291.9792138414793
2023-02,1313.1053867583194
2023-03,1386.375875162111
2023-04,1470.1018509037206
2023-05,1547.8852368261084
2023-06,1667.5205630546125
2023-07,1692.4931264538063
