Date,HUNGARY SMALL CAP
2019-03,1281.0495663376673
2019-04,1256.0889494814098
2019-05,1193.1430124128512
2019-06,1260.1825804838381
2019-07,1222.102094094665
2019-08,1144.5810634595146
2019-09,1156.0818107594412
2019-10,1154.3628713193418
2019-11,1109.2714448365268
2019-12,1175.5045369825211
2020-01,1102.4017944465745
2020-02,970.513326297675
2020-03,789.9789109803735
2020-04,935.8435534156794
2020-05,950.9983743151108
2020-06,950.3478862672688
2020-07,974.7574859318246
2020-08,964.5414314762057
2020-09,916.6582266433188
2020-10,835.6431974166786
2020-11,988.6175881447222
2020-12,1035.0137675726887
2021-01,1046.1900437312136
2021-02,1048.8516689132823
2021-03,1021.8329082509766
2021-04,1059.313469487558
2021-05,1111.538261596203
2021-06,1111.3819928212793
2021-07,1097.2025092811193
2021-08,1128.0836233577072
2021-09,1073.7240992890695
2021-10,1064.177087750135
2021-11,987.6608562830041
2021-12,956.8186264282465
2022-01,987.5576865163446
2022-02,915.3524711465354
2022-03,945.5225854151337
2022-04,847.8235446964279
2022-05,778.5061486500923
2022-06,661.1051958124085
2022-07,608.4637107091804
2022-08,642.143389544789
2022-09,515.0489137212641
2022-10,528.3914389644187
2022-11,605.239127507827
2022-12,657.7053202937664
2023-01,771.1814516247839
2023-02,796.7402469216335
2023-03,832.8035840859338
2023-04,917.567595342456
2023-05,939.2197783504735
2023-06,924.5659489171541
2023-07,931.5413358095951
