Date,PORTUGAL SMALL CAP
2021-08,201.43065304203847
2021-09,203.52166394681967
2021-10,208.7593752462212
2021-11,189.77698532298825
2021-12,199.83205518812824
2022-01,198.47133296671385
2022-02,199.36821459128944
2022-03,211.60058234298086
2022-04,199.43860547440997
2022-05,225.1506596194483
2022-06,210.90402045837646
2022-07,200.07221972659877
2022-08,192.94180863433513
2022-09,164.70659327241958
2022-10,185.46030836649123
2022-11,193.33263068700575
2022-12,193.78751922297724
2023-01,210.32285169179363
2023-02,221.01064011388888
2023-03,219.77509273678322
2023-04,231.70820013113962
2023-05,207.93277501260545
2023-06,217.17336139888923
2023-07,234.2257314241833
