Date,PERU SMALL CAP
2004-10,283.05671261421793
2004-11,290.3442661356514
2004-12,288.4104317580326
2005-01,296.88753873453544
2005-02,304.4541434551831
2005-03,307.431651985502
2005-04,303.21320804927495
2005-05,286.9815271899152
2005-06,283.6477557013138
2005-07,294.2228312363533
2005-08,291.9227654270498
2005-09,295.4366383590986
2005-10,258.07770287195376
2005-11,254.15686769234148
2005-12,244.53977231620814
2006-01,289.33642998971925
2006-02,308.45330139395054
2006-03,287.8775095084442
2006-04,332.4863681015854
2006-05,329.2447220155967
2006-06,362.1679670587658
2006-07,373.11640623893237
2006-08,404.000961958631
2006-09,411.9240755190435
2006-10,458.775498091283
2006-11,488.03880847512056
2006-12,574.2978328262151
2007-01,602.8882534066607
2007-02,683.0840861036827
2007-03,821.9660208472933
2007-04,972.5928775451524
2007-05,1000.0
2007-06,1104.4218070498557
2007-07,1136.582843476767
2007-08,989.1906293524148
2007-09,1091.7315685892047
2007-10,1116.6635973931368
2007-11,1003.8578747783018
2007-12,984.5013797080259
2008-01,867.1775548238659
2008-02,1025.508864420583
2008-03,1084.1050446364484
2008-04,1037.6494915278483
2008-05,1075.5398875460971
2008-06,993.4733271733485
2008-07,932.0234957455397
2008-08,866.8936248794305
2008-09,744.5770519626055
2008-10,476.7230515374374
2008-11,405.30851438998883
2008-12,362.2108755211735
2009-01,317.83339513757693
2009-02,274.74811041852485
2009-03,477.1349453056327
2009-04,494.2861888345358
2009-05,723.8201961247526
2009-06,632.5422337280196
2009-07,626.0974100976571
2009-08,629.1514037365679
2009-09,674.6379698410021
2009-10,627.2151446693149
2009-11,604.6030638956323
2009-12,658.9718810950911
2010-01,695.6431761262849
2010-02,680.7633557917286
2010-03,711.8610404092723
2010-04,719.8449571479207
2010-05,605.9080033105266
2010-06,604.7067711848435
2010-07,603.8360945302821
2010-08,642.9825845432309
2010-09,753.213327153218
2010-10,753.5454786194441
2010-11,764.1837420108486
2010-12,861.0255214115479
2011-01,895.0274665423827
2011-02,882.0914946966054
2011-03,818.9626897372917
2011-04,627.8432082409893
2011-05,782.1834837541202
2011-06,688.6312154041216
2011-07,803.8988514444852
2011-08,741.1536707393915
2011-09,642.971766278865
2011-10,708.7436133615605
2011-11,685.0768284034266
2011-12,641.6352058555902
2012-01,747.5025525581543
2012-02,826.8083605382168
2012-03,842.1082715857631
2012-04,806.6143500346742
2012-05,722.9592195121066
2012-06,708.6590675431243
2012-07,713.1428055421504
2012-08,775.319973236801
2012-09,821.5967717967824
2012-10,812.5194559341003
2012-11,750.992854115169
2012-12,771.4013037697705
2013-01,819.262927486159
2013-02,797.4631486071733
2013-03,771.6072351473497
2013-04,628.2049925955789
2013-05,541.0916781984081
2013-06,475.51148082088423
2013-07,466.7570022053821
2013-08,530.1318169021662
2013-09,478.6149872440968
2013-10,451.1170510016786
2013-11,431.5021900257604
2013-12,453.5202407893473
2014-01,441.04324746872845
2014-02,441.2532566657003
2014-03,403.5927426150356
2014-04,444.72971155272785
2014-05,456.43499426908124
2014-06,508.16259318317424
2014-07,496.44974043088075
2014-08,545.9396915553752
2014-09,489.7934153699166
2014-10,439.90029446763293
2014-11,469.965388215971
2014-12,480.65120092657986
2015-01,514.2440505340966
2015-02,533.0130390227215
2015-03,456.39433910576935
2015-04,470.19172294714434
2015-05,485.6555386898411
2015-06,479.28468498879886
2015-07,460.3945274039886
2015-08,427.74701651349625
2015-09,419.5505111538523
2015-10,457.15471538930683
2015-11,406.8225066678891
2017-05,1000.0
2017-06,1012.179393
2017-07,1021.5205
2017-08,1133.847508
2017-09,1444.848825
2017-10,1764.618162
2017-11,1441.575103
2017-12,1362.389617
2018-01,1418.529366
2018-02,1240.392349
2018-03,1292.379088
2018-04,1295.1609602944513
2018-05,1053.0005115913925
2018-06,861.6511161647409
2018-07,861.7037473296413
2018-08,878.4250169752236
2018-09,826.4504009768212
2018-10,652.0417102092462
2018-11,784.7971002848597
2018-12,744.0407684111549
2019-01,797.7650559753115
2019-02,728.2296722699741
2019-03,661.1742221142853
2019-04,588.208646769412
2020-11,1000.0
2020-12,1078.3333333333328
2021-01,1067.6666666666665
2021-02,1163.3333333333328
2021-03,996.666666666666
2021-04,877.6589830508467
2021-05,962.4833898305076
2021-06,859.1891525423722
2021-07,696.0389830508466
2021-08,773.3386440677957
2021-09,763.7616949152534
2021-10,982.3213559322027
2021-11,991.8983050847451
2021-12,924.4541332156402
2022-01,1104.9294473195275
2022-02,1131.9131350593323
2022-03,1210.7615732600593
2022-04,1010.9725651441111
2022-05,1009.492912652133
2022-06,865.5967078072518
2022-07,890.0109739248919
2022-08,797.5326931762535
2022-09,742.0457247270704
2022-10,909.9862825665969
2022-11,909.9862825665969
