Date,IRELAND SMALL CAP
2000-12,100.0
2001-01,107.6520578845091
2001-02,113.31129738992044
2001-03,93.78373809363329
2001-04,101.30014467772702
2001-05,101.93390601309238
2001-06,106.33586845014273
2001-07,106.79261894531909
2001-08,108.86122751781919
2001-09,92.55018750561264
2001-10,98.93907031006844
2001-11,110.20593502027734
2001-12,116.70237133147968
2002-01,114.36329697783287
2002-02,114.2381489262494
2002-03,123.73827046823727
2002-04,133.01991315275924
2002-05,141.35021831444644
2002-06,141.01004267772086
2002-07,129.59202721721599
2002-08,134.69555392871212
2002-09,120.35598912893573
2002-10,127.83060835418618
2002-11,134.84833522891935
2002-12,136.2041544040889
2003-01,153.98586602496695
2003-02,137.98870131419844
2003-03,138.06699260590412
2003-04,151.86838346707194
2003-05,186.44443732506164
2003-06,181.73380285735135
2003-07,177.71834807017942
2003-08,174.42880260698794
2003-09,190.9518052824908
2003-10,204.48604452445775
2003-11,214.5082202614386
2003-12,226.67950279692056
2004-01,239.6706641494515
2004-02,238.66636766533222
2004-03,229.91789861434413
2004-04,226.75419145035514
2004-05,233.70215519180576
2004-06,246.05343428415924
2004-07,237.6726014755683
2004-08,241.66668052601852
2004-09,253.3131534756231
2004-10,269.4026610425287
2004-11,293.50778100937936
2004-12,308.1656071399303
2005-01,312.8562011994182
2005-02,322.9308580018996
2005-03,305.3303634941564
2005-04,299.6086046531361
2005-05,296.6018105565214
2005-06,305.70222783157027
2005-07,319.2431197050765
2005-08,324.43167946163175
2005-09,311.5445278805631
2005-10,297.6498885398777
2005-11,288.5557115469284
2005-12,314.6010914073787
2006-01,332.4576832923796
2006-02,321.9089135053499
2006-03,338.2601962320932
2006-04,354.66023544815437
2006-05,336.5140002181279
2006-06,314.9707612073622
2006-07,321.11506683149287
2006-08,342.73039633820923
2006-09,334.013642548079
2006-10,362.3830893258235
2006-11,382.04179545307636
2006-12,407.1477671277644
2007-01,408.5349763139667
2007-02,424.1677361195585
2007-03,454.25612255706653
2007-04,456.6485961137872
2007-05,461.323090911714
2007-06,468.6528892294313
2007-07,463.05993339131965
2007-08,439.6751465621731
2007-09,451.1833378604079
2007-10,498.8357845068126
2007-11,452.6617739275863
2007-12,474.17751054841864
2008-01,467.91391474154466
2008-02,485.226906857215
2008-03,503.77880982737383
2008-04,489.88960733197985
2008-05,502.472754852239
2008-06,440.95078983836567
2008-07,415.86486443480896
2008-08,408.62513746658004
2008-09,328.4722920065644
2008-10,229.19278948103687
2008-11,192.14719952391317
2008-12,215.238974446288
2009-01,178.78304871025907
2009-02,145.0522217935997
2009-03,183.28095957918543
2009-04,250.5305854520821
2009-05,356.80399371669637
2009-06,363.64995906528844
2009-07,387.1115323341814
2009-08,496.5989735966554
2009-09,579.1993055405268
2009-10,451.56837753009944
2009-11,430.4477548573887
2009-12,407.0900280133521
2010-01,389.07875143092673
2010-02,342.7238766336609
2010-03,402.9749977179801
2010-04,428.51210645951744
2010-05,328.9621652450885
2010-06,325.485495429622
2010-07,362.93332309143096
2010-08,335.348338278723
2010-09,363.4793041026214
2010-10,372.8549837897609
2010-11,331.31851249890155
2010-12,375.9738100820497
2011-01,375.6584962196428
2011-02,400.1683962948175
2011-03,389.0407862329991
2011-04,418.68190379293515
2011-05,410.79116514470314
2011-06,398.30365920070943
2011-07,373.3569502745575
2011-08,342.1041445923121
2011-09,310.199165670371
2011-10,351.2546485342418
2011-11,323.85947322749143
2011-12,306.31576432115435
2012-01,348.50456387162467
2012-02,404.74712468920006
2012-03,393.41112318702017
2012-04,387.47113388922236
2012-05,334.7192598530327
2012-06,346.4657193323876
2012-07,352.50652444459195
2012-08,370.57165990477307
2012-09,407.284183777821
2012-10,407.97810811736355
2012-11,445.17702383913837
2012-12,473.93382409884265
2013-01,521.6744932597262
2013-02,522.0971954591383
2013-03,557.9767857245927
2013-04,569.2844744296918
2013-05,593.7064175047113
2013-06,591.7570062419787
2013-07,630.889920594094
2013-08,642.6910443550818
2013-09,676.6982754678895
2013-10,705.1859458488359
2013-11,704.1482233953765
2013-12,735.8012357579393
2014-01,714.0193250202423
2014-02,797.9179154174085
2014-03,747.9202312426627
2014-04,712.930155307336
2014-05,718.3453071668637
2014-06,688.01523606332
2014-07,676.6454662621355
2014-08,680.3609940049358
2014-09,664.7865624752486
2014-10,638.1368726361509
2014-11,687.7898064370635
2014-12,697.7399081976494
2015-01,702.3988941551654
2015-02,762.8688287697565
2015-03,772.7366927909932
2015-04,814.7663660851447
2015-05,826.53359101128
2015-06,810.9737717198343
2015-07,859.206840808734
2015-08,875.7366417113628
2015-09,839.3709551602163
2015-10,875.3486470314881
2015-11,882.8122409649246
2015-12,887.0316509838628
2016-01,859.0736120016808
2016-02,872.4207624424843
2016-03,950.2329363663532
2016-04,941.678710428776
2016-05,959.4842284382446
2016-06,825.9761374107782
2016-07,870.6494445143668
2016-08,919.1630065423395
2016-09,891.6024302727195
2016-10,828.2315663900812
2016-11,848.3540914277775
2016-12,865.1824929897723
2017-01,924.2948744542555
2017-02,961.7007423920601
2017-03,968.8455958499175
2017-04,1020.182652
2017-05,1054.573996
2017-06,1069.648433
2017-07,1064.782404
2017-08,1098.777244
2017-09,1156.636692
2017-10,1131.44066
2017-11,1157.156673
2017-12,1201.465296
2018-01,1241.841409
2018-02,1190.599056
2018-03,1246.527235
2018-04,1296.4487055275806
2018-05,1287.0002457319013
2018-06,1336.9116526488142
2018-07,1277.431242388187
2018-08,1303.76737283201
2018-09,1264.342984827629
2018-10,1191.8556177524865
2018-11,1165.026751894558
2018-12,1122.620023855552
2019-01,1226.5517913598194
2019-02,1249.0740949205044
2019-03,1239.1614256995747
2019-04,1227.5934984623964
2019-05,1169.4982268613628
2019-06,1185.4793089231046
2019-07,1092.917630782415
2019-08,1028.0537118755144
2019-09,1091.9508959046627
2019-10,1081.881729413873
2019-11,1082.7227488673352
2019-12,1080.1023759532886
2020-01,1057.5512841601624
2020-02,969.6941420498363
2020-03,766.5613667801877
2020-04,833.0045455781142
2020-05,869.0875916319352
2020-06,908.2556349314048
2020-07,962.6311511836655
2020-08,983.0717924121184
2020-09,879.2287652236247
2020-10,920.186085714711
2020-11,1169.1241268094782
2020-12,1295.5820338089832
2021-01,1222.658449188672
2021-02,1326.6034584277068
2021-03,1493.77836728629
2021-04,1629.5635925673314
2021-05,1774.037944547252
2021-06,1576.729346399543
2021-07,1580.4748734906905
2021-08,1733.7119528858034
2021-09,1643.2000291762238
2021-10,1656.0480895489047
2021-11,1475.8027207629939
2021-12,1582.4109010152877
2022-01,1669.4224408394537
2022-02,1646.3986352938834
2022-03,1590.9638650198876
