Date,USA SMALL CAP
2013-06,282.92814601140975
2013-07,301.4942112375425
2013-08,292.090689010127
2013-09,309.2250402284278
2013-10,319.0176033185139
2013-11,328.644478497872
2013-12,336.40877746217103
2014-01,329.82773055081475
2014-02,346.2039453537178
2014-03,344.4538551309983
2014-04,335.3873511611241
2014-05,338.7992378428415
2014-06,356.1672817063064
2014-07,338.14677480253755
2014-08,355.54811073083096
2014-09,336.7228765476205
2014-10,352.3207909645576
2014-11,355.07956166084875
2014-12,360.19156051985857
2015-01,351.51538251977854
2015-02,372.62682205312586
2015-03,377.2140351913185
2015-04,370.5464590204396
2015-05,378.0452967438791
2015-06,376.1013991815929
2015-07,373.70198811761816
2015-08,351.6710145406879
2015-09,335.00225181639627
2015-10,353.7678928943412
2015-11,361.13522756228747
2015-12,345.386790664043
2016-01,318.14510481060915
2016-02,320.68855112559044
2016-03,347.87551496542915
2016-04,353.9664024386045
2016-05,361.03846842134413
2016-06,361.1518134262352
2016-07,379.92377565535793
2016-08,383.20685464935815
2016-09,385.2806949479624
2016-10,369.04000179457984
2016-11,403.0069569576609
2016-12,411.5406829651226
2017-01,417.26799507717544
2017-02,426.74782509956566
2017-03,426.2981564968319
2017-04,430.122059
2017-05,424.358091
2017-06,435.188394
2017-07,440.729613
2017-08,437.250141
2017-09,458.808612
2017-10,465.603556
2017-11,478.676006
2017-12,480.490813
2018-01,493.023525
2018-02,472.82836
2018-03,477.62986
2018-04,479.6230393249646
2018-05,505.9591763920663
2018-06,509.8174651145097
2018-07,518.514882538838
2018-08,541.2627203758225
2018-09,530.763340628424
2018-10,476.7096673637325
2018-11,485.4216960538217
2018-12,430.5023076612283
2019-01,480.7785290218967
2019-02,503.9666205382879
2019-03,498.67386884740455
2019-04,515.6435956458728
2019-05,477.0573367314418
2019-06,509.3390769530315
2019-07,516.0751108425685
2019-08,494.39854253993155
2019-09,502.7724588596204
2019-10,511.64088621427294
2019-11,531.9734991797626
2019-12,545.6047614875058
2020-01,530.9673848868509
2020-02,484.5059889355177
2020-03,374.52033321353747
2020-04,430.1437182107791
2020-05,460.73593081989975
2020-06,475.3572407903072
2020-07,494.2145685473883
2020-08,516.5735233762812
2020-09,501.4290970649159
2020-10,513.7963770172781
2020-11,598.8906645235721
2020-12,645.5772058125939
2021-01,669.8723708106186
2021-02,713.1562873325623
2021-03,727.8793146804054
2021-04,754.8756848398875
2021-05,754.0674231119334
2021-06,765.0017137872154
2021-07,748.4469567484097
2021-08,765.2853917925767
2021-09,742.90372449404
2021-10,777.9653588360864
2021-11,744.1217647026052
2021-12,768.9490081477214
2022-01,707.0991103389013
2022-02,714.003415431967
2022-03,722.7689117996661
2022-04,662.1959569388756
2022-05,662.908679802387
2022-06,602.3783196684118
2022-07,666.5246492196213
2022-08,649.4855850493681
2022-09,587.6805443161763
2022-10,648.1721448760037
2022-11,674.6191937483076
2022-12,633.982270154132
2023-01,699.7701515852184
2023-02,687.4223700557244
2023-03,657.9306911939594
2023-04,648.6049633637155
2023-05,637.0037024660265
2023-06,691.621157869789
2023-07,727.3444432162165
