Date,FRANCE SMALL CAP
2000-12,100.0
2001-01,104.3404718634837
2001-02,102.84717577335269
2001-03,97.31416380368393
2001-04,101.13969917445232
2001-05,99.94909739776676
2001-06,94.63337014757558
2001-07,93.72264971960838
2001-08,94.53833119399945
2001-09,71.93863796094307
2001-10,82.52269072363518
2001-11,90.01385207885107
2001-12,88.15997726423264
2002-01,92.78092613052495
2002-02,91.99325114981553
2002-03,99.20845803548711
2002-04,97.67083168138127
2002-05,96.45534493192304
2002-06,92.54186494526517
2002-07,82.31154245272006
2002-08,81.06035664657195
2002-09,67.00078829696871
2002-10,70.62696165131977
2002-11,75.3802046619864
2002-12,69.28878361243783
2003-01,68.55454669251168
2003-02,61.27810811325271
2003-03,57.06616789199161
2003-04,69.48158716017915
2003-05,77.94921305674892
2003-06,78.78395126264844
2003-07,81.184424873489
2003-08,81.98332472778374
2003-09,86.90618782796496
2003-10,94.23371572632853
2003-11,97.10759493701119
2003-12,97.40931889695665
2004-01,102.10599920001971
2004-02,106.49934876672731
2004-03,103.11446348159643
2004-04,99.16060834988905
2004-05,95.95697495864277
2004-06,100.57962593355636
2004-07,93.10180258104975
2004-08,92.191674474593
2004-09,95.61534211770895
2004-10,101.06763332910742
2004-11,109.70522169456837
2004-12,116.59029333244236
2005-01,122.00559700115099
2005-02,128.77115559090052
2005-03,125.73766496832172
2005-04,119.50729334678068
2005-05,121.37071741569925
2005-06,125.77968977821062
2005-07,136.08303654276972
2005-08,139.89530383324805
2005-09,149.31222127340823
2005-10,139.63232952046607
2005-11,143.19802384734965
2005-12,149.0571261254673
2006-01,169.6283185627816
2006-02,172.18756857317368
2006-03,186.1883503621772
2006-04,194.2231832363424
2006-05,186.9431596826924
2006-06,180.25981826385646
2006-07,174.47115930513553
2006-08,178.84269773972554
2006-09,177.64858229711405
2006-10,185.843481980122
2006-11,199.59651682611877
2006-12,207.42114099327793
2007-01,210.46289763860463
2007-02,212.3096551799935
2007-03,222.12442228173313
2007-04,236.38490947040134
2007-05,249.22551229384817
2007-06,246.38210913466992
2007-07,245.62197509
2007-08,237.32375927
2007-09,241.05970179
2007-10,257.54643616
2007-11,242.05433236720094
2007-12,236.3222321969569
2008-01,197.49117311438948
2008-02,206.57970712549331
2008-03,213.41627887097064
2008-04,224.7637202290947
2008-05,228.68217583370637
2008-06,206.73738266016616
2008-07,202.03518614158247
2008-08,199.9330830267134
2008-09,158.8744149143814
2008-10,112.06925984916252
2008-11,103.75445906684728
2008-12,107.75115289390226
2009-01,99.9294634411908
2009-02,93.45369265514742
2009-03,102.17593278240389
2009-04,119.70353477696672
2009-05,131.35493025823854
2009-06,129.8912239669295
2009-07,142.92198016240715
2009-08,156.35588033533102
2009-09,177.34018194233994
2009-10,169.42820954033536
2009-11,169.20142577592583
2009-12,170.90854983710736
2010-01,169.58131131149185
2010-02,162.02853069696823
2010-03,176.9137657047778
2010-04,180.25859007412632
2010-05,151.5956095884082
2010-06,149.06587636727454
2010-07,166.6664316893545
2010-08,157.99417769225337
2010-09,186.65474978475532
2010-10,203.8850263127469
2010-11,185.44018111455225
2010-12,210.51017473613166
2011-01,218.72868904491511
2011-02,223.9976536451855
2011-03,231.6471301976938
2011-04,255.8452747500162
2011-05,248.60527425429018
2011-06,248.24627194112455
2011-07,232.42933934186945
2011-08,211.3589174961142
2011-09,176.2378868355066
2011-10,191.56712896503808
2011-11,175.10700058714457
2011-12,168.61210063500786
2012-01,188.40490100388314
2012-02,203.17596015733335
2012-03,205.88991808927486
2012-04,197.2650599111127
2012-05,170.96104200010714
2012-06,177.43389934906077
2012-07,180.82915526157896
2012-08,189.39593754967268
2012-09,194.75039206931743
2012-10,196.57852461939768
2012-11,205.05233403347626
2012-12,218.00943041001034
2013-01,239.11452997113508
2013-02,233.9698519576798
2013-03,227.87636548431604
2013-04,235.32782221293397
2013-05,248.42167750173115
2013-06,243.83699446373546
2013-07,275.65333813278465
2013-08,273.1428038101271
2013-09,304.419490814821
2013-10,319.27238101966185
2013-11,330.0721092374799
2013-12,334.2661956410309
2014-01,332.3540644552448
2014-02,369.7897602014856
2014-03,370.64609666017407
2014-04,375.9928495874676
2014-05,380.8609729683629
2014-06,372.41507289216156
2014-07,352.08546922964695
2014-08,347.41260227873215
2014-09,329.14781337230625
2014-10,319.96685947961964
2014-11,335.53788776150725
2014-12,324.7832480638692
2015-01,324.92485864760107
2015-02,348.30347269514806
2015-03,338.9446790189865
2015-04,364.9333629552372
2015-05,360.89571442182836
2015-06,351.3732475254742
2015-07,373.9170232793184
2015-08,358.33779462912855
2015-09,336.4719854771149
2015-10,360.38079487871005
2015-11,359.584741918968
2015-12,366.2814653401819
2016-01,339.28682964413673
2016-02,335.3477376270754
2016-03,364.74698874464633
2016-04,374.8726846200828
2016-05,378.76806749868786
2016-06,353.05180337474275
2016-07,378.26599680840496
2016-08,385.1366966464331
2016-09,396.5789197419276
2016-10,383.22553676834826
2016-11,367.74241075306065
2016-12,392.4995051160203
2017-01,402.04441758511933
2017-02,409.84029743054896
2017-03,433.24742447522874
2017-04,461.238025
2017-05,498.654242
2017-06,501.574259
2017-07,516.642425
2017-08,519.27752
2017-09,546.033394
2017-10,543.537084
2017-11,545.945936
2017-12,555.606232
2018-01,593.690198
2018-02,560.877778
2018-03,548.430056
2018-04,558.651347560002
2018-05,533.9584675591065
2018-06,520.1171613092266
2018-07,514.0970454013104
2018-08,514.6975863601407
2018-09,503.7328533052203
2018-10,451.13209552306563
2018-11,423.69661873485126
2018-12,387.73798891447564
2019-01,422.84345189043916
2019-02,436.877043538608
2019-03,430.62804474256416
2019-04,459.994562874047
2019-05,417.2195105484955
2019-06,459.2940807401435
2019-07,459.09526988565625
2019-08,444.8217732630826
2019-09,446.50427891735484
2019-10,454.2103073683079
2019-11,459.0774059837476
2019-12,487.7302720481097
2020-01,465.88005816496013
2020-02,428.3277688756436
2020-03,308.9802099639754
2020-04,345.3428295280418
2020-05,362.53946781518835
2020-06,377.4602560285019
2020-07,398.32564571853106
2020-08,417.5240818210033
2020-09,409.2052681291873
2020-10,366.79041488694367
2020-11,462.48961207199153
2020-12,495.9849548150885
2021-01,488.81341479656874
2021-02,507.04872961925264
2021-03,512.0981244329483
2021-04,539.5926976012742
2021-05,549.330903555029
2021-06,533.859262102826
2021-07,548.9160977219951
2021-08,560.4576986993408
2021-09,532.4814412166063
2021-10,553.0781849042058
2021-11,510.13156661240686
2021-12,535.9798589671444
2022-01,501.1290926587061
2022-02,489.4203606174711
2022-03,484.4835252758412
2022-04,456.14807336704035
2022-05,467.3595077179227
2022-06,389.7476547288003
2022-07,405.2408239014524
2022-08,376.19525073911365
2022-09,326.13754357166107
2022-10,357.86393252799957
2022-11,386.99855509710653
2022-12,402.4568602140562
2023-01,442.4195355709156
2023-02,449.1351506005114
2023-03,441.40209739785087
2023-04,447.13835301278556
2023-05,420.2600700876851
2023-06,448.7060586945112
2023-07,462.97619579836845
