Date,MOROCCO SMALL CAP
1997-05,217.16154779899702
1997-06,213.1126119934991
1997-07,213.36378840878527
1997-08,228.77680944908357
1997-09,238.48534767522318
1997-10,242.87091084821
1997-11,242.06505876913587
1997-12,241.63378618222484
1998-01,244.64722092283927
1998-02,260.9594259564109
1998-03,279.315276009433
1998-04,328.49940732036583
1998-05,360.4101474365859
1998-06,343.1599569131853
1998-07,342.8268363093192
1998-08,373.8819499706245
1998-09,388.8073621246504
1998-10,377.77467120259314
1998-11,370.3768235814906
1998-12,369.2394892323391
1999-01,372.42099330007557
1999-02,357.5299155567506
1999-03,330.62004947576156
1999-04,314.26214542194657
1999-05,293.73652680370077
1999-06,307.6123405708221
1999-07,314.38784434252574
1999-08,327.64692720597407
1999-09,321.12930757150906
1999-10,318.2304438297161
1999-11,297.949067230594
1999-12,289.0828277096001
2000-01,279.55451491578833
2000-02,258.4619720873384
2000-03,257.93163981591664
2000-04,235.07876896742934
2000-05,250.18845926901005
2000-06,250.221087210321
2000-07,229.36493422403268
2000-08,237.4610631272229
2000-09,235.83523865517554
2000-10,221.35060219823998
2000-11,215.18800976041348
2000-12,215.80594749057835
2001-01,205.82740035169837
2001-02,232.02689811657547
2001-03,217.37260615920056
2001-04,201.3219043094783
2001-05,192.05915036658962
2001-06,187.44625799458922
2001-07,184.4286550605645
2001-08,195.66101975707377
2001-09,189.58841118672234
2001-10,178.18410240793912
2001-11,185.96608268668598
2001-12,184.351015840987
2002-01,175.36809948999812
2002-02,174.33800354133055
2002-03,176.46857771632847
2002-04,179.25868702348504
2002-05,176.75783498890186
2002-06,176.60549580100422
2002-07,170.10506139433966
2002-08,174.36242780612955
2002-09,169.60408458709531
2002-10,163.42363690508446
2002-11,166.4068514581569
2002-12,167.70559155620498
2003-01,180.0764231346556
2003-02,195.6466204959271
2003-03,190.86711884911333
2003-04,207.2468136106835
2003-05,221.25492027314357
2003-06,232.1245205484029
2003-07,231.41993155091347
2003-08,240.47816076662207
2003-09,251.45179501272824
2003-10,252.29605153775128
2003-11,259.3883598380636
2003-12,280.09134236357113
2004-01,287.92978641082345
2004-02,303.63905466309023
2004-03,304.3507209307174
2004-04,325.3154698255223
2004-05,327.972601373768
2004-06,314.0534205722799
2004-07,322.5468693852208
2004-08,328.5471568926559
2004-09,310.58873732545834
2004-10,251.4145044318793
2004-11,275.592666262835
2004-12,315.28932190882307
2005-01,302.29494926001314
2005-02,293.69549940155775
2005-03,295.45203640751964
2005-04,318.0330988658901
2005-05,332.21668148290155
2005-06,330.4689283892106
2005-07,339.3258259132921
2005-08,373.03575651760906
2005-09,362.7907986904684
2005-10,372.8388990448344
2005-11,390.1522342111301
2005-12,384.2237213804148
2006-01,526.1779141072878
2006-02,536.5256976900752
2006-03,580.0858328046814
2006-04,656.3669921723184
2006-05,609.1711454861803
2006-06,613.7910285464757
2006-07,596.2094822148575
2006-08,672.5391383700905
2006-09,662.1394585333106
2006-10,675.2276269290927
2006-11,666.475035389745
2006-12,684.1402665274943
2007-01,887.2165638937817
2007-02,920.2955691789757
2007-03,1013.0204102983251
2007-04,1084.1653619921847
2007-05,1000.0
2007-06,994.4239050355575
2007-07,1017.8024847458247
2007-08,1053.1649707095935
2007-09,1070.3366952698834
2007-10,1127.3935623448215
2007-11,1125.261976358577
2007-12,1142.8061168546628
2008-01,1245.3207432600477
2008-02,1307.3205642348985
2008-03,1405.8366385686375
2008-04,1347.290144574924
2008-05,1366.3406533044272
2008-06,1359.5229398490862
2008-07,1404.418797472931
2008-08,1303.492589000072
2008-09,1127.0287497907786
2008-10,980.2764558049238
2008-11,876.3382732992856
2008-12,967.7974835719803
2009-01,826.4821173900411
2009-02,895.4855789636277
2009-03,831.5941451293262
2009-04,811.5792868633177
2009-05,919.2431885359784
2009-06,999.8302330338654
2009-07,976.7381588699093
2009-08,998.6840674650397
2009-09,959.1939511183763
2009-10,953.4386097134508
2009-11,918.3817613604659
2009-12,859.004228425502
2010-01,905.6594145346544
2010-02,888.2526861312466
2010-03,881.5501937443948
2010-04,998.8488997279723
2010-05,958.1787026059046
2010-06,955.2345983596092
2010-07,1002.4019644127125
2010-08,996.6621856333111
2010-09,1035.9575392218223
2010-10,1121.123870306652
2010-11,1083.635334391511
2010-12,1138.3054209355544
2011-01,1187.1906463575654
2011-02,1210.4991634775681
2011-03,1171.0374533432866
2011-04,1210.4805660446161
2011-05,1261.750722482761
2011-06,1219.9670480939608
2011-07,1197.112651708375
2011-08,1306.3101761230155
2011-09,1357.3401863542351
2011-10,1503.392220539367
2011-11,1382.5630346136704
2011-12,1285.466515928702
2012-01,1522.5780147862595
2012-02,1469.8779291257074
2012-03,1379.0773055995742
2012-04,1368.5193188289034
2012-05,1384.12591106488
2012-06,1278.9515425265654
2012-07,1191.9403578325644
2012-08,1136.7302899500617
2012-09,1185.4424545773431
2012-10,1325.913223985106
2012-11,1361.7889218730172
2012-12,1275.756019901915
2013-01,1317.1199707381356
2013-02,1327.7889148112276
2013-03,1281.559186043321
2013-04,1171.2705866400825
2013-05,1191.262851501887
2013-06,1149.767531284551
2013-07,1075.0462558021543
2013-08,1119.694153180879
2013-09,1119.6336573926674
2013-10,1183.8865825475132
2013-11,1193.363566074845
2013-12,1147.1553556609338
2014-01,1148.8535260046997
2014-02,1205.6045589813348
2014-03,1222.384367878021
2014-04,1226.0570679983614
2014-05,1224.1521969459739
2014-06,1239.408794666604
2014-07,1196.1046627561382
2014-08,1276.974449769762
2014-09,1274.4582896666054
2014-10,1318.23620372719
2014-11,1238.3240768217072
2014-12,1076.546455919937
2015-01,1082.1835831183014
2015-02,1024.6931226887448
2015-03,939.1193142038269
2015-04,946.5853777992
2015-05,903.3726316462523
2015-06,954.5318116397682
2015-07,946.7487395771963
2015-08,930.8685788071616
2015-09,880.6206752573156
2015-10,853.8428497873954
2015-11,807.9525005483928
2015-12,783.1891526502476
2016-01,798.6774223720563
2016-02,792.6837887203245
2016-03,841.3333023640647
2016-04,900.6766513233921
2016-05,894.8862533917865
2016-06,912.9998166866153
2016-07,950.5338956972893
2016-08,939.861298892361
2016-09,972.3734669736555
2016-10,973.7457953942084
2016-11,1045.418497622129
2016-12,1175.69188365957
2017-01,1331.6472526216558
2017-02,1253.057946704387
2017-03,1238.0927242287025
2017-04,1294.382733
2017-05,1345.572107
2017-06,1442.842198
2017-07,1537.962267
2017-08,1578.402831
2017-09,1547.269431
2017-10,1597.047951
2017-11,1647.215299
2017-12,1649.720167
2018-01,1791.897068
2018-02,1773.41791
2018-03,1760.113076
2018-04,1776.8265451421082
2018-05,1680.4753941315123
2018-06,1579.843903470723
2018-07,1589.9476566837193
2018-08,1569.8060502461021
2018-09,1504.2837748032869
2018-10,1453.2986900482513
2018-11,1471.9975331681728
2018-12,1475.2418426732997
2019-01,1482.5326248787856
2019-02,1486.514553569931
2019-03,1423.5959482337162
2019-04,1450.9028469993418
2019-05,1438.440309729275
2019-06,1503.948055165156
2019-07,1528.082016571741
2019-08,1542.9455695877275
2019-09,1510.0851197635197
2019-10,1514.592968997974
2019-11,1559.686413126295
2019-12,1660.2373149429184
2020-01,1731.7836661203619
2020-02,1673.4233566214757
2020-03,1253.9272868027426
2020-04,1254.4535734153656
2020-05,1420.5310689477706
2020-06,1480.200875759819
2020-07,1544.6310879416505
2020-08,1568.7935612762278
2020-09,1521.5821981729027
2020-10,1577.5605313571266
2020-11,1698.602322042682
2020-12,1804.391759586937
2021-01,1842.4504170762907
2021-02,1832.631255575375
2021-03,1801.880181962116
2021-04,1914.270952932023
2021-05,2021.6205031400457
2021-06,2079.4038079059974
2021-07,2108.4909773101017
2021-08,2196.5218499065627
2021-09,2266.7715482052786
2021-10,2366.3375460237357
2021-11,2228.6086496643948
2021-12,2297.2823439624563
