Date,SLOVENIA SMALL CAP
2010-11,1000.0
2010-12,1051.2951301071216
2011-01,888.7307173007498
2011-02,877.1227822221455
2011-03,828.0471738615157
2011-04,814.9717215641244
2011-05,726.2303737064719
2011-06,695.3149068420898
2011-07,677.5484934224445
2011-08,590.1556791088824
2011-09,491.5370248626402
2011-10,503.94000038151194
2011-11,421.3798331389452
2011-12,393.5238407446469
2012-01,422.89743084704776
2012-02,420.805198065327
2012-03,487.28228103911107
2012-04,500.07910555070595
2012-05,421.80295325987674
2012-06,428.82087524094766
2012-07,410.1199127858578
2012-08,412.79774789079494
2012-09,521.9735258097519
2012-10,514.3473211284111
2012-11,513.7705171933995
2012-12,560.4573246648852
2013-01,558.4611755736529
2013-02,532.868551181152
2013-03,532.9257664833333
2013-04,598.0296089590702
2013-05,559.6034594333272
2013-06,554.0913576736659
2013-07,583.1021989092468
2013-08,586.6498152756212
2013-09,580.0893705768899
2013-10,615.6998783363405
2013-11,620.569531903988
2013-12,616.2130916836425
2014-01,709.7737359650567
2014-02,758.2549282059838
2014-03,758.2223903941674
2014-04,817.1804703874815
2014-05,873.4764852226557
2014-06,961.6306338631183
2014-07,989.2570753223305
2014-08,1035.5408986410712
2014-09,961.6455584465492
2014-10,934.9210897370587
2014-11,949.049534665256
2014-12,857.1833971254133
2015-01,811.4797319294797
2015-02,789.7083428065953
2015-03,764.1233568795501
2015-04,845.0902247288635
2015-05,817.7295747109088
2015-06,787.1976567849342
2015-07,796.0294936994335
2015-08,766.5323063446292
2015-09,744.3007936428593
2015-10,738.0299374219838
2015-11,716.8692053602919
2015-12,734.4500920339759
2016-01,734.7883329626512
2016-02,740.0023696552763
2016-03,819.437430592161
2016-04,816.7125870577145
2016-05,818.1176233009022
2016-06,811.4818274898722
2016-07,878.287988328142
2016-08,885.0664406113546
2016-09,928.0757210065262
2016-10,944.8581852818523
2016-11,857.4415372176464
2016-12,876.2577534814509
2017-01,935.4673586740801
2017-02,997.6808914457704
2017-03,982.4461065290355
2017-04,1017.617433
2017-05,1061.22733
2017-06,1098.646705
2017-07,1176.352129
2017-08,1175.353179
2017-09,1134.929192
2017-10,1116.429668
2017-11,1098.65434
2017-12,1124.544815
2018-01,1198.869518
2018-02,1141.849128
2018-03,1157.096645
2018-04,1166.0535217803517
2018-05,1235.5035086135767
2018-06,1266.3324682107093
2018-07,1274.962532569366
2018-08,1242.3788446027663
2018-09,1213.6592375257726
2018-10,1095.743387687901
2018-11,1124.1851809164255
2018-12,1072.213320639341
2019-01,1121.7265188124024
2019-02,1142.471605665255
2019-03,1160.5581617266002
2019-04,1188.104181373171
2019-05,1139.5199411060153
2019-06,1202.672896644157
2019-07,1179.6014976391782
2019-08,1154.7229912420732
2019-09,1149.8268733194052
2019-10,1161.5999744338321
2019-11,1177.5177271623388
2019-12,1219.3919804560971
2020-01,1277.049693101537
2020-02,1183.5134065924149
2020-03,918.2505985652691
2020-04,985.5814585624845
2020-05,1022.5963192059559
2020-06,1041.077529467587
2020-07,1107.143470693033
2020-08,1119.8580950634305
2020-09,1138.8708487579238
2020-10,1065.1796702154438
2020-11,1192.1271372338088
2020-12,1222.6454383786775
2021-01,1282.2171861471961
2021-02,1334.3271633136899
2021-03,1320.0808513953596
2021-04,1442.5271721044737
2021-05,1585.4837031136037
2021-06,1539.8643018316825
2021-07,1600.4037087476975
2021-08,1642.2569742341216
2021-09,1545.6024837484563
2021-10,1568.4392545713897
2021-11,1581.2600106254235
2021-12,1673.3943188901874
2022-01,1743.29925451874
2022-02,1586.9570098881738
2022-03,1738.5167226050257
2022-04,1648.208088928904
2022-05,1611.547996310983
2022-06,1489.2292165187746
2022-07,1534.6618291139102
2022-08,1463.8497072295347
2022-09,1197.719350974921
2022-10,1327.3988192263614
2022-11,1411.698468179763
2022-12,1413.7520989915856
2023-01,1533.1725815145626
2023-02,1567.9706343079604
2023-03,1633.549975646504
2023-04,1694.3191824387284
2023-05,1586.4304836104288
2023-06,1666.94531301876
2023-07,1722.3215652085469
