Date,NORWAY SMALL CAP
2000-12,100.0
2001-01,104.92241813678866
2001-02,98.86431588499259
2001-03,92.11321370004715
2001-04,93.1023762894094
2001-05,90.13700319592722
2001-06,84.20377836550311
2001-07,84.86975424483971
2001-08,83.04711988987279
2001-09,74.46072725749104
2001-10,72.4806544675797
2001-11,78.06433293254595
2001-12,80.71541038998429
2002-01,80.71066106371832
2002-02,79.93561664636394
2002-03,86.00055823465156
2002-04,87.79920206936819
2002-05,86.37184124259399
2002-06,81.17501796858163
2002-07,70.57677745958121
2002-08,63.85874233832598
2002-09,56.03833372773699
2002-10,58.25550899655932
2002-11,60.85494286919096
2002-12,48.01059322487414
2003-01,46.34657482716224
2003-02,41.13331441407079
2003-03,39.4356498523
2003-04,48.15371600449868
2003-05,52.854938701989745
2003-06,52.778659616045154
2003-07,57.99719013210931
2003-08,62.2837612385817
2003-09,60.71846134926516
2003-10,68.21073663764345
2003-11,70.71322446564453
2003-12,76.5640499571217
2004-01,83.52805649487372
2004-02,88.86692622316468
2004-03,82.50782259192165
2004-04,78.35524040691254
2004-05,83.84513454106026
2004-06,90.4260274322528
2004-07,86.96537996196962
2004-08,89.64722919871264
2004-09,99.89567025422625
2004-10,102.29576186832156
2004-11,125.73160034907616
2004-12,132.99628173325124
2005-01,133.60160529628803
2005-02,139.92794356182915
2005-03,133.44360244498608
2005-04,125.29927755452884
2005-05,136.1192586879619
2005-06,143.75829672010795
2005-07,157.6347177071942
2005-08,178.7410639177012
2005-09,184.1332622536036
2005-10,162.62673268760838
2005-11,162.89814390580767
2005-12,183.65421882613194
2006-01,194.49189938702003
2006-02,204.58166358573436
2006-03,233.35640267336746
2006-04,264.58766290742415
2006-05,256.06163215479313
2006-06,244.8390929343226
2006-07,238.60232144458382
2006-08,240.9159626209813
2006-09,222.8866920386366
2006-10,239.9332001129353
2006-11,260.30069274991513
2006-12,265.8861923267901
2007-01,274.656873064612
2007-02,279.1760136736695
2007-03,296.4404800826892
2007-04,311.4178002255901
2007-05,309.13127292576826
2007-06,318.5236188742836
2007-07,296.90722164878645
2007-08,287.15119043062026
2007-09,302.9509074135017
2007-10,321.282797019976
2007-11,297.1092776442335
2007-12,304.4927782091688
2008-01,250.69923525517243
2008-02,273.8574664703026
2008-03,275.46337374175044
2008-04,295.46141422658644
2008-05,309.21489782350545
2008-06,288.23466165331445
2008-07,273.06967310951995
2008-08,264.73664209832236
2008-09,171.8671278511748
2008-10,120.15992909338605
2008-11,110.0996913609625
2008-12,106.64824959194023
2009-01,109.70313753368674
2009-02,105.44295471735076
2009-03,116.72801518901143
2009-04,137.38643274875042
2009-05,165.75079132622784
2009-06,168.02893742842855
2009-07,181.6791255287577
2009-08,188.15340368187262
2009-09,209.09536936923845
2009-10,220.58456035351045
2009-11,231.1714918211777
2009-12,241.51619204736195
2010-01,247.83646594332643
2010-02,244.09434773791455
2010-03,263.86442849644556
2010-04,269.699923969636
2010-05,212.83759737107405
2010-06,195.24383765592486
2010-07,221.42476703608125
2010-08,211.95823336904925
2010-09,249.03918901967913
2010-10,271.1340236004099
2010-11,256.3330130736558
2010-12,310.00295013391565
2011-01,314.21511956818017
2011-02,328.33490430269535
2011-03,331.4873936078787
2011-04,344.48159735662114
2011-05,322.4122717628072
2011-06,302.4735048416109
2011-07,293.4517427172668
2011-08,261.79720531913097
2011-09,207.0298330630143
2011-10,243.95625349223383
2011-11,228.16377508728067
2011-12,223.14719830539497
2012-01,249.82675241881174
2012-02,277.6246813194816
2012-03,270.2186764860371
2012-04,269.979393158653
2012-05,226.86673512572966
2012-06,248.45279314428592
2012-07,254.0184498798482
2012-08,268.80987296606224
2012-09,285.54630123327877
2012-10,283.55009645020135
2012-11,283.1618982409928
2012-12,295.1235017489625
2013-01,310.8134651441292
2013-02,310.99968620137605
2013-03,301.673274635816
2013-04,301.13853062644114
2013-05,310.0167752280847
2013-06,287.7448268498394
2013-07,317.4964089666922
2013-08,301.42487370422845
2013-09,308.39491625548607
