Date,NORWAY SMALL CAP
2013-10,326.9584471735898
2013-11,330.34111703971814
2013-12,336.6350823899635
2014-01,312.6638831602467
2014-02,347.2034047302426
2014-03,344.76311599144327
2014-04,342.6983105319341
2014-05,347.1316525522763
2014-06,343.9743921348428
2014-07,325.5665462550389
2014-08,327.1770597291261
2014-09,311.7307537012642
2014-10,285.4335422698355
2014-11,276.692421688062
2014-12,264.1288715258067
2015-01,254.36292708209555
2015-02,255.29964091409522
2015-03,238.28430548579132
2015-04,269.8281506376068
2015-05,262.08342592487224
2015-06,255.22967671054704
2015-07,249.9018699885727
2015-08,232.04532814809008
2015-09,229.2377172938943
2015-10,235.6426855548586
2015-11,241.98063613319718
2015-12,226.9024799616808
2016-01,208.20655996179872
2016-02,215.8605860920172
2016-03,236.57058782728947
2016-04,256.86776393089815
2016-05,253.82706355420964
2016-06,246.5030557082261
2016-07,253.75752988670973
2016-08,253.3824399480722
2016-09,270.2437733545763
2016-10,273.75303620007264
2016-11,273.79387392525496
2016-12,285.33267760437684
2017-01,294.7893266651511
2017-02,292.16197556594244
2017-03,279.0674887728817
2017-04,290.448442
2017-05,286.274279
2017-06,281.602684
2017-07,310.504482
2017-08,319.55904
2017-09,327.81081
2017-10,324.230119
2017-11,308.079079
2017-12,320.377363
2018-01,340.833617
2018-02,339.683994
2018-03,332.107477
2018-04,365.8243509775728
2018-05,369.5483261459943
2018-06,370.97221841769453
2018-07,381.42028323522186
2018-08,371.7978248746769
2018-09,389.46727031595725
2018-10,355.2755008374447
2018-11,326.5021458450521
2018-12,291.4283182573734
2019-01,318.9739676274405
2019-02,322.90665136332126
2019-03,324.9929069373402
2019-04,331.5075219180452
2019-05,310.1884693606494
2019-06,320.0676866487925
2019-07,305.38394584981137
2019-08,290.86748117168764
2019-09,298.46070663949604
2019-10,303.52658314152603
2019-11,313.8485730314169
2019-12,344.56769354790436
2020-01,319.7730952441146
2020-02,283.30360726930303
2020-03,200.69199437478727
2020-04,229.86775668088302
2020-05,257.4726438413676
2020-06,264.9431707775037
2020-07,293.1619959929454
2020-08,322.6445304746593
2020-09,300.21497357997214
2020-10,279.06644059296065
2020-11,356.17807825287036
2020-12,398.43943094160244
2021-01,395.9736446497746
2021-02,402.71281809416064
2021-03,425.62421369155646
2021-04,446.76306300356293
2021-05,453.6397342139176
2021-06,436.8804131688736
2021-07,431.75614829515274
2021-08,439.5345473255815
2021-09,428.0025885154496
2021-10,467.5720652349649
2021-11,431.47167717633107
2021-12,451.05807393193595
2022-01,414.45498866222357
2022-02,422.1783573322592
2022-03,442.64133016732654
2022-04,407.1556247676315
2022-05,403.8688130975165
2022-06,337.0887952670465
2022-07,384.34313326077125
2022-08,363.2956492147955
2022-09,288.02483882574086
2022-10,318.5801626911809
2022-11,356.10388021000733
2022-12,355.84582500710763
2023-01,369.8957450532977
2023-02,375.8287844291312
2023-03,355.3733749127933
2023-04,351.7664969832936
2023-05,334.49284731670747
2023-06,344.2664557259963
2023-07,372.96323957272153
