Date,TURKEY SMALL CAP
2022-02,609.2919330565171
2022-03,675.3212503998847
2022-04,743.2501592163079
2022-05,726.5115818486327
2022-06,690.0888422939721
2022-07,717.0832993183246
2022-08,811.0579057389849
2022-09,813.5000439513374
2022-10,979.2529710386483
2022-11,1261.279006046374
2022-12,1420.0750815864399
2023-01,1253.4033780346588
2023-02,1317.0264589872181
2023-03,1143.5722011588655
2023-04,1090.5766075800693
2023-05,1097.7878401678793
2023-06,999.4993514148349
2023-07,1250.8145091542683
