Date,TURKEY SMALL CAP
1994-05,133.75274426019953
1994-06,182.70683967485914
1994-07,213.19233602744578
1994-08,258.32475952861586
1994-09,290.4281649780627
1994-10,297.40414928823725
1994-11,320.46030218102464
1994-12,305.013861749598
1995-01,262.4633171554981
1995-02,291.3311998198754
1995-03,405.19146721005495
1995-04,479.2047702742412
1995-05,477.26621670735176
1995-06,476.38209927286323
1995-07,509.20506592575214
1995-08,400.46679775623505
1995-09,357.95930410693455
1995-10,386.31762485742627
1995-11,320.654592007345
1995-12,293.53911443633444
1996-01,339.44955972009114
1996-02,426.1730855162612
1996-03,441.03514999747455
1996-04,393.83748364666064
1996-05,338.6411817984233
1996-06,365.01383571657425
1996-07,313.27114631331926
1996-08,303.0408700971382
1996-09,314.05192695965945
1996-10,332.0471543248169
1996-11,340.6355736396468
1996-12,342.63087775253126
1997-01,506.7868093507078
1997-02,487.25256972557213
1997-03,448.5588067112612
1997-04,382.1035606832528
1997-05,369.13604215748614
1997-06,402.40256749859265
1997-07,412.4188093354481
1997-08,405.2488248412676
1997-09,499.1838628074794
1997-10,481.28685938863373
1997-11,452.29076375320113
1997-12,459.48970742030093
1998-01,459.6348779180892
1998-02,389.71419561029296
1998-03,411.6152129345483
1998-04,492.5119681975362
1998-05,484.1022475961221
1998-06,475.67612359767577
1998-07,506.35776583987
1998-08,295.18232994824
1998-09,247.95677247319384
1998-10,218.7076437064417
1998-11,228.22297006660185
1998-12,232.71816818646647
1999-01,213.94454537357944
1999-02,262.2794868164729
1999-03,304.6275440803141
1999-04,315.51465266592834
1999-05,317.1759968518027
1999-06,263.08877905488185
1999-07,295.7010335928343
1999-08,259.9844843181801
1999-09,302.25053429544045
1999-10,311.9659565898099
1999-11,379.3872887971833
1999-12,626.2086565324497
2000-01,761.2004625012358
2000-02,649.6641373195195
2000-03,664.097862213518
2000-04,790.4138480215001
2000-05,662.8048005319873
2000-06,585.3643155001628
2000-07,572.9172436533056
2000-08,552.5096890300025
2000-09,452.065053662546
2000-10,508.37594734360914
2000-11,345.2708970366528
2000-12,358.74069683842265
2001-01,361.20318041206525
2001-02,188.53848054717432
2001-03,181.86562688196634
2001-04,242.05574997046497
2001-05,206.12948398290533
2001-06,203.6290352325022
2001-07,180.082701545891
2001-08,178.71315330030848
2001-09,123.1363488769805
2001-10,158.77898402015919
2001-11,199.23932175359263
2001-12,233.87902403827647
2002-01,264.88641266113945
2002-02,213.30734783179497
2002-03,229.31798918561935
2002-04,226.21790581757625
2002-05,192.27040278894052
2002-06,185.6461369963841
2002-07,196.79158356369473
2002-08,189.2775811226976
2002-09,166.52493726810258
2002-10,183.6172559551438
2002-11,261.01531724907073
2002-12,187.02038581815702
2003-01,197.25941393292834
2003-02,207.78731419394077
2003-03,163.7510792041001
2003-04,217.94474142690243
2003-05,241.090062962072
2003-06,227.62225480456826
2003-07,221.90391925770658
2003-08,242.5280708852366
2003-09,265.6615753119213
2003-10,298.79679981656636
2003-11,288.37857010035015
2003-12,380.18958106293013
2004-01,371.07650906161376
2004-02,405.9600544934767
2004-03,432.1815626969278
2004-04,357.63637300403934
2004-05,316.33281023266704
2004-06,329.3426730421887
2004-07,361.9386941520028
2004-08,377.26641665793164
2004-09,401.1821658864242
2004-10,417.46633513391384
2004-11,415.16875818930004
2004-12,485.63917303827895
2005-01,532.7967836090302
2005-02,573.8856828179468
2005-03,491.81233099820224
2005-04,446.7532713922293
2005-05,509.21859678082103
2005-06,565.2001592542133
2005-07,620.2382465324177
2005-08,618.9891241902792
2005-09,672.6836373890156
2005-10,648.7471181009051
2005-11,760.0563143826097
2005-12,820.5758602810293
2006-01,930.083350406439
2006-02,1010.4676892378013
2006-03,911.4021843938375
2006-04,974.742883731448
2006-05,707.2284413027304
2006-06,612.3969086381676
2006-07,667.8775484041269
2006-08,706.8387678018387
2006-09,692.8159104395972
2006-10,782.549031726998
2006-11,743.5185336737366
2006-12,779.4622736835286
2007-01,807.6175240402316
2007-02,836.026753860263
2007-03,888.5972726656095
2007-04,899.6332673246761
2007-05,1000.0
2007-06,1029.348260501013
2007-07,1105.8823749161684
2007-08,1062.6920034691054
2007-09,1202.1132567652726
2007-10,1222.5525591272526
2007-11,1164.924537299364
2007-12,1195.2617301997286
2008-01,946.1486080899886
2008-02,957.3755914477358
2008-03,750.0095324070579
2008-04,876.6442091205115
2008-05,852.6882324904004
2008-06,749.6935399963554
2008-07,875.2053488816227
2008-08,859.6293801630635
2008-09,652.8319245172113
2008-10,369.21438454591487
2008-11,337.5465435868504
2008-12,355.0063045254298
2009-01,327.80082685106504
2009-02,307.5742300442873
2009-03,345.23024693678644
2009-04,450.75361667359124
2009-05,546.1064037401172
2009-06,633.1021167681629
2009-07,715.8886515003508
2009-08,795.2530325561065
2009-09,852.7811697743691
2009-10,859.6431320644812
2009-11,827.4491244636741
2009-12,977.8174672701123
2010-01,1092.8787976200588
2010-02,963.4047794443325
2010-03,1066.7390434647093
2010-04,1178.7668708637034
2010-05,967.373290987777
2010-06,972.4656012688034
2010-07,1078.350994507332
2010-08,1098.8811016084023
2010-09,1264.005481848568
2010-10,1346.767630662862
2010-11,1237.5726087949133
2010-12,1333.912864023847
2011-01,1269.7538287607417
2011-02,1228.7305258949125
2011-03,1377.9347682721918
2011-04,1505.1532500244923
2011-05,1306.4926975259539
2011-06,1283.1878838554817
2011-07,1188.4556303078048
2011-08,972.0634427577029
2011-09,944.6076635552016
2011-10,996.8833089014768
2011-11,891.8222317284946
2011-12,819.2565929916457
2012-01,956.8375184497608
2012-02,1050.0509313153696
2012-03,1095.1174393472766
2012-04,1133.1801310368205
2012-05,974.3340702960054
2012-06,1087.610679274237
2012-07,1131.7833987187157
2012-08,1143.9386538061394
2012-09,1141.0937819407102
2012-10,1178.4283113235863
2012-11,1219.7562484138998
2012-12,1298.2066085646595
2013-01,1373.7684085012265
2013-02,1357.5239415075425
2013-03,1424.262273817788
2013-04,1474.0783419215206
2013-05,1420.1445889636007
2013-06,1228.601541385276
2013-07,1212.3871235798147
2013-08,1020.7729713320409
2013-09,1151.9568865631036
2013-10,1235.7288014356611
2013-11,1233.661222046312
2013-12,1003.9192960046217
2014-01,900.7694024675565
2014-02,954.5254350724592
2014-03,990.4835059130645
2014-04,1094.5788435899415
2014-05,1128.9707135310784
2014-06,1133.8272472409528
2014-07,1146.1147487054675
2014-08,1136.9831452843086
2014-09,1028.8682554968398
2014-10,1123.7512705292634
2014-11,1135.6045576578217
2014-12,1090.3442935957817
2015-01,1103.091835404361
2015-02,1070.7030862838449
2015-03,1000.5001357397575
2015-04,1035.9425410115157
2015-05,1012.0170490777963
2015-06,982.3128961560504
2015-07,927.643977506046
2015-08,803.4073065481766
2015-09,756.8727166693363
2015-10,804.8607412299793
2015-11,794.554085830954
2015-12,786.3931685671267
2016-01,760.2158236923458
2016-02,784.7854877242993
2016-03,912.4389248248189
2016-04,962.6123059150276
2016-05,843.9589999002173
2016-06,846.5871223110255
2016-07,814.5587996224224
2016-08,852.1490800004289
2016-09,839.6622173931622
2016-10,831.5287359586315
2016-11,708.6031703940465
2016-12,732.7604049685224
2017-01,731.7588468426525
2017-02,766.546049736496
2017-03,770.6691641519266
2017-04,835.157957
2017-05,871.159512
2017-06,893.554607
2017-07,975.862723
2017-08,1009.024713
2017-09,916.062025
2017-10,908.146538
2017-11,825.021527
2017-12,982.970875
2018-01,1041.197836
2018-02,1014.310462
2018-03,1016.524637
2018-04,905.4446246074375
2018-05,811.1864365668254
2018-06,776.2283751699348
2018-07,730.289249447522
2018-08,532.8242055561336
2018-09,600.9405821716392
2018-10,563.9899184572519
2018-11,625.4475669735124
2018-12,584.5721663227589
2019-01,670.6458143389126
2019-02,666.1085852659575
2019-03,578.0210121406719
2019-04,568.9729380237463
2019-05,556.4420560881969
2019-06,594.0620596766138
2019-07,624.6310594695307
2019-08,594.0226398148237
2019-09,649.6024137133305
2019-10,616.0252072320241
2019-11,665.5724988333545
2019-12,692.8632525584659
2020-01,732.7418617911312
2020-02,623.3620506630425
2020-03,498.41154352464696
2020-04,546.8971936254716
2020-05,593.3520443483468
2020-06,670.6024323351515
2020-07,659.1070636728834
2020-08,589.311262006153
2020-09,592.7911850727525
2020-10,541.9733768364985
2020-11,684.669835256938
2020-12,837.56575031901
2021-01,902.7317203016073
2021-02,917.2817439143728
2021-03,792.3688879069161
2021-04,818.5456304021036
2021-05,788.9127092733388
2021-06,707.6711111488964
2021-07,739.4463827330027
2021-08,784.7496175003748
2021-09,722.4696365003764
2021-10,720.2507814068097
2021-11,605.7039167758973
2021-12,617.4959664677015
2022-01,688.8322391477235
