Date,KUWAIT DOMESTIC SMALL CAP
2021-03,255.43431335228232
2021-04,280.7171159798951
2021-05,279.4868397549813
2021-06,291.21635493265194
2021-07,292.19026206601825
2021-08,294.92980758073645
2021-09,298.02800799917867
2021-10,308.7890119526518
2021-11,290.98503643946185
2021-12,308.7314131567065
2022-01,323.0848691394134
2022-02,340.27370293401106
2022-03,353.4295546814785
2022-04,368.8244649894276
2022-05,353.6559171186564
2022-06,321.6864489139207
2022-07,335.73413441322816
2022-08,334.73325441085365
2022-09,288.6144042434892
2022-10,294.96293723671675
2022-11,307.18618714095726
2022-12,294.7104009779136
2023-01,292.54979410404917
2023-02,289.7804633771457
2023-03,286.55275110126814
2023-04,299.81669997897944
2023-05,294.0724693046699
2023-06,300.41429221685604
2023-07,309.04405825927023
