Date,SPAIN SMALL CAP
2000-12,100.0
2001-01,108.23983343290008
2001-02,107.57457505296837
2001-03,100.68879672666168
2001-04,104.93336968665798
2001-05,101.85221371805949
2001-06,99.32811151840191
2001-07,102.16442424190988
2001-08,104.96779829615369
2001-09,93.51168860582392
2001-10,98.80422138419694
2001-11,104.6795436067311
2001-12,102.25809491638731
2002-01,102.61401042447174
2002-02,106.20954999547601
2002-03,112.81252450851862
2002-04,121.73522710690864
2002-05,126.33628563047151
2002-06,125.89592385047163
2002-07,114.1479241896471
2002-08,109.95640691006417
2002-09,101.14029630015358
2002-10,107.31737638244773
2002-11,114.49464800845618
2002-12,112.91290798504996
2003-01,116.18926463344522
2003-02,118.43756697482534
2003-03,122.16119613444884
2003-04,132.71872630294274
2003-05,147.22373528095085
2003-06,153.95543052884827
2003-07,158.87229645115036
2003-08,157.95651552030648
2003-09,164.53789707570115
2003-10,173.53525366142054
2003-11,184.96100823232473
2003-12,199.00092298103496
2004-01,211.10624513794596
2004-02,222.1875391128425
2004-03,210.8142052489221
2004-04,209.93062895140272
2004-05,206.23623561127536
2004-06,209.69899677315124
2004-07,210.8790296731633
2004-08,212.36626946638071
2004-09,226.83818038829247
2004-10,240.2511473112721
2004-11,262.8810876560294
2004-12,281.34590646772466
2005-01,295.3323762523657
2005-02,319.9773114927121
2005-03,317.7598338956922
2005-04,311.49132175294824
2005-05,319.2618741986266
2005-06,325.7333381579358
2005-07,339.3297974420221
2005-08,343.3004244670603
2005-09,365.59490168941403
2005-10,346.06737737478994
2005-11,340.52505969522025
2005-12,342.3336926999016
2006-01,378.66805235677964
2006-02,388.9869053233941
2006-03,413.3296091974538
2006-04,439.1756413622107
2006-05,410.3708264780375
2006-06,410.5031285901002
2006-07,413.675641679692
2006-08,437.6579483136487
2006-09,458.84199982570453
2006-10,507.9293020573331
2006-11,549.2630714147647
2006-12,567.3648133597698
2007-01,617.2510638281498
2007-02,636.340316301239
2007-03,663.8035468670918
2007-04,670.0550980292295
2007-05,671.089866810569
2007-06,632.3369979091419
2007-07,660.0663154782239
2007-08,617.8338477184767
2007-09,620.3332692921426
2007-10,683.7615162489277
2007-11,650.2493822979327
2007-12,588.6769044560259
2008-01,530.5184885623943
2008-02,548.5774773801692
2008-03,574.2767966109615
2008-04,565.8890321300976
2008-05,553.8903337248124
2008-06,495.8773137136021
2008-07,446.28013285372265
2008-08,427.9129385970684
2008-09,338.1473420461035
2008-10,263.87446931465473
2008-11,252.62591591641632
2008-12,265.44603068258505
2009-01,243.42575321727506
2009-02,220.11505328404482
2009-03,230.8738284700765
2009-04,272.6732124544355
2009-05,314.65515797270945
2009-06,314.3587811008566
2009-07,329.33045700744935
2009-08,354.33853640750607
2009-09,388.33630744492166
2009-10,359.1848658966679
2009-11,361.94427567662285
2009-12,360.567352082367
2010-01,349.3404849028653
2010-02,329.1503540971957
2010-03,341.52405871014355
2010-04,329.56739236832
2010-05,268.80790848362045
2010-06,264.965167783584
2010-07,298.93992036739905
2010-08,290.4399010288323
2010-09,327.56197297545236
2010-10,349.66634821978937
2010-11,290.9793521541292
2010-12,330.17424931526034
2011-01,355.97402310071254
2011-02,370.66749386274876
2011-03,390.66680229314215
2011-04,413.5872935085464
2011-05,386.8233231025764
2011-06,368.73178491508105
2011-07,336.1769384486019
2011-08,302.4998431297775
2011-09,261.84672726736454
2011-10,293.8562350567088
2011-11,266.50127975885846
2011-12,255.52724306449235
2012-01,266.040207341563
2012-02,272.38580365113813
2012-03,268.4496517906704
2012-04,245.32280387421326
2012-05,201.33003077074548
2012-06,221.56882386068887
2012-07,214.01923358035418
2012-08,232.90324967480163
2012-09,242.034542714829
2012-10,251.5464519276433
2012-11,250.5129014464942
2012-12,271.6533961598603
2013-01,293.25751962974687
2013-02,289.2400343337172
2013-03,273.9906840936745
2013-04,290.93891145815223
2013-05,289.02167972917107
2013-06,290.95103261345616
2013-07,328.0344068623827
2013-08,328.02704458852645
2013-09,373.1798140718026
2013-10,403.41357230576403
2013-11,405.7246166241487
2013-12,419.05720447719136
2014-01,436.29617229705923
2014-02,459.25060013882523
2014-03,469.1214892966301
2014-04,461.751117907354
2014-05,470.70592020959265
2014-06,475.48450304107104
2014-07,448.45199282199
2014-08,437.87290000218735
2014-09,424.9566808350878
2014-10,403.07659870275216
2014-11,402.68135795162
2014-12,383.8008870673609
2015-01,382.3136897669981
2015-02,412.3970525837816
2015-03,413.71819079684747
2015-04,428.83001238226825
2015-05,417.5320867076581
2015-06,413.32442468748434
2015-07,414.03764872364326
2015-08,392.81035331681227
2015-09,361.9315914784506
2015-10,389.382118524471
2015-11,376.078225160358
2015-12,373.2535082751332
2016-01,345.33770247679774
2016-02,344.3456962788723
2016-03,372.3634001822088
2016-04,383.4549301954142
2016-05,375.83934603121446
2016-06,349.5570965234549
2016-07,376.5569598745022
2016-08,382.1039457869615
2016-09,390.39493895252883
2016-10,377.40975105877186
2016-11,353.2782736646678
2016-12,369.2747208826343
2017-01,382.08397036887425
2017-02,385.60770761902137
2017-03,399.92535135214933
2017-04,423.020158
2017-05,450.224491
2017-06,425.266294
2017-07,438.216438
2017-08,438.967059
2017-09,437.118709
2017-10,436.754104
2017-11,443.354899
2017-12,452.617324
2018-01,484.103762
2018-02,467.766401
2018-03,466.785587
2018-04,477.81271395007224
2018-05,449.61041652913093
2018-06,449.39652189513316
2018-07,453.1763949733134
2018-08,448.37281515488826
2018-09,444.4911702183509
2018-10,393.1232433680899
2018-11,387.21303055691067
2018-12,370.0610392413666
2019-01,397.6928719821263
2019-02,395.4964891659583
2019-03,397.9813015055857
2019-04,407.43030025222953
2019-05,391.39329187998015
2019-06,405.1709190761061
2019-07,389.1688975157094
2019-08,376.4823462962462
2019-09,378.9981640473139
2019-10,400.5664331811789
2019-11,410.2169208743297
2019-12,418.6703136364245
2020-01,405.7144841596996
2020-02,382.1024255780073
2020-03,293.3964816011436
2020-04,316.3693442108522
2020-05,322.5019162063228
2020-06,330.7324721127679
2020-07,341.14011311818376
2020-08,359.1958856028535
2020-09,347.22178864311473
2020-10,325.2003036748055
2020-11,403.3072359283788
2020-12,428.0911377893255
2021-01,423.6319232862749
2021-02,454.2283967714597
2021-03,462.806923356482
2021-04,486.7217112163943
2021-05,508.1757869188409
2021-06,477.938528498527
2021-07,483.75758538755065
2021-08,491.81113400693334
2021-09,482.1003420180763
2021-10,492.19179612435295
2021-11,452.32703851539287
2021-12,477.4521176930436
2022-01,464.862535137334
2022-02,467.7465880165691
2022-03,473.16793223957853
2022-04,455.316051411466
2022-05,470.8451102939069
2022-06,424.0086218273666
2022-07,405.6373901710506
2022-08,392.7183304831365
2022-09,359.185947632258
2022-10,387.7346678159442
2022-11,423.5821096240425
2022-12,439.1821712226022
2023-01,493.61779744187464
2023-02,493.4785888451962
2023-03,464.3365490602521
2023-04,464.9683650067842
2023-05,441.9021937903141
2023-06,474.9773024029668
2023-07,503.05895050106693
