Date,DENMARK SMALL CAP
2000-12,100.0
2001-01,118.84515846517512
2001-02,111.6205473397753
2001-03,101.04082577478262
2001-04,108.75777794320659
2001-05,110.40184115908396
2001-06,98.50612099647621
2001-07,98.44013586730523
2001-08,95.41381624684469
2001-09,85.92619622003035
2001-10,87.34227465272393
2001-11,88.08496876887605
2001-12,89.25490063785416
2002-01,93.56829869398418
2002-02,93.43216192858195
2002-03,101.76907105110914
2002-04,106.99123612762163
2002-05,112.23742330491073
2002-06,107.88162005056788
2002-07,97.48145344964134
2002-08,93.65486494499358
2002-09,85.06980920191677
2002-10,86.77735166566282
2002-11,91.25772857564598
2002-12,93.94570931420068
2003-01,88.10344809524337
2003-02,86.2820963006117
2003-03,90.68359629683447
2003-04,102.4873272837967
2003-05,112.3682354629112
2003-06,113.923045806056
2003-07,113.47731802029404
2003-08,128.03309171489883
2003-09,137.22227965995495
2003-10,148.8493904883279
2003-11,151.22399771946624
2003-12,162.44897215850946
2004-01,174.43901783769658
2004-02,178.51345925691027
2004-03,176.29640863442782
2004-04,176.22479046118758
2004-05,180.45860025990476
2004-06,189.30502319138853
2004-07,187.010949187463
2004-08,191.3854961363501
2004-09,205.53105891719082
2004-10,214.42267622621782
2004-11,240.13742378491457
2004-12,253.77818701754765
2005-01,255.7496670835694
2005-02,271.58666670923174
2005-03,272.9087190683762
2005-04,275.08851424447755
2005-05,282.3267192013574
2005-06,303.8611639807088
2005-07,321.5140337987603
2005-08,330.50783460027486
2005-09,338.86097888044003
2005-10,325.5089564743591
2005-11,337.77747606855553
2005-12,374.9675201887513
2006-01,410.9432608085419
2006-02,433.1632535439694
2006-03,458.74627621477936
2006-04,514.8900008171289
2006-05,496.6199284335766
2006-06,465.7861491480833
2006-07,461.6619485993095
2006-08,475.9060831750136
2006-09,498.5645881831348
2006-10,520.6322472480402
2006-11,585.1783598932636
2006-12,615.6313701388804
2007-01,611.097117797998
2007-02,583.9434683481193
2007-03,593.7961975267119
2007-04,649.1512976915558
2007-05,668.0479544452111
2007-06,651.3276825606706
2007-07,646.0314032851935
2007-08,615.9749735363005
2007-09,623.5625055238382
2007-10,655.7624562445005
2007-11,555.4052987233272
2007-12,532.6207735250708
2008-01,446.0316453761387
2008-02,476.9129928089543
2008-03,482.6293337690473
2008-04,488.1193733210623
2008-05,493.37796768131
2008-06,435.1635295235172
2008-07,420.5665411933262
2008-08,399.6626670490108
2008-09,291.61064492361197
2008-10,204.93855244617845
2008-11,182.02177038534552
2008-12,180.2254806576876
2009-01,184.92401572505804
2009-02,160.91376358483276
2009-03,158.91598881217283
2009-04,195.45796282468794
2009-05,230.57332868557341
2009-06,222.61129869321732
2009-07,254.97566391759287
2009-08,277.76518388714425
2009-09,291.4800045179112
2009-10,286.0065812122607
2009-11,286.34316035064916
2009-12,300.17661903171177
2010-01,301.2651617412943
2010-02,290.7824345084402
2010-03,310.0564837333417
2010-04,324.6918834730597
2010-05,267.1545015278037
2010-06,261.2855086398689
2010-07,291.8892273822548
2010-08,265.0416241048343
2010-09,314.1651859518952
2010-10,326.3672703587779
2010-11,311.0223190083237
2010-12,351.6561869701897
2011-01,368.2676208538873
2011-02,365.6379145731939
2011-03,367.58485726091266
2011-04,393.8002376705201
2011-05,381.62714361000604
2011-06,366.6618493446603
2011-07,353.72332605546234
2011-08,294.8101156207551
2011-09,263.42788066326483
2011-10,292.1097847577303
2011-11,282.7751329340886
2011-12,265.8508363504815
2012-01,305.7957379185585
2012-02,334.0922902251546
2012-03,324.6804352627506
2012-04,328.7085549019171
2012-05,293.57354719551756
2012-06,296.0301073205806
2012-07,300.4189979525489
2012-08,324.24477822489746
2012-09,342.2283759039144
2012-10,344.70611926163406
2012-11,340.3463190979404
2012-12,350.0059571232868
2013-01,382.41464026434585
2013-02,403.1712660993259
2013-03,409.4342949799294
2013-04,427.95623598839
2013-05,453.7647782700314
2013-06,434.3197459783479
2013-07,484.620404944478
2013-08,485.3277700002188
2013-09,537.9403344979573
2013-10,569.0618346786324
2013-11,584.1465467291621
2013-12,602.7144517755534
2014-01,608.1098174883394
2014-02,665.7631194369741
2014-03,664.6014859293257
2014-04,685.8010772165577
2014-05,739.8971909923314
2014-06,742.8898573307997
2014-07,709.1279744524468
2014-08,700.2818258092942
2014-09,667.1145494794968
2014-10,678.1979492230759
2014-11,675.8843051363908
2014-12,687.6724220411813
2015-01,674.7896077112335
2015-02,713.9517065610894
2015-03,720.8804947423002
2015-04,758.5172799947028
2015-05,776.2633014651068
2015-06,774.3023608467872
2015-07,805.7270621108873
2015-08,780.3531382594417
2015-09,784.6405134065598
2015-10,787.0026114817801
2015-11,831.8744927028247
2015-12,850.2599358833586
2016-01,804.4313746293062
2016-02,796.7878481154054
2016-03,854.092625749751
2016-04,836.7980163243318
2016-05,866.3682458654534
2016-06,799.1908194467478
2016-07,844.0620815547566
2016-08,901.040214746667
2016-09,912.9843968207108
2016-10,886.1324990855696
2016-11,831.3278104792339
2016-12,875.5621566437383
2017-01,930.3054092032504
2017-02,941.0129623521715
2017-03,986.9385470496265
2017-04,1057.893219
2017-05,1106.570283
2017-06,1124.759864
2017-07,1189.193363
2017-08,1220.476777
2017-09,1231.092957
2017-10,1235.056245
2017-11,1197.609465
2017-12,1228.275633
2018-01,1293.709729
2018-02,1281.680798
2018-03,1279.6697435754136
2018-04,1304.4779401519104
2018-05,1349.0838883918634
2018-06,1414.8833409165668
2018-07,1503.2403851474849
2018-08,1473.5441026967683
2018-09,1364.6057423896941
2018-10,1188.6829659231657
2018-11,1089.1982121852377
2018-12,1086.9569489903747
2019-01,1185.6920529110844
2019-02,1211.258703697438
2019-03,1200.675707969019
2019-04,1272.2050878915766
2019-05,1152.578847660544
2019-06,1177.0782010948326
2019-07,1136.05616367456
2019-08,1080.1957783831947
2019-09,1092.3265153107739
2019-10,1104.8610744988625
2019-11,1184.176087397711
2019-12,1248.0337895990795
2020-01,1250.930219804314
2020-02,1202.3686885644895
2020-03,1005.1009241747594
2020-04,1133.6779102176479
2020-05,1269.1593068276347
2020-06,1270.7240612975584
2020-07,1387.3203305476245
2020-08,1497.4877704734347
2020-09,1465.1327063076303
2020-10,1397.4828533155132
2020-11,1600.0442036128973
2020-12,1727.4154821986237
2021-01,1630.2745490309908
2021-02,1703.3814468876906
2021-03,1769.6124211413728
2021-04,1898.2713752518396
2021-05,1989.1012328933366
2021-06,1974.1269353706098
2021-07,2039.7073576045518
2021-08,2045.9841429656565
2021-09,1912.0574716549165
2021-10,1975.6239658571196
2021-11,1840.416237313283
2021-12,1911.7288203835362
2022-01,1752.0308953833692
2022-02,1673.5830262205052
2022-03,1681.928573078883
2022-04,1609.8840945516383
2022-05,1655.7045490411315
2022-06,1475.4512926900966
2022-07,1605.1079035014723
2022-08,1501.659075502926
2022-09,1314.4952972343572
2022-10,1421.8286673409032
2022-11,1578.5766301516123
2022-12,1639.5761045023094
2023-01,1707.5941486115194
2023-02,1746.7742065124219
2023-03,1739.0200103062366
2023-04,1824.902200796578
2023-05,1757.0636668047391
2023-06,1829.041579495837
2023-07,1803.717687778626
