Date,GREECE SMALL CAP
2001-09,100.0
2001-10,108.40508364230472
2001-11,121.93738543304963
2001-12,115.24543448779451
2002-01,113.98468451017527
2002-02,104.05198992695234
2002-03,103.8957820137127
2002-04,107.36642824638908
2002-05,114.75813367823999
2002-06,119.67779888370623
2002-07,112.64734447987964
2002-08,109.57322760444463
2002-09,95.3601639265386
2002-10,94.63940658535076
2002-11,99.66488644618406
2002-12,95.97669955805353
2003-01,91.28340129588514
2003-02,88.10180717328127
2003-03,82.95937520370985
2003-04,96.99419471719482
2003-05,102.18291689278807
2003-06,107.24598184698468
2003-07,120.62866880358145
2003-08,121.20159174440731
2003-09,117.17962783540804
2003-10,124.33024593637417
2003-11,127.95659029025153
2003-12,142.18010683532177
2004-01,149.83888678204988
2004-02,142.49472321348293
2004-03,134.05640046459118
2004-04,137.1160650572455
2004-05,133.61456213612243
2004-06,133.02918298633375
2004-07,129.38025004472732
2004-08,128.82532952171204
2004-09,131.2319442410347
2004-10,141.89915994736825
2004-11,158.69299639588462
2004-12,163.68897343704526
2005-01,174.20530147053086
2005-02,183.76338943196689
2005-03,162.28817955826642
2005-04,163.0244141210592
2005-05,161.10527182343867
2005-06,161.91765468491755
2005-07,178.27139919385945
2005-08,180.11799200256445
2005-09,184.16737027088502
2005-10,178.3346496645922
2005-11,179.7807628338616
2005-12,197.4609798451926
2006-01,234.48980526507262
2006-02,244.45291406866713
2006-03,244.33810372191888
2006-04,263.52411647593374
2006-05,251.63412270315487
2006-06,243.28218666491932
2006-07,243.4136016717705
2006-08,252.99027352625183
2006-09,251.06173345733174
2006-10,268.1264565517812
2006-11,287.0634403038735
2006-12,301.09728703518294
2007-01,329.4724351123927
2007-02,323.3079964573761
2007-03,334.626792218591
2007-04,350.19704911609057
2007-05,358.148944732693
2007-06,363.7877206180886
2007-07,390.74330822288465
2007-08,376.5081702598875
2007-09,406.18720574067225
2007-10,420.28662186269344
2007-11,381.09851767399033
2007-12,386.4757409695875
2008-01,334.4752894902241
2008-02,333.4888401348444
2008-03,328.7851739110856
2008-04,333.66457476860734
2008-05,331.56339241211185
2008-06,297.6346630420487
2008-07,282.1561558273135
2008-08,254.4397607933404
2008-09,199.9106100151364
2008-10,129.95920730951542
2008-11,122.12708113674206
2008-12,122.43348860317171
2009-01,107.6698282780237
2009-02,99.62078031036133
2009-03,108.71885554026139
2009-04,136.05171039175082
2009-05,168.90732945922528
2009-06,164.26717579404212
2009-07,174.32448003878784
2009-08,175.4431699474868
2009-09,188.8994430462767
2009-10,195.8199033050987
2009-11,167.3473837146611
2009-12,164.59435800184326
2010-01,144.8197435350296
2010-02,135.11153090143316
2010-03,139.83919063544073
2010-04,119.81947327192127
2010-05,97.61716445601759
2010-06,93.61362316156179
2010-07,120.52574319211381
2010-08,104.99656646012455
2010-09,105.55494850426824
2010-10,111.80522782299738
2010-11,89.9946351878653
2010-12,102.15685407638124
2011-01,108.0372024203489
2011-02,110.29465546399892
2011-03,106.30651152076338
2011-04,102.58282882693483
2011-05,91.01026949275939
2011-06,90.01522544266685
2011-07,80.71087494458796
2011-08,62.50334400759519
2011-09,49.39091861915978
2011-10,51.879023603794636
2011-11,45.97368935565008
2011-12,43.15273443367724
2012-01,56.519636332024014
2012-02,52.5651629848876
2012-03,46.01010769575639
2012-04,44.47157741119766
2012-05,29.115431879671558
2012-06,38.656812352873764
2012-07,34.950163264066056
2012-08,39.0507326448993
2012-09,51.28882661428214
2012-10,54.91668320067581
2012-11,50.70970132243734
2012-12,58.18969335198541
2013-01,62.83829210519093
2013-02,59.75032907061608
2013-03,46.04212186429856
2013-04,56.11615296234555
2013-05,54.49602105178221
2013-06,44.74916030611664
2013-07,47.77440669784787
2013-08,47.19096698221687
2013-09,55.266790804601754
2013-10,67.77859166159288
2013-11,74.61649181006678
2013-12,72.83389796371526
2014-01,72.71330436229869
2014-02,84.14492939170678
2014-03,87.87925131582901
2014-04,82.52237264945232
2014-05,79.8557039385464
2014-06,79.45509782508644
2014-07,75.84807347868359
2014-08,71.39176641383682
2014-09,60.44848064489025
2014-10,48.135602220657006
2014-11,52.5678495825909
2014-12,44.46092079890801
2015-01,40.766292897996976
2015-02,50.887870523723784
2015-03,40.65701349657065
2015-04,45.41816860387491
2015-05,45.66541132149635
2015-06,45.45517366467168
2015-07,45.0737287950211
2015-08,42.35651405882804
2015-09,47.11837098226573
2015-10,49.05934055461098
2015-11,43.70036824872309
2015-12,42.07857806037618
2016-01,39.542314724069406
2016-02,38.3210932755069
2016-03,42.83828882830049
2016-04,43.44676793445829
2016-05,47.313042012163045
2016-06,40.70988137894465
2016-07,42.97016121423799
2016-08,42.29962692951755
2016-09,41.82390168839163
2016-10,44.38615877575141
2016-11,44.983265236939815
2016-12,45.53209183492409
2017-01,45.928008071413785
2017-02,47.892185301492454
2017-03,50.87371166783446
2017-04,53.031219
2017-05,61.425724
2017-06,68.651505
2017-07,71.039562
2017-08,71.104497
2017-09,70.226715
2017-10,70.380694
2017-11,71.582991
2017-12,72.868741
2018-01,84.653636
2018-02,79.403537
2018-03,74.660116
2018-04,78.58096850652619
2018-05,69.11319003710507
2018-06,69.34354711158099
2018-07,70.43089264257691
2018-08,71.65652933768928
2018-09,69.46267374902583
2018-10,62.98830319539848
2018-11,63.278796549025955
