Date,COLOMBIA SMALL CAP
1994-05,147.90118225109825
1994-06,147.04213271586437
1994-07,142.17001330769529
1994-08,132.9674069475777
1994-09,125.14114912965567
1994-10,117.49021718191968
1994-11,114.02346552679975
1994-12,116.18193390376008
1995-01,127.65369809906228
1995-02,118.26117493406885
1995-03,109.42445939025212
1995-04,102.85694026565439
1995-05,104.84571931853078
1995-06,109.55144308602601
1995-07,111.09663347538151
1995-08,102.74720727137196
1995-09,96.48913699179388
1995-10,89.66082817610987
1995-11,91.32199295593688
1995-12,90.07855728971327
1996-01,87.32701070366956
1996-02,98.33712607492535
1996-03,93.22614884638595
1996-04,94.15162746570373
1996-05,92.95507761333126
1996-06,91.82277915037747
1996-07,90.37434516552763
1996-08,88.79442951971735
1996-09,95.17012178689988
1996-10,97.10631744298172
1996-11,97.46600481521719
1996-12,100.32814046675418
1997-01,103.74255891044396
1997-02,107.52247315177077
1997-03,109.1036065264531
1997-04,110.06231480442945
1997-05,116.87285158460327
1997-06,117.06108493239287
1997-07,121.6804088741643
1997-08,125.42913252022547
1997-09,127.71005179077669
1997-10,131.76739353104585
1997-11,119.02318481897709
1997-12,121.31214747967886
1998-01,108.40098149586176
1998-02,96.67875696221603
1998-03,93.42780992838416
1998-04,94.79096614802151
1998-05,90.56874093711284
1998-06,87.49435273025179
1998-07,84.02408652748616
1998-08,72.68814238264758
1998-09,66.20577602105637
1998-10,61.38908559976893
1998-11,76.6995568128125
1998-12,78.69218948151597
1999-01,72.63133060348702
1999-02,74.17409674631736
1999-03,78.25161865081236
1999-04,95.32069546197437
1999-05,93.59995391511214
1999-06,83.56113278962071
1999-07,76.77577960889184
1999-08,70.78865582206453
1999-09,67.34861933576374
1999-10,67.92476424944104
1999-11,72.55444985581684
1999-12,76.27004087616605
2000-01,81.11277450761258
2000-02,74.87574441210998
2000-03,71.90063325375147
2000-04,68.42857093040479
2000-05,59.61282425202415
2000-06,53.484469238094505
2000-07,57.05451880005397
2000-08,52.04288187741055
2000-09,51.651998692863074
2000-10,52.096611577938845
2000-11,51.764671448461115
2000-12,50.01907255939179
2001-01,55.88719937345351
2001-02,59.823878536134075
2001-03,53.1212947648795
2001-04,53.03241785611633
2001-05,63.80270507123729
2001-06,65.52619009840645
2001-07,64.11130767635989
2001-08,66.5671621992959
2001-09,61.59668560409111
2001-10,57.65213355449517
2001-11,63.05953344603789
2001-12,68.78277535840903
2002-01,71.85741778006519
2002-02,67.6308407849867
2002-03,70.0815750183708
2002-04,72.18808839892394
2002-05,74.52150042677584
2002-06,80.00280897405963
2002-07,69.44616701013439
2002-08,65.70352759917499
2002-09,67.04263271021821
2002-10,73.76967168127935
2002-11,78.84077727424899
2002-12,84.36138955268429
2003-01,82.1992731896606
2003-02,79.99631061038363
2003-03,80.40017443867285
2003-04,89.58486036677608
2003-05,108.6853963625168
2003-06,111.70856460066605
2003-07,111.63014364711167
2003-08,111.19528879607243
2003-09,111.66223218787987
2003-10,115.75029716109825
2003-11,121.70524916662488
2003-12,128.33023327795004
2004-01,156.1769191016325
2004-02,182.4883924125513
2004-03,193.91095849776684
2004-04,201.714143607156
2004-05,170.5687578614574
2004-06,178.56056400575488
2004-07,182.00776954531634
2004-08,191.2494992360797
2004-09,216.7661536779925
2004-10,227.10682256145103
2004-11,259.7041275333138
2004-12,271.5160195962632
2005-01,289.2409733170095
2005-02,304.7471983801739
2005-03,287.6749939629579
2005-04,296.9324891926251
2005-05,296.16846800075666
2005-06,349.7822409526108
2005-07,418.3949308190003
2005-08,470.7947198269543
2005-09,461.01113098319473
2005-10,488.53924443040506
2005-11,602.3917379962429
2005-12,652.0781113852387
2006-01,791.5802856000711
2006-02,803.8347261621824
2006-03,806.4392479126584
2006-04,791.4368623762124
2006-05,624.568088975218
2006-06,511.0614821690314
2006-07,648.9292285496144
2006-08,714.3431577755485
2006-09,687.329335623717
2006-10,802.1375224668722
2006-11,860.2696567577885
2006-12,985.2639699654761
2007-01,918.6568376684227
2007-02,892.7881376804257
2007-03,1040.7046468507626
2007-04,994.3842392668986
2007-05,1000.0
2007-06,988.5603159208192
2007-07,1066.4565959365427
2007-08,946.0189411649625
2007-09,985.1029929954855
2007-10,1036.0258164933325
2007-11,1068.3079974727289
2007-12,1105.2407519164583
2008-01,982.0648746483585
2008-02,1022.251468088455
2008-03,982.525800632538
2008-04,1031.0022570183519
2008-05,1065.3684308640486
2008-06,1002.1265740718379
2008-07,1059.2580985345423
2008-08,1019.3625190022518
2008-09,890.7675372852068
2008-10,716.216246023353
2008-11,770.4936407944265
2008-12,850.5591926115223
2009-01,800.2947605367033
2009-02,745.4758422607458
2009-03,800.6784599079566
2009-04,970.5924431637824
2009-05,1164.3228034279277
2009-06,1253.9563560621934
2009-07,1348.1373249243
2009-08,1481.6465522260216
2009-09,1763.7839033813996
2009-10,1727.1129067553743
2009-11,1857.6337169197893
2009-12,1873.5838872320428
2010-01,1899.3921473731466
2010-02,1896.4465329705965
2010-03,2075.0356571473662
2010-04,2081.859733953578
2010-05,1897.348729082478
2010-06,1994.2952595616578
2010-07,2097.5533651816604
2010-08,2169.2803721891323
2010-09,2237.699076221176
2010-10,2455.2225313408167
2010-11,2165.155172085383
2010-12,2200.277609072885
2011-01,2158.5395914212813
2011-02,2155.6091233685156
2011-03,2135.2777633590517
2011-04,2313.6951928833437
2011-05,2321.709721666613
2011-06,2257.2204177158414
2011-07,2225.4202755155975
2011-08,2041.0176193849181
2011-09,1742.496172475806
2011-10,1773.9901553873801
2011-11,1541.206434765949
2011-12,1584.709697654145
2012-01,1809.076551218067
2012-02,1952.988480991109
2012-03,1923.6938939899076
2012-04,1983.7998082503916
2012-05,1862.285266704804
2012-06,1844.0901996402522
2012-07,1806.2349965912883
2012-08,1693.013675505525
2012-09,1749.3482634736677
2012-10,1681.2492296739672
2012-11,1402.5892652419195
2012-12,1452.4145594453087
2013-01,1230.864544152134
2013-02,1225.8356481390938
2013-03,851.443492363163
2013-04,777.5763990135583
2013-05,753.8187881673286
2013-06,728.1496071011778
2013-07,653.2468137628953
2013-08,641.7628454167015
2013-09,605.2090998313171
2013-10,631.3892212400407
2013-11,607.8787912323368
2013-12,611.397068263902
2014-01,627.2141978856436
2014-02,630.5248353622943
2014-03,662.9846637760185
2014-04,657.5978758416514
2014-05,631.4631532900117
2014-06,665.4317693896662
2014-07,676.7249441674652
2014-08,672.8999910252167
2014-09,582.5414062084444
2014-10,607.0947024927882
2014-11,526.6858550295967
2014-12,470.748026484764
2015-01,496.17785734176806
2015-02,500.9977680056459
2015-03,461.5099041968647
2015-04,511.19145525107695
2015-05,425.414597787981
2015-06,421.5397166987107
2015-07,357.1897381771544
2015-08,236.86348703874847
2015-09,195.49802589525197
2015-10,186.8145923570111
2015-11,199.98099115743028
2015-12,236.40886799366717
2016-01,223.64758282386356
2016-02,241.74318043635583
2016-03,298.9445681070586
2016-04,324.9197761758792
2016-05,294.08524216683037
2016-06,298.8065261865284
2016-07,281.3517997322807
2016-08,312.02118362852946
2016-09,295.6656557209921
2016-10,291.5284200508889
2016-11,283.5014776222521
2016-12,313.4511275402883
2017-01,322.7962257770781
2017-02,309.8616639844008
2017-03,309.07000102086437
2017-04,300.895529
2017-05,312.175687
2017-06,296.229996
2017-07,305.631872
2017-08,316.221845
2017-09,320.658931
2017-10,308.181594
2017-11,317.665234
2017-12,322.839203
2018-01,340.024941
2018-02,314.225263
2018-03,310.69693
2018-04,313.3277508756037
2018-05,304.65890438663854
2018-06,288.36901601748656
2018-07,282.67591079184785
2018-08,256.04321931354593
2018-09,240.5621243776808
2018-10,206.19645240865822
2018-11,194.1717922134932
2018-12,172.85283162739753
2019-01,205.9728633492853
2019-02,235.72364995431738
2019-03,230.48117697521167
2019-04,225.84940062909956
2019-05,207.88358505096463
2019-06,240.28263832157077
2019-07,244.1785189210856
2019-08,229.3138068811877
2019-09,235.7529589325303
2019-10,253.7425841019557
2019-11,219.78555788088633
2019-12,258.11048039012013
2020-01,241.29305761963667
2020-02,206.51957944413633
2020-03,127.99942234453037
2020-04,131.53754025631255
2020-05,127.80564866988843
2020-06,135.97705782862758
2020-07,140.18172660858653
2020-08,167.21372662901493
2020-09,156.5075023218741
2020-10,150.24906352441545
2020-11,180.09502028589557
2020-12,220.5076536018012
2021-01,204.90024638543804
2021-02,202.50108884065864
2021-03,184.39468443663577
2021-04,175.62591130451744
2021-05,169.45948820281652
2021-06,172.3267134588708
2021-07,169.5050432366228
2021-08,180.918441116401
2021-09,181.12856929972824
2021-10,192.00996519449058
2021-11,181.6454159484014
2021-12,184.8140609070712
2022-01,211.65085094866515
