Date,KENYA SMALL CAP
2010-11,1000.0
2010-12,1024.2195904809566
2011-01,1022.8930683730257
2011-02,936.1380951625331
2011-03,857.9008698197625
2011-04,892.3158798474151
2011-05,878.3379269872936
2011-06,833.5704645379019
2011-07,747.9315863087942
2011-08,667.6730269044647
2011-09,577.9080312264543
2011-10,608.2195609813999
2011-11,593.6127911048312
2011-12,645.230762723996
2012-01,635.144510803816
2012-02,668.1783707451448
2012-03,652.7293257794164
2012-04,713.1185196329021
2012-05,707.7346088746782
2012-06,722.2349989055665
2012-07,754.4570875235571
2012-08,752.9865790865492
2012-09,741.1860454211644
2012-10,761.586125338371
2012-11,729.8971886625524
2012-12,713.2174793110609
2013-01,739.0202667896343
2013-02,737.1300736620211
2013-03,776.0023043359012
2013-04,785.9347082224762
2013-05,757.7550588784796
2013-06,686.5373470505433
2013-07,687.5633155840183
2013-08,686.2418677039828
2013-09,704.1053905417474
2013-10,753.1510328698737
2013-11,811.3288446503477
2013-12,799.58075471964
2014-01,802.1321179215681
2014-02,804.4003877267141
2014-03,816.5347000957406
2014-04,817.6298412173567
2014-05,776.4143254238462
2014-06,786.0287844959619
2014-07,811.3660556891871
2014-08,897.0238980344878
2014-09,974.6582038073085
2014-10,928.0617579829709
2014-11,892.3864820640874
2014-12,901.9887346182417
2015-01,897.3843797918917
2015-02,952.773613483423
2015-03,894.4418043623316
2015-04,823.385865794352
2015-05,764.0741523713796
2015-06,780.5408764178364
2015-07,653.5756384739142
2015-08,581.2115259417706
2015-09,578.5148072967796
2015-10,531.1739371303679
2015-11,559.1319792475709
2015-12,538.3046319287846
2016-01,481.5990585227705
2016-02,492.4169604229488
2016-03,487.9181132288138
2016-04,507.8115966721506
2016-05,494.18553819232903
2016-06,476.7450810137735
2016-07,431.28338807716517
2016-08,368.1382309433781
2016-09,400.6881570734004
2016-10,392.8837920048807
2016-11,396.56636851840756
2016-12,378.58789607749014
2017-01,327.3931412522285
2017-02,368.98457523277125
2017-03,391.6462641956751
2017-04,390.639262
2017-05,468.659523
2017-06,480.088972
2017-07,509.009923
2017-08,561.450427
2017-09,543.380022
2017-10,522.393095
2017-11,543.434978
2017-12,529.925001
2018-01,538.007714
2018-02,568.155949
2018-03,592.941032
2018-04,571.5724769207484
2018-05,527.422438304804
2018-06,535.971885025263
2018-07,516.8135273329276
2018-08,497.66171115641146
2018-09,450.6941129148537
2018-10,435.3405357829868
2018-11,438.0353344638621
2018-12,434.7242672212603
2019-01,470.3641519414205
2019-02,445.1349178996157
2019-03,453.77168399882606
2019-04,431.48857419631616
2019-05,411.92409649849543
2019-06,407.084104523447
2019-07,398.6462920089595
2019-08,393.7390515318251
2019-09,407.0694773865305
2019-10,506.722021784331
2019-11,500.4397437086575
2019-12,545.4796022313619
2020-01,534.0260260758452
2020-02,458.5156257740047
2020-03,347.7234846763528
2020-04,377.8396310471079
2020-05,367.1211737966672
2020-06,370.114835165948
2020-07,342.14421920965987
2020-08,361.94764258992257
2020-09,375.0365019416763
2020-10,351.47798624008004
2020-11,356.77638670865883
2020-12,391.2720864738405
2021-01,390.19347640111414
2021-02,416.7857613204827
2021-03,420.1575088325117
2021-04,433.9984468796157
2021-05,440.61032042928315
2021-06,440.24386168494857
2021-07,466.19755943643884
2021-08,484.5522439816253
2021-09,465.6148795747477
2021-10,435.43192728207345
2021-11,425.9951105302841
2021-12,451.0262074046452
2022-01,446.54270801132657
2022-02,445.56215748868425
2022-03,436.80336656538736
2022-04,389.08795352987016
2022-05,389.9680347384069
2022-06,391.6293442592037
2022-07,413.5175046244047
2022-08,407.6086832565451
2022-09,411.1076383933281
2022-10,376.3802568873091
2022-11,378.0670192184927
2022-12,384.7922601129518
2023-01,386.353084016097
2023-02,382.277812124632
2023-03,345.8007293403175
2023-04,319.56274950873
2023-05,308.31419045223953
2023-06,284.3465594454474
2023-07,275.4460562026112
