Date,KOREA SMALL CAP
2014-05,1010.9767802033182
2014-06,1019.6567743668073
2014-07,1026.472496412769
2014-08,1093.4042511271532
2014-09,1054.6303828298105
2014-10,1001.0704177933759
2014-11,951.6048923226687
2014-12,961.0738221580758
2015-01,1010.1360325683553
2015-02,1047.8496062292652
2015-03,1091.4942228519337
2015-04,1205.5986345466151
2015-05,1213.4826546101087
2015-06,1252.3457425897052
2015-07,1169.0640628025417
2015-08,1118.9983126322702
2015-09,1097.1474434252134
2015-10,1117.7236220947188
2015-11,1090.612259239802
2015-12,1078.3720569169266
2016-01,1042.4689405175798
2016-02,976.5175024657949
2016-03,1090.5514564867804
2016-04,1109.4607737634167
2016-05,1055.2428545519606
2016-06,1064.0449241158074
2016-07,1102.7491757712323
2016-08,1056.9697690751916
2016-09,1077.0499242572826
2016-10,955.4787556801413
2016-11,901.1611171787806
2016-12,910.6897427851976
2017-01,922.9578748391731
2017-02,981.6335093478563
2017-03,1008.0441922332425
2017-04,1011.295461
2017-05,1092.378504
2017-06,1078.700245
2017-07,1085.135796
2017-08,1073.334455
2017-09,1031.7806
2017-10,1123.255342
2017-11,1234.128206
2017-12,1264.845448
2018-01,1379.169397
2018-02,1271.196586
2018-03,1300.848811
2018-04,1318.6875922415534
2018-05,1306.6284921462163
2018-06,1178.574123603783
2018-07,1134.4666256896926
2018-08,1181.5237928641845
2018-09,1194.7815871598773
2018-10,947.6841916993874
2018-11,1040.7315234370756
2018-12,1033.2181036676516
2019-01,1080.526159846643
2019-02,1095.6427647629516
2019-03,1059.6512426197369
2019-04,1049.1172240016513
2019-05,937.9525948611488
2019-06,961.0154692041954
2019-07,876.1172124037504
2019-08,829.7068407818012
2019-09,863.9241508193538
2019-10,910.6794831422444
2019-11,890.6513103615517
2019-12,964.1325649721648
2020-01,869.2037423272105
2020-02,800.6165844014105
2020-03,741.3107189966266
2020-04,847.5895472798888
2020-05,896.1078050974156
2020-06,945.0675944760437
2020-07,1093.1351966374627
2020-08,1184.0665666761868
2020-09,1180.396807828139
2020-10,1157.7074106219377
2020-11,1334.9977236085394
2020-12,1482.584397546863
2021-01,1428.3670008451631
2021-02,1458.3193187451793
2021-03,1523.9345604396422
2021-04,1631.888193199531
2021-05,1693.5095707756943
2021-06,1740.9487928385254
2021-07,1712.8291379882921
2021-08,1703.1162911773977
2021-09,1654.739299847677
2021-10,1656.7026945861335
2021-11,1525.606682572762
2021-12,1640.825317315662
2022-01,1407.8371495779159
2022-02,1443.7547523613134
2022-03,1502.7597572223356
2022-04,1409.321333248241
2022-05,1410.7208175391756
2022-06,1136.0361002050965
2022-07,1195.302369419839
2022-08,1188.8007220032769
2022-09,937.5872618294342
2022-10,962.076383530731
2022-11,1122.398691310871
2022-12,1117.5644592262727
2023-01,1228.2400420002564
2023-02,1190.2103858848843
2023-03,1280.1276709789752
2023-04,1251.1591214370433
2023-05,1257.57789971776
2023-06,1304.1811496459738
2023-07,1458.5627011914853
