Date,KOREA SMALL CAP
1994-05,805.6760859104684
1994-06,835.7614163876827
1994-07,851.367500175639
1994-08,823.9966234221376
1994-09,864.8520127265319
1994-10,1007.175527171241
1994-11,1021.5643329674378
1994-12,1076.7677587777541
1995-01,949.2759581625687
1995-02,870.3037329053882
1995-03,921.8063750604791
1995-04,860.0086789210336
1995-05,852.065374016949
1995-06,861.6376672461154
1995-07,897.9491322001152
1995-08,862.3453944138473
1995-09,915.9127991550694
1995-10,904.8301874938421
1995-11,863.4288663999987
1995-12,782.2163792031813
1996-01,775.2744149460992
1996-02,736.6998480468745
1996-03,738.1141385573098
1996-04,868.1172517610477
1996-05,842.0819142101677
1996-06,750.5265122727503
1996-07,789.6245386568693
1996-08,740.185317015016
1996-09,758.9758864696782
1996-10,765.3502137169703
1996-11,731.5572858980505
1996-12,628.3405635748248
1997-01,653.5020434169508
1997-02,667.2348668434887
1997-03,636.6013896478479
1997-04,679.2112576904011
1997-05,685.345030907428
1997-06,665.4918838588194
1997-07,635.42402207818
1997-08,601.1499054697551
1997-09,552.6244669368037
1997-10,387.2511073459182
1997-11,251.4856074953282
1997-12,126.75199702870889
1998-01,203.25633830581188
1998-02,181.89531089345263
1998-03,198.70902139155757
1998-04,161.55238444384983
1998-05,123.63514430729177
1998-06,109.84490818691191
1998-07,145.06081329819233
1998-08,116.76031921693637
1998-09,113.30788039940283
1998-10,138.97248805168218
1998-11,192.95065340722783
1998-12,261.36950881721265
1999-01,275.7420413260046
1999-02,243.27713743588708
1999-03,289.7157688272377
1999-04,398.3220574271152
1999-05,371.19402185619373
1999-06,401.0878196890878
1999-07,411.41234237302814
1999-08,393.445757191202
1999-09,335.08173628550793
1999-10,341.0084256459309
1999-11,369.44146093283615
1999-12,333.9479976655272
2000-01,320.99461510714775
2000-02,303.61461253533764
2000-03,301.2329648090346
2000-04,248.51103428819317
2000-05,221.88293214213752
2000-06,242.58686512319775
2000-07,228.79988129170346
2000-08,233.4083635604296
2000-09,210.0695951418436
2000-10,178.44323223871277
2000-11,161.31794392054724
2000-12,142.5218972345698
2001-01,190.943852357991
2001-02,190.4631986478587
2001-03,160.64330458558243
2001-04,177.98887310791505
2001-05,212.13342696090143
2001-06,208.58544748702946
2001-07,179.29583197762327
2001-08,180.1665759201637
2001-09,161.1347222540267
2001-10,180.09637851363507
2001-11,217.0222338339197
2001-12,220.9202912151085
2002-01,254.32126577090042
2002-02,274.4900468677604
2002-03,314.5884221368319
2002-04,274.2569118410706
2002-05,268.3434391532769
2002-06,245.736799615895
2002-07,251.24230314872807
2002-08,256.4626104726108
2002-09,208.85028490004436
2002-10,215.16400509509674
2002-11,241.74317224185256
2002-12,214.86287877062952
2003-01,209.85843640096277
2003-02,207.9398207703108
2003-03,187.70464050807556
2003-04,220.54735567487532
2003-05,249.7912058603606
2003-06,262.305732005466
2003-07,271.128277399127
2003-08,294.13180770166747
2003-09,270.13915579956625
2003-10,286.5297606488413
2003-11,297.9185847555448
2003-12,315.16321246602155
2004-01,315.36147681265663
2004-02,320.53885910640895
2004-03,326.94533531290335
2004-04,319.1361674135307
2004-05,289.8843428423899
2004-06,291.6125514521668
2004-07,266.46645499736087
2004-08,299.6999175398628
2004-09,316.93799821096195
2004-10,331.7213202717895
2004-11,377.0835056244806
2004-12,388.26406016638407
2005-01,406.72641830190446
2005-02,464.2645549316717
2005-03,438.22469184986875
2005-04,417.8626114300311
2005-05,439.3352812189638
2005-06,471.28625375479453
2005-07,504.47515592168077
2005-08,496.96869642081805
2005-09,570.0812615032053
2005-10,555.2399849051797
2005-11,653.5052121844063
2005-12,671.5907748482416
2006-01,695.9149409246241
2006-02,691.5210484224446
2006-03,689.7033181486762
2006-04,743.545068283897
2006-05,685.4268642992523
2006-06,643.9547526638927
2006-07,631.8304079583936
2006-08,659.4413671028708
2006-09,694.4584336999808
2006-10,703.2056681316302
2006-11,768.2259777384597
2006-12,761.6730204308197
2007-01,690.7239505472056
2007-02,722.3792002532311
2007-03,769.1847203505118
2007-04,851.7496613475079
2007-05,1000.0
2007-06,1049.7573705324214
2007-07,1197.5645704275298
2007-08,1143.3889668032612
2007-09,1199.4019621986413
2007-10,1325.126538288064
2007-11,1147.2679814598794
2007-12,1122.8237291403848
2008-01,943.6416519354362
2008-02,1016.6496802410567
2008-03,924.936296752435
2008-04,960.78487205859
2008-05,948.6327612445881
2008-06,887.3886955532988
2008-07,838.7586896393352
2008-08,712.3110091708902
2008-09,611.2001109749452
2008-10,392.09460664150487
2008-11,362.23643829209465
2008-12,462.82095916554084
2009-01,435.94093620873673
2009-02,385.68822669390215
2009-03,499.137642714981
2009-04,636.1522791336771
2009-05,678.8031562674515
2009-06,637.5173137701058
2009-07,688.321871240127
2009-08,700.9736385580384
2009-09,751.2461821980927
2009-10,720.0098147374983
2009-11,704.2379376530839
2009-12,758.3200575455816
2010-01,709.0638152434952
2010-02,720.6779690339561
2010-03,769.4004370947309
2010-04,793.6710661499891
2010-05,712.2596959866802
2010-06,738.8650045387129
2010-07,763.492577395821
2010-08,745.2860110378629
2010-09,853.7350570841611
2010-10,896.0932679696994
2010-11,834.036007779883
2010-12,878.1816957660038
2011-01,913.5180014471362
2011-02,853.9831323897455
2011-03,932.0950499613602
2011-04,977.4669257546011
2011-05,950.9741932017663
2011-06,976.3888404198514
2011-07,1072.7429688795637
2011-08,963.7812305427218
2011-09,780.5905060533489
2011-10,897.7052540255261
2011-11,851.5907669054226
2011-12,835.5631447564024
2012-01,889.6059015447725
2012-02,918.3486144426832
2012-03,871.592024431918
2012-04,826.66494274595
2012-05,753.1330956237356
2012-06,798.6575535864416
2012-07,787.9760345315923
2012-08,842.5938843634784
2012-09,899.1350033672915
2012-10,881.3810040571061
2012-11,879.9803375710692
2012-12,894.2598013311043
2013-01,880.2108490939596
2013-02,920.1211153708894
2013-03,930.1429711798273
2013-04,959.6873396182133
2013-05,933.4583941745759
2013-06,840.4855697366211
2013-07,898.7354253440608
2013-08,864.6124597360756
2013-09,938.947329005365
2013-10,948.8511899422945
2013-11,941.4148926504178
2013-12,924.8413175033162
2014-01,926.7718315110637
2014-02,953.175072050161
2014-03,970.9680956725018
2014-04,1012.4636451322789
