Date,BRAZIL SMALL CAP
1994-05,108.4454604995809
1994-06,111.24202355155326
1994-07,123.16523476764294
1994-08,160.80152774507093
1994-09,177.54455302043684
1994-10,186.3954746085085
1994-11,194.22817789923295
1994-12,186.89897721280522
1995-01,169.3298046812241
1995-02,155.63310800307187
1995-03,140.40170545186294
1995-04,145.1016544786168
1995-05,140.2262398339189
1995-06,131.14753010506732
1995-07,124.97644784405296
1995-08,125.16093434120143
1995-09,126.20805027809403
1995-10,115.43898637605514
1995-11,106.50820916233042
1995-12,100.25593724760272
1996-01,110.41402278657647
1996-02,111.36886298262371
1996-03,106.75926800699128
1996-04,107.878102356936
1996-05,118.69036856181754
1996-06,122.99298079894437
1996-07,120.57069376273209
1996-08,118.21240907395315
1996-09,122.86270284320975
1996-10,124.3737748686788
1996-11,124.45691904579841
1996-12,123.52832800907188
1997-01,132.9127299466548
1997-02,145.64502300383793
1997-03,145.3383893696791
1997-04,149.5345955937973
1997-05,160.13675261480608
1997-06,171.61273506974095
1997-07,177.07538968693794
1997-08,164.82075323224754
1997-09,169.1075817729576
1997-10,149.87715771585184
1997-11,126.63789440440873
1997-12,126.27798885446816
1998-01,112.45298599626373
1998-02,115.97155142636576
1998-03,139.62343657932652
1998-04,148.2600220882068
1998-05,128.6762412566971
1998-06,122.82123500905261
1998-07,119.89987501333682
1998-08,96.05988494789965
1998-09,84.66557408968005
1998-10,79.0906066274456
1998-11,82.80179442568351
1998-12,82.06043672281402
1999-01,51.124922734009886
1999-02,52.40890431746231
1999-03,72.20911360213101
1999-04,75.53698172705894
1999-05,77.43293258148877
1999-06,82.89372246308552
1999-07,81.89422883953743
1999-08,75.53040490953347
1999-09,81.99101125018568
1999-10,88.64136083764161
1999-11,104.98963767689115
1999-12,132.42283811192152
2000-01,139.7229154378572
2000-02,142.45941159765366
2000-03,147.46194257042046
2000-04,134.83747232706787
2000-05,128.2343068238195
2000-06,144.05544682786274
2000-07,160.80436784567434
2000-08,167.4193440874541
2000-09,163.58738695831386
2000-10,151.1083097957423
2000-11,138.7949413212547
2000-12,149.36065704166418
2001-01,166.97095085899056
2001-02,157.4388391056272
2001-03,143.31252336431655
2001-04,138.2311817565274
2001-05,122.35958171896252
2001-06,128.17450595333653
2001-07,116.37263229561584
2001-08,106.84988288265924
2001-09,87.58905943111846
2001-10,94.51993738100222
2001-11,108.7495118060394
2001-12,124.35484289118548
2002-01,119.03686216683738
2002-02,127.22238176309664
2002-03,127.95457399486413
2002-04,125.42145605314057
2002-05,115.65846604477103
2002-06,94.71443161535252
2002-07,72.4170313678307
2002-08,86.31078006361507
2002-09,62.17234443655355
2002-10,72.65901765797857
2002-11,75.08373960653866
2002-12,83.8670766572964
2003-01,82.60386663795556
2003-02,80.80560004303308
2003-03,92.38757420131986
2003-04,116.57914790927983
2003-05,120.13360216707169
2003-06,128.90984006016416
2003-07,130.89799227798636
2003-08,146.27231455553977
2003-09,158.0549720819389
2003-10,174.75191542735578
2003-11,193.5722290485122
2003-12,229.38592641846182
2004-01,224.15099790247038
2004-02,225.64386709697686
2004-03,235.35461606306612
2004-04,210.50589524041484
2004-05,198.70973612753826
2004-06,213.00869985950973
2004-07,235.63416434604056
2004-08,267.6853047430855
2004-09,285.4888982115135
2004-10,280.49723040006927
2004-11,321.1823693468376
2004-12,349.7269858385515
2005-01,336.4877699091918
2005-02,367.6466534141469
2005-03,333.64811256980715
2005-04,325.70460891361415
2005-05,351.88966439930954
2005-06,346.1440789800541
2005-07,346.7571451302085
2005-08,367.47909548136545
2005-09,441.2397335419288
2005-10,414.37442483196344
2005-11,456.2636328089615
2005-12,465.3220966946635
2006-01,562.248988867418
2006-02,593.0299215598444
2006-03,572.097497352225
2006-04,610.8316665309807
2006-05,513.4159897612226
2006-06,554.8682779957564
2006-07,548.2738948477852
2006-08,585.8790386353767
2006-09,591.0904642479853
2006-10,637.8782145274058
2006-11,678.7334578362022
2006-12,743.2542596799832
2007-01,756.9768044803807
2007-02,763.4088894830999
2007-03,813.403563480594
2007-04,881.0355240247619
2007-05,1000.0
2007-06,1039.0550331574773
2007-07,1085.4210025733496
2007-08,1022.5162734241057
2007-09,1133.5263175125115
2007-10,1259.9822823421152
2007-11,1165.5930404334658
2007-12,1149.7531078995335
2008-01,990.2077292383772
2008-02,1111.1825666587126
2008-03,963.3259416708327
2008-04,1081.6107848586032
2008-05,1212.124129148075
2008-06,1137.636294279714
