Date,BRAZIL SMALL CAP
2008-07,1086.5671311995613
2008-08,942.8863336353514
2008-09,602.5456527555516
2008-10,398.6696284498177
2008-11,380.8550421837308
2008-12,387.48257016124376
2009-01,400.9337237984927
2009-02,389.81817069795244
2009-03,412.78707861323653
2009-04,572.232554567455
2009-05,703.9745532573959
2009-06,728.8106572499122
2009-07,897.2553330020502
2009-08,971.8465422061751
2009-09,1091.5931275867463
2009-10,1133.4858968181325
2009-11,1264.5937655721489
2009-12,1354.003763327285
2010-01,1272.6617545662964
2010-02,1323.8745828282174
2010-03,1324.7892135515608
2010-04,1367.0101183840995
2010-05,1244.0314824180934
2010-06,1313.5802321127724
2010-07,1440.2965835822874
2010-08,1514.0137510094848
2010-09,1660.083359269378
2010-10,1815.605767865488
2010-11,1837.0187235625667
2010-12,1938.633231088936
2011-01,1801.7264336527098
2011-02,1806.3148948602766
2011-03,1893.8932464665843
2011-04,1996.3429120040996
2011-05,1976.7906250527224
2011-06,1936.5404642409424
2011-07,1859.2168981025652
2011-08,1773.6631587111938
2011-09,1423.8858826261794
2011-10,1666.1587499026462
2011-11,1520.8279654852363
2011-12,1471.5848731722454
2012-01,1698.3487063885625
2012-02,1893.3137625998754
2012-03,1845.0503484584412
2012-04,1772.3423691442158
2012-05,1548.6465520684503
2012-06,1562.1148796217462
2012-07,1580.9918473402574
2012-08,1748.6382110044317
2012-09,1799.693172733618
2012-10,1793.6264228746716
2012-11,1732.4387125283586
2012-12,1903.8313474506485
2013-01,1976.1312352523623
2013-02,1986.9846587131585
2013-03,1920.4925630381738
2013-04,1925.0631175471237
2013-05,1746.5049585923302
2013-06,1517.987154289298
2013-07,1458.3411703389675
2013-08,1389.4030595269378
2013-09,1556.763965556956
2013-10,1548.2532474612858
2013-11,1432.615479025455
2013-12,1405.8941411672774
2014-01,1265.3261713904917
2014-02,1283.3867600674446
2014-03,1355.0929932668848
2014-04,1368.7871664447941
2014-05,1400.73762232516
2014-06,1472.0043964957101
2014-07,1389.8536412097415
2014-08,1514.80019431298
2014-09,1251.4070356373554
2014-10,1239.7382020246077
2014-11,1178.9184617860872
2014-12,1050.2675741984212
2015-01,893.7410984348056
2015-02,878.2180014435269
2015-03,788.2983318286849
2015-04,884.3973852312171
2015-05,813.6113785825387
2015-06,820.6152714042661
2015-07,701.2205152847341
2015-08,607.3075344470919
2015-09,537.4490473502284
2015-10,580.0131912926724
2015-11,554.2932989165371
2015-12,533.8828452929531
2016-01,477.7513489146719
2016-02,509.17647139447195
2016-03,634.8036659521125
2016-04,691.8267941385654
2016-05,632.8504623982687
2016-06,779.6058799777974
2016-07,885.295804691215
2016-08,876.7382862035879
2016-09,883.678427314928
2016-10,982.2633722929578
2016-11,849.1210644842113
2016-12,874.1992231519056
2017-01,1021.695772079907
2017-02,1097.670972794273
2017-03,1056.466329994757
2017-04,1088.911161
2017-05,1033.616674
2017-06,1023.83064
2017-07,1180.075668
2017-08,1289.463951
2017-09,1349.59958
2017-10,1286.576068
2017-11,1244.422377
2017-12,1332.388247
2018-01,1471.684295
2018-02,1442.549166
2018-03,1402.703816
2018-04,1371.067092051888
2018-05,1139.4239683676944
2018-06,1059.1813587919278
2018-07,1151.8900849981933
2018-08,1004.1237373322471
2018-09,1017.6909672811411
2018-10,1222.328851571696
2018-11,1223.0977253375866
2018-12,1249.300447889842
2019-01,1462.6453738809025
2019-02,1392.0079468686479
2019-03,1338.8087104085348
2019-04,1345.4802677267103
2019-05,1383.5463546056967
2019-06,1503.5064827695344
2019-07,1635.2625743954022
2019-08,1502.5403401643593
2019-09,1523.5955850974597
2019-10,1621.185608623928
2019-11,1610.4518707478019
2019-12,1901.017032582341
2020-01,1851.0203767281998
2020-02,1611.7117341721084
2020-03,867.4248961349922
2020-04,952.4254421151418
2020-05,1001.5542084122566
2020-06,1131.3502742649262
2020-07,1293.0096645309777
2020-08,1233.1560392271429
2020-09,1150.633610276239
2020-10,1113.2897527298026
2020-11,1376.6374662391502
2020-12,1528.0418088651813
2021-01,1420.836770510044
2021-02,1370.8012944588563
2021-03,1432.6189447381728
2021-04,1570.4154345682623
2021-05,1743.5517331432804
2021-06,1831.8025862201541
2021-07,1688.7075609437898
2021-08,1634.9286612087665
2021-09,1488.861781767501
2021-10,1272.6794286936822
2021-11,1222.7459807437324
2021-12,1299.8075031097997
2022-01,1408.6576721888887
2022-02,1400.0332745223018
2022-03,1635.2554679448813
2022-04,1438.0313326555336
2022-05,1491.761048644391
2022-06,1152.8082726257276
2022-07,1218.446721192822
2022-08,1331.948507560089
2022-09,1243.012710790725
2022-10,1379.0272781769581
2022-11,1236.6365779390726
2022-12,1193.338821582619
2023-01,1301.8854403432506
2023-02,1156.4623472258538
2023-03,1175.9895614833472
2023-04,1224.3340737973053
2023-05,1338.2778050640609
2023-06,1523.0012014629483
2023-07,1585.0091779043573
