Date,CANADA SMALL CAP
2014-06,459.8136802758794
2014-07,439.73826903824073
2014-08,454.8503113137928
2014-09,406.7216739196505
2014-10,379.4739925032215
2014-11,368.863353830005
2014-12,359.2613944582055
2015-01,325.16179348467733
2015-02,343.45974845482044
2015-03,328.6814098499611
2015-04,360.91685003508957
2015-05,348.7978082529545
2015-06,336.8446567325896
2015-07,303.8066139989133
2015-08,288.2875004797351
2015-09,271.0441770153671
2015-10,285.64290879621376
2015-11,277.4927487305523
2015-12,257.8856046858079
2016-01,246.37072041260294
2016-02,266.8208322547142
2016-03,297.77800120789516
2016-04,334.29844091905613
2016-05,322.15067919579036
2016-06,335.7314287490017
2016-07,349.8646465922587
2016-08,339.0096911947535
2016-09,343.28668603066194
2016-10,328.6742391643209
2016-11,331.2571322552729
2016-12,337.5125839930614
2017-01,351.73034045802956
2017-02,348.1842678652344
2017-03,352.0028297157986
2017-04,339.886541
2017-05,337.144945
2017-06,350.620215
2017-07,359.195648
2017-08,363.007522
2017-09,368.797932
2017-10,363.376903
2017-11,361.849134
2017-12,381.186888
2018-01,381.336353
2018-02,352.552029
2018-03,350.07393
2018-04,361.79714731020687
2018-05,368.94074541518916
2018-06,371.1040183667033
2018-07,370.06861730729923
2018-08,371.90003495935986
2018-09,368.99535866764063
2018-10,337.2914212400911
2018-11,323.903303533234
2018-12,304.5399248827467
2019-01,344.6704593946267
2019-02,354.8146762456055
2019-03,346.89832662647706
2019-04,345.84183618848147
2019-05,329.08179704885555
2019-06,354.902387443055
2019-07,363.13164081098375
2019-08,360.44688190543314
2019-09,360.38025300118306
2019-10,359.0506042781545
2019-11,369.5881810098995
2019-12,397.2674755222972
2020-01,385.9925954697956
2020-02,350.3330807312406
2020-03,247.72331616099015
2020-04,316.9095254834078
2020-05,335.0553226973566
2020-06,356.9587203489403
2020-07,389.16877305051383
2020-08,410.92395399345577
2020-09,388.05632001864245
2020-10,386.36970776523276
2020-11,440.78615360233675
2020-12,468.11358937338514
2021-01,473.06968525222976
2021-02,499.85319822962066
2021-03,510.48122065559113
2021-04,538.3583803395934
2021-05,564.9493164877879
2021-06,560.869674613243
2021-07,558.4091327065103
2021-08,561.6047869296315
2021-09,554.538385496806
2021-10,591.9535410692768
2021-11,558.5631334391517
2021-12,575.2195844945824
2022-01,564.2478085496765
2022-02,579.8856965773591
2022-03,610.250819993442
2022-04,563.5262855929855
2022-05,562.1649916917545
2022-06,487.75933490057736
2022-07,530.4796018144528
2022-08,512.2936945979411
2022-09,457.8783598061507
2022-10,488.0461973907832
2022-11,522.7089061779719
2022-12,504.39289358936816
2023-01,551.4033076780853
2023-02,524.1379394063522
2023-03,532.7034434002351
2023-04,529.8635160693979
2023-05,509.1042783418104
2023-06,530.5109174777846
2023-07,558.8089342916792
