Date,CANADA SMALL CAP
2000-12,100.0
2001-01,102.1845046241778
2001-02,97.43883611783522
2001-03,97.83855049435353
2001-04,107.82443489247056
2001-05,112.56687708913645
2001-06,110.93347948449629
2001-07,107.87801542561785
2001-08,106.89698369988761
2001-09,98.63410414293892
2001-10,101.759741158371
2001-11,107.13594412806145
2001-12,114.10628754551661
2002-01,117.88182658654502
2002-02,118.96482006099431
2002-03,127.10152327900022
2002-04,127.27653031366808
2002-05,136.39278251000127
2002-06,125.90064234421718
2002-07,110.18691733652255
2002-08,110.45436917005675
2002-09,103.50888444395315
2002-10,107.47241639592336
2002-11,109.66260468777068
2002-12,110.50413375276882
2003-01,112.9567829332122
2003-02,112.92857552092578
2003-03,108.75575901076192
2003-04,116.4369135751537
2003-05,130.03429083820163
2003-06,135.37696547472888
2003-07,138.361689555262
2003-08,147.20537479256
2003-09,152.0799231895257
2003-10,164.17187939098258
2003-11,172.41778445155782
2003-12,183.40904850184086
2004-01,178.5944801661924
2004-02,187.21831833806363
2004-03,190.93417989623026
2004-04,174.15339467125403
2004-05,182.2704780736983
2004-06,185.06671012124403
2004-07,179.17782252913736
2004-08,176.35993923293555
2004-09,188.47590776533224
2004-10,194.49916798622542
2004-11,210.8353086920308
2004-12,214.4782987591656
2005-01,208.63274500546555
2005-02,222.40083015022557
2005-03,219.60300361058597
2005-04,203.33783052297466
2005-05,209.25275682946148
2005-06,214.1782553803918
2005-07,219.64949823686482
2005-08,230.49751663576635
2005-09,238.77945133342385
2005-10,220.9085830860666
2005-11,231.046484053033
2005-12,243.0549602841623
2006-01,269.2967339770243
2006-02,264.81742372023194
2006-03,274.0417896333132
2006-04,297.33241888914864
2006-05,288.42895451783113
2006-06,275.2448208785543
2006-07,275.0535244964495
2006-08,286.1368168128567
2006-09,269.30018930845006
2006-10,287.7364716843361
2006-11,300.3027261861634
2006-12,299.61649948514093
2007-01,304.4455706679387
2007-02,312.1075113073632
2007-03,326.1639715959219
2007-04,343.03604161705965
2007-05,370.6656767140957
2007-06,369.81928553360444
2007-07,360.6224798289722
2007-08,338.22073392898415
2007-09,379.4409267223902
2007-10,420.39524986808954
2007-11,353.56748277533035
2007-12,363.3967745192839
2008-01,330.62570526833207
2008-02,362.15826903601123
2008-03,333.62926784515963
2008-04,345.2523296569891
2008-05,363.22885846540277
2008-06,350.81484100342857
2008-07,319.75331045952487
2008-08,311.722967479985
2008-09,245.54340903051227
2008-10,163.93269080744204
2008-11,149.15340342698
2008-12,156.53359408522542
2009-01,158.1096334560919
2009-02,145.691865754449
2009-03,154.0196940432324
2009-04,178.78758984342176
2009-05,216.59865123320898
2009-06,203.4755419721048
2009-07,228.83429248195864
2009-08,237.473258953387
2009-09,266.82178505783673
2009-10,268.5844657860717
2009-11,291.1174935041896
2009-12,308.2343620403905
2010-01,295.4183087312187
2010-02,315.06613222991604
2010-03,341.9540462665132
2010-04,356.2198794742435
2010-05,324.7971983942035
2010-06,309.573644458771
2010-07,334.76053112429327
2010-08,333.7208998624379
2010-09,370.2513845256864
2010-10,392.676614869849
2010-11,409.19688489558916
2010-12,446.8323992865548
2011-01,441.59390542503354
2011-02,470.7909006263566
2011-03,470.9101101811055
2011-04,485.19042976796624
2011-05,465.6643122794874
2011-06,441.92375047723687
2011-07,453.6247106385067
2011-08,426.64263741831536
2011-09,348.5441235104538
2011-10,398.24071417691147
2011-11,387.84422380863214
2011-12,379.8604187489564
2012-01,410.99930966094786
2012-02,425.70682831998784
2012-03,403.2123346383751
2012-04,399.9624480924178
2012-05,353.3267422171587
2012-06,352.21949243818153
2012-07,364.41242493676333
2012-08,379.55099649337825
2012-09,398.7247002484733
2012-10,391.5744231569223
2012-11,382.81833857290076
2012-12,389.0645740382233
2013-01,397.03269919858855
2013-02,377.77940068257544
2013-03,386.7161322416549
2013-04,377.9868802713298
2013-05,368.6932445342103
2013-06,345.96007984330424
2013-07,372.5458284548628
2013-08,368.3867488882475
2013-09,382.58724623554303
2013-10,391.2025454288307
2013-11,381.6624906365216
2013-12,391.1590731687366
2014-01,377.97905198889475
2014-02,404.2399407001768
2014-03,407.8472367929516
2014-04,423.4208742454843
2014-05,423.80681158399466
