Date,CROATIA SMALL CAP
2010-11,1000.0
2010-12,1116.337503314459
2011-01,1212.5062871143593
2011-02,1214.1932417475039
2011-03,1252.1093622814362
2011-04,1266.1566589778588
2011-05,1270.680685952121
2011-06,1242.3258531813915
2011-07,1135.3642014820823
2011-08,1052.181570233142
2011-09,851.6982895660753
2011-10,846.9034806342173
2011-11,768.9931177082213
2011-12,745.8094431586678
2012-01,779.7886892467884
2012-02,806.7022243895276
2012-03,814.9953311595532
2012-04,804.4714450625382
2012-05,692.7761463275926
2012-06,715.5145141668662
2012-07,699.1653495411429
2012-08,718.8573185771904
2012-09,785.8729179329836
2012-10,824.0686630894529
2012-11,848.1520823487222
2012-12,889.3322387128295
2013-01,970.6229375087635
2013-02,980.4590716412775
2013-03,1003.2576654247989
2013-04,1004.3275386510958
2013-05,950.8263688282598
2013-06,977.5687390343481
2013-07,1046.0127935794535
2013-08,929.9498866574138
2013-09,944.7119202531717
2013-10,922.8231408261272
2013-11,925.5576916622929
2013-12,941.9149074758758
2014-01,964.250558962634
2014-02,974.4698458008149
2014-03,968.5210527038447
2014-04,976.3675246167215
2014-05,965.0766148382373
2014-06,1021.0311168300125
2014-07,1007.1132800880198
2014-08,1022.8731961519483
2014-09,1023.7283747506408
2014-10,970.5053067679479
2014-11,940.9683578901838
2014-12,902.71147140596
2015-01,836.3197375174044
2015-02,833.09851474647
2015-03,786.8738161195173
2015-04,857.0085753062122
2015-05,830.7914444955921
2015-06,834.9151283743101
2015-07,850.3889397510654
2015-08,853.256650172919
2015-09,835.7867492533543
2015-10,887.8693924702505
2015-11,810.476860784997
2015-12,830.4018888698145
2016-01,799.8293968322349
2016-02,799.9376135615909
2016-03,889.5968041303869
2016-04,907.7423548411333
2016-05,912.720630910631
2016-06,881.2250502964462
2016-07,931.1076910188472
2016-08,957.0677278058918
2016-09,1000.755421736871
2016-10,985.3710229780058
2016-11,958.0870392783215
2016-12,940.3651156836565
2017-01,1024.3129360386554
2017-02,1032.6799130931465
2017-03,830.9424181128685
2017-04,801.030164
2017-05,798.49622
2017-06,829.66881
2017-07,798.780451
2017-08,824.665702
2017-09,765.245488
2017-10,775.079398
2017-11,792.703699
2017-12,791.826066
2018-01,845.165778
2018-02,802.806374
2018-03,801.072828
2018-04,792.7147511884097
2018-05,813.0266952404386
2018-06,815.1783312850368
2018-07,828.3432420960017
2018-08,813.5429692461652
2018-09,804.5390992382052
2018-10,772.6482194969075
2018-11,757.1237361129851
2018-12,751.5309311524844
2019-01,779.8789707096633
2019-02,785.6465377449423
2019-03,783.0641239386251
2019-04,812.5093339384433
2019-05,826.0545685198664
2019-06,839.0146881614573
2019-07,824.3803052747572
2019-08,791.6658059513569
2019-09,839.536223847011
2019-10,863.9393370013348
2019-11,864.9485638435949
2019-12,895.6899881248911
2020-01,878.339661035543
2020-02,817.4755810280459
2020-03,612.2562332491625
2020-04,647.4509556718928
2020-05,719.6149375286464
2020-06,706.6217789598169
2020-07,752.094489845412
2020-08,780.134116300842
2020-09,784.8700919535062
2020-10,763.9598621900657
2020-11,851.9680014030823
2020-12,895.0083304365892
2021-01,895.0028898989561
2021-02,906.3131988323222
2021-03,911.3647275710063
2021-04,935.0928920362903
2021-05,984.176328424836
2021-06,981.7462433857206
2021-07,966.6972585404126
2021-08,975.7259893671747
2021-09,973.8519616218516
2021-10,1007.2234098884553
2021-11,950.1737934847497
2021-12,1007.3350633122194
2022-01,1031.443078392377
2022-02,941.5971887462946
2022-03,976.2634247320498
2022-04,936.5996018944332
2022-05,934.1590574419558
2022-06,891.5505188747222
2022-07,850.1595711881565
2022-08,859.5689450277354
2022-09,783.0673000903873
2022-10,809.374083790289
2022-11,813.3591087645997
2022-12,877.2216265004967
2023-01,957.397772500451
2023-02,965.2158763010407
2023-03,988.061975087644
2023-04,1013.0364625495513
2023-05,996.2707205345833
2023-06,1093.8595098428284
2023-07,1136.9866163731067
