Date,SINGAPORE SMALL CAP
2000-12,100.0
2001-01,99.50640945564726
2001-02,102.10985835061162
2001-03,87.29658956499799
2001-04,92.69387303258385
2001-05,88.95654418079279
2001-06,96.1301035650462
2001-07,92.88917874964893
2001-08,92.57642802568056
2001-09,79.72030005947644
2001-10,78.58272756368241
2001-11,84.66297709542853
2001-12,89.43500904011958
2002-01,99.29726816935322
2002-02,98.23707295915216
2002-03,99.29706667601587
2002-04,99.68991024268671
2002-05,99.773043888773
2002-06,98.59367667839577
2002-07,95.43729218239112
2002-08,94.348221714247
2002-09,83.32396024864164
2002-10,90.49806190480322
2002-11,92.50718491377003
2002-12,91.82396852626383
2003-01,91.76589832845325
2003-02,93.18941156605767
2003-03,92.34263566212655
2003-04,94.4415944181126
2003-05,106.64669216157395
2003-06,112.4012775828939
2003-07,120.55760528071808
2003-08,122.01701402524807
2003-09,128.31531955144337
2003-10,136.82689834564437
2003-11,134.24745568170417
2003-12,140.45519276664407
2004-01,148.91255131104208
2004-02,148.5731348173088
2004-03,154.34858820471675
2004-04,145.90869001237613
2004-05,148.49380611422515
2004-06,150.87894671921322
2004-07,152.56771386093337
2004-08,157.8514339571586
2004-09,166.72657596831118
2004-10,172.37823559795615
2004-11,181.5801351468195
2004-12,191.84848096498223
2005-01,196.75178515028588
2005-02,207.69237851269105
2005-03,207.5628863993489
2005-04,214.6887045031146
2005-05,219.32808357715166
2005-06,231.139591781193
2005-07,243.644300106492
2005-08,237.99157032864434
2005-09,248.01253634252186
2005-10,237.87752406382805
2005-11,243.94997485945498
2005-12,250.99805028215542
2006-01,271.3141294230531
2006-02,287.862850681815
2006-03,301.75406390834655
2006-04,317.8488339777058
2006-05,291.24331981722094
2006-06,290.97036387156675
2006-07,293.08927390001276
2006-08,307.5152606409574
2006-09,321.01959131260486
2006-10,344.103144077142
2006-11,372.18996443387874
2006-12,398.88952356849956
2007-01,433.3876630577065
2007-02,436.42747490344203
2007-03,468.91900332095736
2007-04,498.5291547825696
2007-05,504.21364499863256
2007-06,532.08488209919
2007-07,517.2269948255217
2007-08,486.74407905688133
2007-09,530.1753764979317
2007-10,554.1166728034647
2007-11,506.6265610366391
2007-12,517.0202977110386
2008-01,443.42280996000346
2008-02,470.51920841685467
2008-03,453.1649033256346
2008-04,475.35605345077687
2008-05,483.82716541586717
2008-06,447.8895065631117
2008-07,417.9183653780889
2008-08,363.3331828551096
2008-09,300.1237996406896
2008-10,194.0828926573116
2008-11,182.6271491647978
2008-12,209.9935659443026
2009-01,200.65714363099394
2009-02,181.49036028518634
2009-03,191.07271269824048
2009-04,225.97320869236427
2009-05,322.14509796932856
2009-06,315.85503263029995
2009-07,369.7342279656647
2009-08,375.3934025103476
2009-09,398.86513242287486
2009-10,407.7367892294556
2009-11,416.6850068077541
2009-12,448.3812611758843
2010-01,433.4407857927951
2010-02,436.1826159994308
2010-03,461.71826520583573
2010-04,491.08197990158055
2010-05,440.5867740636367
2010-06,457.1318356693326
2010-07,498.8107191853117
2010-08,489.3079505315064
2010-09,534.2571655998128
2010-10,554.6969865277177
2010-11,541.844480893764
2010-12,575.9317365067247
2011-01,570.1334843724007
2011-02,542.0112505482718
2011-03,558.4429682970755
2011-04,586.6143314025256
2011-05,576.8418599515261
2011-06,570.1130642162651
2011-07,583.6327146581791
2011-08,529.2496151762167
2011-09,438.80215381209996
2011-10,487.97658002147887
2011-11,444.82948461555713
2011-12,433.328758305287
2012-01,488.54290299757514
2012-02,520.9865526579708
2012-03,520.4022936749783
2012-04,524.9456916386843
2012-05,482.52266372890864
2012-06,510.03919675161677
2012-07,541.666587572037
2012-08,558.4978098957167
2012-09,594.0484118546565
2012-10,598.9755512386407
2012-11,608.6337426769222
2012-12,629.2367581551634
2013-01,657.1050587298799
2013-02,666.3640172597321
2013-03,674.1648862637327
2013-04,691.1226176060438
2013-05,652.3214556773046
2013-06,615.1100091824821
2013-07,619.5302924097884
2013-08,591.9695713498329
2013-09,652.3043348557663
2013-10,618.0245154662908
2013-11,598.0008200901706
2013-12,593.2118471149406
2014-01,568.6891758129697
2014-02,584.8706539933413
2014-03,597.1929165993286
2014-04,621.7729882747792
2014-05,643.2126499370369
2014-06,648.0611522301043
2014-07,656.1716239817846
2014-08,654.6692311613704
2014-09,621.5747442393582
2014-10,615.2627217254008
2014-11,605.6055147206732
2014-12,584.566994204537
2015-01,597.6398678587905
2015-02,592.0232375522809
2015-03,585.3888801892183
2015-04,625.1431806824916
2015-05,604.4905109046774
2015-06,589.6107227556652
2015-07,565.4207821160095
2015-08,502.1782516264577
2015-09,496.24245646257185
2015-10,525.3886499852313
2015-11,511.42279870234114
2015-12,505.07577720373
2016-01,477.1756196402391
2016-02,500.9937397601188
2016-03,547.9516437161244
2016-04,560.0669465393644
2016-05,543.8379625182704
2016-06,553.8743689698722
2016-07,573.3118278838818
2016-08,570.4428254541134
2016-09,579.9415750793729
2016-10,565.7184315916314
2016-11,542.16429067228
2016-12,532.1834963967643
2017-01,563.9971048847935
2017-02,585.4026680986746
2017-03,596.2938904353459
2017-04,598.776153
2017-05,601.912908
2017-06,614.633682
2017-07,627.99662
2017-08,632.603788
2017-09,644.360694
2017-10,658.683478
2017-11,666.900102
2017-12,678.824908
2018-01,727.557531
2018-02,700.605946
2018-03,706.668867
2018-04,680.5784621030889
2018-05,665.4563420736674
2018-06,635.9601041553834
2018-07,652.0345266967549
2018-08,638.0341446810764
2018-09,641.8899986540082
2018-10,604.9219719179516
2018-11,623.5599663616799
2018-12,615.2463960000925
2019-01,667.4919067894501
2019-02,668.3602968466158
2019-03,677.5748357741049
2019-04,681.7955700908325
2019-05,662.7244168593751
2019-06,711.2306784364218
2019-07,698.1484263254962
2019-08,681.7829992243496
2019-09,696.1029040603768
2019-10,723.3252374925338
2019-11,729.3457746288974
2019-12,752.3536771830042
2020-01,742.7262583587063
2020-02,703.1312437600874
2020-03,540.2965068291347
2020-04,611.3455060254389
2020-05,638.002747232522
2020-06,652.3139616145188
2020-07,671.6418200712285
2020-08,684.9223331628896
2020-09,681.6002693015844
2020-10,653.7289392233702
2020-11,731.8736592698206
2020-12,750.5576356991206
2021-01,760.8256160642009
2021-02,764.0239973370693
2021-03,784.3161618242218
2021-04,827.0769172732467
2021-05,817.7527387765532
2021-06,795.0521504354435
2021-07,803.1557650776338
2021-08,805.6760147593687
2021-09,784.179773808546
2021-10,802.1705373854643
2021-11,780.0408412220546
2021-12,805.0806714502277
2022-01,769.5637372186143
2022-02,783.7823647073765
2022-03,829.5587175940985
2022-04,816.2895742020005
2022-05,801.8666032885924
2022-06,765.4669606570704
2022-07,784.8155676758652
2022-08,779.8291168775728
2022-09,698.6513366853485
2022-10,674.988709912579
2022-11,734.4320316318962
2022-12,742.5009939894416
2023-01,799.2025544505715
2023-02,763.9126498977624
2023-03,772.0455978507636
2023-04,767.8652555371617
2023-05,747.1015973937895
2023-06,771.3260734335876
2023-07,790.5073070224933
