Date,ZIMBABWE SMALL CAP
2010-11,1000.0
2010-12,915.4275715906189
2011-01,1084.7995713475268
2011-02,1096.2637259590067
2011-03,1549.1802024687536
2011-04,1571.6362126020356
2011-05,1557.560820495459
2011-06,1615.8048022764517
2011-07,1607.0633898932806
2011-08,1574.9205442554328
2011-09,1539.2398828156142
2011-10,1358.1885087086039
2011-11,1423.0421577330048
2011-12,1409.2663904967117
2012-01,1352.664478371165
2012-02,1436.9314475509386
2012-03,1345.0808035258244
2012-04,1242.6882998761073
2012-05,1237.3346198532952
2012-06,1202.5215773116024
2012-07,1258.360559924263
2012-08,1224.9831195619631
2012-09,1450.6373360678276
2012-10,1535.7340558470773
2012-11,1425.3455657536938
2012-12,1416.4371974875473
2013-01,1686.1651094223205
2013-02,1685.7215456143354
2013-03,1565.8578180756806
2013-04,1590.3126221445937
2013-05,1797.73868446057
2013-06,1729.0250683677305
2013-07,1993.8547706254694
2013-08,1599.1477793465629
2013-09,1730.2367494548591
2013-10,1791.532956919158
2013-11,1626.9515554485931
2013-12,1586.3802622046408
2014-01,1583.3558041125996
2014-02,1554.5213041990396
2014-03,1348.5785882441955
2014-04,1335.727728503211
2014-05,1355.5336916567833
2014-06,1459.9818085370518
2014-07,1462.097524733099
2014-08,1503.2513441840415
2014-09,1477.38993468227
2014-10,1400.6252087189944
2014-11,1268.0920477801744
2014-12,1250.0456447304064
2015-01,1269.9695302339962
2015-02,1322.8142645117985
2015-03,1231.5278448897102
2015-04,1240.1478900246286
2015-05,1235.4008236614668
2015-06,1201.972763497612
2015-07,1242.7236153783094
2015-08,1184.2289810500827
2015-09,1154.7311553692894
2015-10,1177.535903282388
2015-11,855.7803788777304
2015-12,801.5560612794069
2016-01,666.6730712535782
2016-02,619.6388819665307
2016-03,603.4309739978156
2016-04,682.8205484467508
2016-05,672.6027281002292
2016-06,654.3549065830888
2016-07,649.0866974149174
2016-08,669.4049843703178
2016-09,725.8215108380452
2016-10,931.7959240047207
2016-11,1086.9982774904017
2016-12,1134.8350932664055
2017-01,1134.2609975256441
2017-02,1114.5498632695198
2017-03,1102.3031297457712
2017-04,1140.934482
2017-05,1348.111841
2017-06,1548.758408
2017-07,1560.101321
2017-08,1637.193386
2017-09,3372.003206
2017-10,3473.242343
2017-11,2714.446917
2017-12,2604.866426
2018-01,2115.389193
2018-02,1863.095809
2018-03,1663.495219
2018-04,1728.0278030579866
2018-05,2049.3918155429465
2018-06,1970.7091093703386
2018-07,2219.101856947026
2018-08,2323.433112774058
2018-09,2222.727783034655
2018-10,3056.190422508348
2018-11,3018.6058018936606
2018-12,2737.9821860680286
2019-01,3005.289847686555
2019-02,2812.9821774573993
2019-03,2391.8433484825955
2019-04,2613.2694524461112
2019-05,3589.965989109947
2019-06,4110.200591480849
2019-07,3525.010059168767
2019-08,2803.8992395870455
2019-09,5399.6752235503745
2019-10,333.4308637441608
2019-11,362.13347391977646
2019-12,331.67274008175133
2020-01,499.0603672641501
2020-02,620.952572117672
2020-03,453.29297282624475
2020-04,490.8361180007198
2020-05,1264.4548852105165
2020-06,582.4761433413798
2020-07,435.2266635706475
2020-08,252.79172638277865
2020-09,278.72874707927514
2020-10,268.04909332133144
2020-11,294.77520197163165
2020-12,512.0604521413478
2021-01,754.764757591278
2021-02,861.2850427962594
2021-03,1053.0134748925739
2021-04,983.6311793067928
2021-05,1204.821124876482
2021-06,1230.7282096648987
2021-07,1326.7321188398223
2021-08,1638.078314203784
2021-09,2446.0008627820307
2021-10,3118.5950637399706
2021-11,2575.0672728936597
2021-12,2452.501816211606
2022-01,2904.478455206836
2022-02,3505.0541398257933
2022-03,3317.141143627882
2022-04,5664.115289794075
2022-05,2309.4333838721122
2022-06,1614.9246684764814
2022-07,1331.9436076573468
2022-08,821.1076273634573
2022-09,666.4277186648641
2022-10,837.0900442826717
2022-11,796.8355939148078
2022-12,560.3782214650241
2023-01,636.4634682403906
2023-02,726.0823562180466
2023-03,919.2410124499692
2023-04,850.3170083383156
2023-05,1275.9938455552265
