Date,INDONESIA SMALL CAP
2004-05,289.25092771104937
2004-06,285.2395175405771
2004-07,307.0450787929285
2004-08,300.34247485021837
2004-09,330.31730065345755
2004-10,353.32045331706206
2004-11,410.2405602328543
2004-12,421.6815056389936
2005-01,471.81466616139596
2005-02,498.6941838511323
2005-03,489.211292059216
2005-04,464.8094760741354
2005-05,497.7701324122812
2005-06,512.2874601075293
2005-07,537.6466758407387
2005-08,446.649657871806
2005-09,460.6926274656513
2005-10,453.60028742801563
2005-11,457.6029539204763
2005-12,492.8431113577853
2006-01,552.0273687065194
2006-02,564.933054155403
2006-03,600.7992869588286
2006-04,686.6373362826859
2006-05,577.1151825296267
2006-06,559.2496487476425
2006-07,614.0320649488482
2006-08,632.9127887271425
2006-09,647.646600460983
2006-10,681.7233904189223
2006-11,711.402845423896
2006-12,774.9637421290818
2007-01,787.4769352143057
2007-02,794.8034232369182
2007-03,815.6988359165327
2007-04,910.2423363568532
2007-05,1000.0
2007-06,993.469430033793
2007-07,1079.5041895875388
2007-08,949.6717434686482
2007-09,1041.72736926009
2007-10,1164.3190322043101
2007-11,1179.9358542461066
2007-12,1213.213990553974
2008-01,1183.039124576504
2008-02,1256.9337180884975
2008-03,1085.9294562592502
2008-04,1049.298846197787
2008-05,1157.3607255587724
2008-06,1131.185767219002
2008-07,1070.4879599972921
2008-08,977.5976058683558
2008-09,768.1582540808536
2008-10,398.8264887172395
2008-11,343.8385515475005
2008-12,416.6333357507509
2009-01,390.7214888523558
2009-02,384.332483239017
2009-03,402.32211489200637
2009-04,566.001456665784
2009-05,743.1788093278583
2009-06,777.9538135370515
2009-07,897.1770133963325
2009-08,886.229613568987
2009-09,950.631188794415
2009-10,885.1426776696117
2009-11,851.7168556138347
2009-12,859.7017117437068
2010-01,936.9106891573874
2010-02,903.5730370366882
2010-03,1012.3795207761017
2010-04,1109.4547350808796
2010-05,911.6270889369456
2010-06,956.8165140521475
2010-07,1014.3799760826752
2010-08,1032.2871424998932
2010-09,1226.6597390216052
2010-10,1306.5154543505655
2010-11,1256.720617806348
2010-12,1344.3469771355449
2011-01,1248.184263884867
2011-02,1283.243275711142
2011-03,1381.5923757867035
2011-04,1472.658259347344
2011-05,1447.4000812499473
2011-06,1406.802034061828
2011-07,1547.3826339342725
2011-08,1424.761278391757
2011-09,1196.847076936656
2011-10,1268.1427625867605
2011-11,1191.9143844150872
2011-12,1274.15072203848
2012-01,1338.9906405408117
2012-02,1397.9591609886634
2012-03,1453.3505232205184
2012-04,1497.5446079112858
2012-05,1307.896442250533
2012-06,1310.5176530590265
2012-07,1323.7858444410758
2012-08,1201.3144180562015
2012-09,1296.1938240093423
2012-10,1309.2522728666863
2012-11,1336.0326568558191
2012-12,1299.29488645996
2013-01,1346.0429419492875
2013-02,1488.952091156242
2013-03,1592.5211792535827
2013-04,1609.5579984404085
2013-05,1734.4302289133768
2013-06,1486.6036576354566
2013-07,1301.797949004353
2013-08,1070.4669618955338
2013-09,1086.696850560429
2013-10,1162.1777998031828
2013-11,973.4061187053582
2013-12,929.4904074240192
2014-01,966.9941739228054
2014-02,1111.9002625280275
2014-03,1194.426724144354
2014-04,1154.476436708169
2014-05,1158.8098684356864
2014-06,1073.5277827083876
2014-07,1171.1765027672661
2014-08,1187.1703672267104
2014-09,1080.189415094784
2014-10,1099.2710189254337
2014-11,1092.4735209310568
2014-12,1073.1688488002292
2015-01,1071.95935329804
2015-02,1091.5096032690246
2015-03,1019.577409337558
2015-04,962.0195172591954
2015-05,956.7863210003337
2015-06,873.9909966103492
2015-07,839.7513838953009
2015-08,697.4020326869932
2015-09,624.9903176355597
2015-10,726.5515971288727
2015-11,684.3611226612928
2015-12,720.1319405345836
2016-01,684.6708186936448
2016-02,745.6976138868396
2016-03,802.233758136733
2016-04,821.9010296750661
2016-05,779.1895427279952
2016-06,868.443533047089
2016-07,927.1545628008615
2016-08,914.8519372946055
2016-09,897.962705281469
2016-10,930.8345439658974
2016-11,863.1197093422956
2016-12,878.6333033063412
2017-01,861.2600870334676
2017-02,861.6435883381354
2017-03,883.1194964772376
2017-04,886.391565
2017-05,857.329069
2017-06,831.398831
2017-07,810.043717
2017-08,814.070209
2017-09,791.703099
2017-10,807.082282
2017-11,792.559544
2017-12,789.349713
2018-01,919.915351
2018-02,902.726394
2018-03,832.669654
2018-04,810.3478199171028
2018-05,802.3425722552558
2018-06,729.2420485927943
2018-07,748.4382531643546
2018-08,701.305013314838
2018-09,663.5027308077913
2018-10,591.0624623727626
2018-11,650.7507666731476
2018-12,653.5818315462811
2019-01,777.227418121674
2019-02,736.8236734904038
2019-03,674.1116230842987
2019-04,679.47498020163
2019-05,640.4366552901581
2019-06,667.4858724534869
2019-07,676.429277011379
2019-08,632.433937883983
2019-09,625.6895542224951
2019-10,636.391335514474
2019-11,558.7428786269093
2019-12,598.9014449005205
2020-01,537.4703146855269
2020-02,466.2487701929716
2020-03,266.7320329225822
2020-04,314.7635205317273
2020-05,319.1764206434223
2020-06,360.3989062268545
2020-07,364.0514538313607
2020-08,385.7611403952083
2020-09,339.30659127035005
2020-10,386.8890817532271
2020-11,466.16954845241366
2020-12,542.6575045274808
2021-01,540.2599476329942
2021-02,580.3008982107661
2021-03,528.4522689670389
2021-04,552.6406654210912
2021-05,531.0832006017264
2021-06,499.39737382745295
2021-07,500.24606909678135
2021-08,518.9852703204629
2021-09,547.666768342496
2021-10,587.9036478722958
2021-11,560.0585090267255
2021-12,549.1217063807247
2022-01,533.9844385595853
2022-02,532.7794249147006
2022-03,544.2703515496148
2022-04,556.27614801041
2022-05,564.4082814017979
2022-06,508.2348601765038
2022-07,532.5201814866354
2022-08,537.5404899703859
2022-09,500.5315966978408
2022-10,502.9791846115751
2022-11,492.16479159219534
2022-12,462.5418225342975
2023-01,486.02681830384086
2023-02,479.04171875246124
2023-03,472.098572820115
2023-04,465.44048663215943
2023-05,426.1559072122866
2023-06,439.2137808019147
2023-07,454.4666682726532
