Date,SRI LANKA SMALL CAP
2010-11,1000.0
2010-12,1027.620360402345
2011-01,1097.1236278948104
2011-02,1113.5809961207217
2011-03,1094.0885194784714
2011-04,1101.341438112785
2011-05,1081.8014978994834
2011-06,982.0103495071272
2011-07,981.1887239985642
2011-08,950.7694698297722
2011-09,914.3896307750837
2011-10,857.8428794709603
2011-11,792.4643800686829
2011-12,804.2905298251128
2012-01,743.6604309503666
2012-02,685.1612981226885
2012-03,650.3116534374908
2012-04,641.7389604118931
2012-05,561.488264624659
2012-06,554.6222901992334
2012-07,562.7610086493235
2012-08,599.8060719434127
2012-09,714.8553163630646
2012-10,650.8355127502753
2012-11,640.9247732698522
2012-12,686.1112727403275
2013-01,734.7970873317867
2013-02,726.4654676476362
2013-03,743.8395979369213
2013-04,785.7637617329164
2013-05,873.9815658641074
2013-06,796.5372960301032
2013-07,776.3552119159298
2013-08,730.9727564524233
2013-09,721.1377580745756
2013-10,736.9527866434164
2013-11,725.7380402075366
2013-12,741.5066971914002
2014-01,796.1436758063885
2014-02,772.2777316351035
2014-03,774.1915818873131
2014-04,821.3088733455636
2014-05,826.3273810366284
2014-06,851.7828045636579
2014-07,904.1342573011941
2014-08,943.6836585104777
2014-09,1009.5761404927157
2014-10,1015.5476659812066
2014-11,980.3429679555243
2014-12,1031.5855931978626
2015-01,1037.8795368555698
2015-02,1104.8662632829196
2015-03,1045.2744527955545
2015-04,1100.8086365317963
2015-05,1107.143614517438
2015-06,1064.3255551544314
2015-07,1116.3256513067834
2015-08,1085.2760156453662
2015-09,986.9601374186581
2015-10,983.4331450481995
2015-11,939.1029390028962
2015-12,934.9562466525117
2016-01,857.1313357324019
2016-02,826.8716134738065
2016-03,815.9034965319247
2016-04,885.674372407842
2016-05,862.8621140713306
2016-06,840.3756897624609
2016-07,871.9683864562269
2016-08,912.4998941353023
2016-09,915.831172666753
2016-10,902.2690514439811
2016-11,857.9306591702256
2016-12,871.0374726786719
2017-01,875.1748069883599
2017-02,899.4730931019265
2017-03,881.3768188464795
2017-04,935.579952
2017-05,953.07407
2017-06,975.76605
2017-07,938.898504
2017-08,915.097818
2017-09,914.819183
2017-10,993.751506
2017-11,964.326313
2017-12,952.79053
2018-01,946.376889
2018-02,955.147707
2018-03,939.196123
2018-04,937.9672229317811
2018-05,931.2303587314506
2018-06,888.6654857545349
2018-07,863.567077192485
2018-08,806.3684864065367
2018-09,708.364322461975
2018-10,665.6424180163899
2018-11,674.0098860774135
2018-12,647.5018970028237
2019-01,645.7197504304661
2019-02,612.6294468299716
2019-03,571.8813625844475
2019-04,550.7431740293744
2019-05,512.7979701421532
2019-06,510.20917147130086
2019-07,633.270500185581
2019-08,598.2478227122024
2019-09,541.1045164988877
2019-10,583.0239549229816
2019-11,601.0489985578376
2019-12,568.4063825902393
2020-01,552.8503527088928
2020-02,524.9549999851911
2020-03,372.0393838185919
2020-04,369.5981805126952
2020-05,369.4530709872856
2020-06,429.1932354935773
2020-07,417.31337729655957
2020-08,447.344005219862
2020-09,474.0342417584851
2020-10,427.3332444751594
2020-11,433.18397804778635
2020-12,466.673688364655
2021-01,578.2372326729453
2021-02,481.05250417272686
2021-03,486.66012795887826
2021-04,476.6171786756783
2021-05,498.88097004569585
2021-06,494.95402350613887
2021-07,520.9398624148856
2021-08,744.4021817552194
2021-09,796.4472321779299
2021-10,854.7173508478123
2021-11,977.6249433359287
2021-12,983.7157722478261
2022-01,993.8316352658636
2022-02,952.612280850971
2022-03,531.0840913770086
2022-04,367.0732306026804
2022-05,394.2832012905171
2022-06,352.0101804057789
2022-07,357.0250965559482
2022-08,358.1722553128665
2022-09,384.90722841755985
2022-10,339.09665689914874
2022-11,362.6811141087316
2022-12,347.333683354263
2023-01,388.51440865341453
2023-02,433.8029985473389
2023-03,533.8014748180535
2023-04,501.43748800100366
2023-05,542.4660080961282
2023-06,592.5833711686017
2023-07,726.3030622547769
