Date,CZECH REPUBLIC SMALL CAP
2012-11,1097.0668594142403
2012-12,1180.4543185921443
2013-01,1200.7974209735917
2013-02,1149.3245772967978
2013-03,1054.6469674076855
2013-04,1096.4630454247515
2013-05,1087.3612308109127
2013-06,1061.2773861052947
2013-07,1125.7912650429062
2013-08,1208.1563046575513
2013-09,1282.9105806257792
2013-10,1123.3105804945242
2013-11,1052.835702919579
2013-12,1155.1572636706785
2014-01,1096.4605187321524
2014-02,1247.0101947552994
2014-03,1139.9348823342793
2014-04,1101.7956959521537
2014-05,1095.896787767512
2014-06,1105.5478254877714
2014-07,1078.7778959536524
2014-08,1050.7314367754054
2014-09,1010.8810191722821
2014-10,998.5102772081918
2014-11,1064.2044900403603
2014-12,1056.3121754877784
2015-01,998.2997084918724
2015-02,1052.927069761201
2015-03,959.5253651158496
2015-04,1011.7383539336578
2015-05,997.5478491028238
2015-06,986.9268417002688
2015-07,1016.9933861435981
2015-08,1080.2943372716027
2015-09,1095.6906734513914
2015-10,1095.4968530441379
2015-11,1095.040222011522
2015-12,1208.0574266794395
2016-01,1180.5860593510404
2016-02,1188.1278423296683
2016-03,1286.4993269815093
2016-04,1351.7069638342093
2016-05,1286.7603663252378
2016-06,1237.7050048195886
2016-07,1298.1957876221645
2016-08,1276.4980215493886
2016-09,1257.678833919679
2016-10,1260.8625695685519
2016-11,1274.1450354300573
2016-12,1268.7641711046883
2017-01,1333.500898160744
2017-02,1351.5718452288356
2017-03,1388.4060504635854
2017-04,1597.643112
2017-05,1713.973442
2017-06,1780.096166
2017-07,1925.432006
2017-08,1927.969143
2017-09,1903.932389
2017-10,1945.497033
2017-11,2031.904296
2017-12,2031.005024
2018-01,2113.016284
2018-02,2044.293928
2018-03,1989.414263
2018-04,1968.1157715521322
2018-05,1731.542887977116
2018-06,1835.772401986147
2018-07,1747.3516494791343
2018-08,1697.1544652394864
2018-09,1632.1926508666825
2018-10,1521.3294770115715
2018-11,1519.1103546135894
2018-12,1243.824831724525
2019-01,1399.8839690227032
2019-02,1580.4597262349998
2019-03,1797.6046730417324
2019-04,1816.8554599240013
2019-05,1671.042254008063
2019-06,1830.0743317641545
2019-07,1883.5179339436515
2019-08,1853.4784237888923
2019-09,1841.7646374689589
2019-10,1852.2611651496454
2019-11,1898.4786121631653
2019-12,1976.129461096949
2020-01,1972.3752477712944
2020-02,1833.2741712015877
2020-03,1474.3835084076177
2020-04,1720.7346351587541
2020-05,1764.8275154797439
2020-06,1573.1850745907057
2020-07,1693.427314580537
2020-08,1834.0083040345264
2020-09,1856.3975430254106
2020-11,1000.0
2020-12,1065.8432105948277
2021-01,1088.0296844927907
2021-02,1090.6244025290341
2021-03,1080.2936506593237
2021-04,1092.7019191963138
2021-05,1133.0698315444406
2021-06,1072.2295143263093
2021-07,1091.4629968525091
2021-08,1173.225671230706
2021-09,1174.2880211627812
2021-10,1148.8679891395066
2021-11,1114.7764960836491
2021-12,1189.8914806267426
2022-01,1229.1116734984446
2022-02,1166.8349066356798
2022-03,1280.0765623458065
2022-04,1218.7373239474937
2022-05,1253.0517270334888
2022-06,1166.7035543398508
2022-07,1165.9575594995072
2022-08,1150.7060220434444
2022-09,1110.0319239085497
2022-10,1134.936632242937
2022-11,1218.961688334165
2022-12,1254.5287184792599
2023-01,1327.3955352438475
2023-02,1336.2273596565788
2023-03,1384.9047143063444
2023-04,1409.103883417788
2023-05,1359.0942792259204
2023-06,1363.500778836792
2023-07,1391.0048882351036
