Date,SWEDEN SMALL CAP
2000-12,100.0
2001-01,107.80715557703743
2001-02,96.57033103315158
2001-03,83.88948328976598
2001-04,90.20002801123864
2001-05,90.78840814748754
2001-06,86.82799262715207
2001-07,87.29297009593557
2001-08,84.11143609766876
2001-09,69.94770919352867
2001-10,80.01281525203052
2001-11,89.64449057162255
2001-12,92.30376635226965
2002-01,94.9353584954843
2002-02,98.14833459988488
2002-03,104.15757075826637
2002-04,104.22969780628945
2002-05,110.11845157331598
2002-06,109.29647921019765
2002-07,97.29682216700029
2002-08,91.07952847492342
2002-09,79.50536956596983
2002-10,91.5659915248225
2002-11,101.32074437949643
2002-12,98.02003351447215
2003-01,93.08399135597547
2003-02,90.17354448206183
2003-03,88.82878748613153
2003-04,100.00582386917806
2003-05,108.96188549505554
2003-06,112.22478482059559
2003-07,114.47054340362514
2003-08,119.9350310622406
2003-09,126.82737582437792
2003-10,135.67190799277913
2003-11,146.03105493840633
2003-12,157.16449312218217
2004-01,160.6665921146795
2004-02,166.98671335732087
2004-03,163.94569029773848
2004-04,161.88367535386874
2004-05,167.19352397546294
2004-06,165.17486796277416
2004-07,157.48476169151846
2004-08,158.9865530160513
2004-09,174.71652156159084
2004-10,180.2624648730295
2004-11,206.06776540988287
2004-12,214.53572109981602
2005-01,208.1818497769043
2005-02,229.23737938418995
2005-03,227.05836905804063
2005-04,221.98540986946398
2005-05,227.58543911089944
2005-06,230.30811968439778
2005-07,246.05078403187238
2005-08,244.43517375962304
2005-09,256.12198464817095
2005-10,242.25387713684955
2005-11,255.34430504392907
2005-12,276.8842247943675
2006-01,312.9578034680046
2006-02,314.0143759597899
2006-03,350.29519303733844
2006-04,375.7519602519814
2006-05,357.6342014274348
2006-06,351.555854893455
2006-07,346.8058535437214
2006-08,353.2378723382504
2006-09,374.5670652555007
2006-10,388.10920553042416
2006-11,414.3452794427599
2006-12,445.2710625109929
2007-01,442.62924778242336
2007-02,435.6780354125666
2007-03,455.1637383087993
2007-04,483.1436971764245
2007-05,488.637451169361
2007-06,471.21469022793735
2007-07,469.10904179185286
2007-08,439.590468300212
2007-09,457.06143503806373
2007-10,467.54248060976084
2007-11,450.3513074637171
2007-12,436.06217999545754
2008-01,389.83623655650695
2008-02,431.2805100090823
2008-03,440.8197323084277
2008-04,425.58403827786736
2008-05,443.423895901164
2008-06,391.05858085202215
2008-07,364.5060644090163
2008-08,353.1057377315902
2008-09,269.0354897689388
2008-10,185.29587743524888
2008-11,158.749315723614
2008-12,171.76126860240754
2009-01,161.0268037538003
2009-02,148.46044394251552
2009-03,164.13120789366423
2009-04,215.88084642989406
2009-05,240.6883445443923
2009-06,227.73467656114755
2009-07,265.97482657767233
2009-08,289.67546546691
2009-09,309.9471822620526
2009-10,325.4396285824654
2009-11,336.4010786879105
2009-12,342.13684451056275
2010-01,340.2126645121981
2010-02,347.8982375023624
2010-03,375.35872685361215
2010-04,368.2199903439922
2010-05,314.6327939885188
2010-06,306.8767143925564
2010-07,351.70514945030664
2010-08,332.98590040636077
2010-09,414.3786490839356
2010-10,421.7660876929357
2010-11,399.1621372006018
2010-12,462.35287581688596
2011-01,472.4897732033764
2011-02,469.72726075209425
2011-03,491.72181891722573
2011-04,518.7583393958109
2011-05,500.79113393838946
2011-06,473.515443305501
2011-07,454.33518769521373
2011-08,413.49956577136874
2011-09,355.6571584979175
2011-10,418.12859669599237
2011-11,393.45221097997256
2011-12,401.70980251636
2012-01,432.0502093220644
2012-02,461.50443085606514
2012-03,453.73827879839797
2012-04,450.0005302640654
2012-05,398.57979159183355
2012-06,414.1395790439918
2012-07,433.5627480433361
2012-08,436.85640657024277
2012-09,457.51943553475826
2012-10,445.60883282700246
2012-11,451.666231847388
2012-12,476.223240926956
2013-01,511.4793659807031
2013-02,545.0398919565209
2013-03,536.1414830471281
2013-04,545.576783334709
2013-05,544.1071589154888
2013-06,516.6716335422861
2013-07,572.7827550117245
2013-08,564.9220290290151
2013-09,618.4431227416115
2013-10,631.8730225744101
2013-11,645.1214578826258
2013-12,666.7774670080097
2014-01,654.229294285373
2014-02,719.1061155473461
2014-03,710.5106656369665
2014-04,729.9055110682884
2014-05,748.7381658217065
2014-06,743.9887197809564
2014-07,693.5865659634202
2014-08,685.8057563196804
2014-09,641.9195917245047
2014-10,648.4727022471479
2014-11,663.2080208644884
2014-12,650.1905406677776
2015-01,651.128732535077
2015-02,710.8617245471073
2015-03,682.0007623360355
2015-04,722.6878488423669
2015-05,703.4856056571319
2015-06,677.6533775348929
2015-07,703.058085902622
2015-08,691.6008063119697
2015-09,695.6720997128366
2015-10,746.2762911360146
2015-11,775.4144474625215
2015-12,792.4320258570028
2016-01,713.6238453555833
2016-02,743.6338827493969
2016-03,806.5324240294159
2016-04,801.5575773459001
2016-05,810.5197066534421
2016-06,761.0276241856292
2016-07,812.0525594847318
2016-08,821.7925804313497
2016-09,844.6880795172132
2016-10,779.3160814789958
2016-11,751.9433024373097
2016-12,790.9507115903048
2017-01,814.064852948523
2017-02,819.8469001561599
2017-03,823.1961960855187
2017-04,878.694749
2017-05,915.292498
2017-06,914.32773
2017-07,936.042611
2017-08,935.182474
2017-09,949.30315
2017-10,938.070874
2017-11,923.979172
2017-12,949.542473
2018-01,997.751981
2018-02,943.292293
2018-03,924.4609378625792
2018-04,942.2980028203194
2018-05,939.7927360669522
2018-06,924.6641552662026
2018-07,972.9041155116576
2018-08,964.1503890898242
2018-09,969.881153275358
2018-10,877.6134582893262
2018-11,860.2119150479225
2018-12,833.6389782965811
2019-01,891.811842370183
2019-02,903.3041688769354
2019-03,907.9115333416028
2019-04,920.353135727718
2019-05,891.5227449421839
2019-06,961.363112211153
2019-07,945.3458591739366
2019-08,915.6986728303716
2019-09,922.5781150290572
2019-10,969.2084849076681
2019-11,1008.2992541228002
2019-12,1081.3534719392196
2020-01,1062.7676837541565
2020-02,985.256551608927
2020-03,803.9824104334286
2020-04,911.0950221046882
2020-05,1027.871210288527
2020-06,1065.3468832314973
2020-07,1205.9330655635515
2020-08,1279.126419328523
2020-09,1317.2707987249887
2020-10,1218.5761943608125
2020-11,1400.5304821723203
2020-12,1537.2201893240142
2021-01,1493.512514991706
2021-02,1535.2912812171853
2021-03,1542.9817342855665
2021-04,1701.1765319345604
2021-05,1754.3252271411109
2021-06,1700.3002678111438
2021-07,1853.2891565617858
2021-08,1881.9009612598315
2021-09,1702.303046692719
2021-10,1824.730274654444
2021-11,1764.4008323050068
2021-12,1828.8651239034357
2022-01,1545.544919358114
2022-02,1421.6637560020854
2022-03,1500.1210140300132
2022-04,1339.8137426860635
2022-05,1313.3752109378918
2022-06,1058.36904039702
2022-07,1211.96007437723
2022-08,1055.3723222109682
2022-09,896.7395977100258
2022-10,965.7335018276847
2022-11,1066.0909365019609
2022-12,1071.1137778847212
2023-01,1159.4495114683023
2023-02,1189.9593748020447
2023-03,1183.083033136769
2023-04,1212.5688324819832
2023-05,1103.382902396588
2023-06,1110.5306661779753
2023-07,1143.4152854885417
