Date,PERU SMALL VALUE
1995-05,169.74239083543134
1995-06,181.34463785716008
1995-07,190.94043336234265
1995-08,185.6366309371675
1995-09,167.73465956799893
1995-10,157.87252152408544
1995-11,151.7111385226449
1995-12,148.72758556768872
1996-01,147.43824539509117
1996-02,157.76235702410273
1996-03,148.81837459715655
1996-04,150.96176712422326
1996-05,138.50615562486502
1996-06,145.09897330496165
1996-07,134.78021289288424
1996-08,129.67292031790927
1996-09,145.57884306241183
1996-10,134.66572915922555
1996-11,126.98961820065183
1996-12,126.70888291431447
1997-01,124.36788434010407
1997-02,125.50874949314812
1997-03,127.11768762134253
1997-04,129.02549341955566
1997-05,149.16184944530593
1997-06,146.8421102881723
1997-07,146.86645497980746
1997-08,133.1069013274122
1997-09,130.70558187687524
1997-10,106.26093883116168
1997-11,100.54523644436753
1997-12,96.67388010295186
1998-01,83.4876893617734
1998-02,82.55745486879647
1998-03,88.35943084516205
1998-04,108.27211121353287
1998-05,107.25958794219795
1998-06,94.99454177529759
1998-07,97.67592667690438
1998-08,81.99108604838213
1998-09,74.58109042702465
1998-10,69.44857899388542
1998-11,78.7341043188526
1998-12,69.58434267460366
1999-01,68.59840848979928
1999-02,66.02528526888365
1999-03,69.51586960016392
1999-04,73.95864084439079
1999-05,69.92518597659692
1999-06,74.79436234813674
1999-07,73.52316737020257
1999-08,73.97092534947757
1999-09,83.33480902962759
1999-10,85.0202223783491
1999-11,84.31691558061166
1999-12,82.05707916351024
2000-01,79.03179962851645
2000-02,78.89585297864492
2000-03,78.77917883304754
2000-04,78.44120438936412
2000-05,70.45597693612268
2000-06,71.88631287210778
2000-07,73.58628227490316
2000-08,74.85283133269225
2000-09,76.8497392493429
2000-10,70.98369331434306
2000-11,68.07438716155303
2000-12,68.60325639935571
2001-01,74.06837165457462
2001-02,64.98353839317997
2001-03,66.18583454731306
2001-04,59.593599053651886
2001-05,62.66546340633329
2001-06,65.35617011842977
2001-07,64.38546455685572
2001-08,62.935243091421306
2001-09,58.7924717209865
2001-10,55.451488074512184
2001-11,56.46521849663216
2001-12,55.43460575726805
2002-01,57.010350777877115
2002-02,59.09523910183217
2002-03,59.062445643577526
2002-04,61.444193020248825
2002-05,60.359889684722276
2002-06,59.26874284524703
2002-07,61.66860133591119
2002-08,62.32390424017278
2002-09,67.38580279929819
2002-10,70.04021581334575
2002-11,79.8444306194253
2002-12,77.22951943769758
2003-01,80.01798026666911
2003-02,81.8485606640945
2003-03,82.42735851894018
2003-04,92.57554677507676
2003-05,98.0424678682006
2003-06,99.05188489198784
2003-07,102.1921297502189
2003-08,106.8671521767462
2003-09,127.48696101848198
2003-10,148.2989364322346
2003-11,183.07392643593295
2003-12,201.75140354130374
2004-01,199.81110640891578
2004-02,206.97991063219968
2004-03,221.48880692474893
2004-04,240.12298021886872
2004-05,250.03196278950372
2004-06,248.70828148652615
2004-07,242.97546756802575
2004-08,254.42846438395097
2004-09,288.4237346070897
2004-10,305.66803445513267
2004-11,304.5842849735632
2004-12,306.2809002988767
2005-01,314.879547156593
2005-02,316.927074171674
2005-03,316.67123786147204
2005-04,313.8129784020376
2005-05,292.25669115514876
2005-06,290.3472231323572
2005-07,304.6930932372439
2005-08,300.3611078998064
2005-09,303.57914184910334
2005-10,266.08501804435093
2005-11,258.69797922165645
2005-12,250.5825745791376
2006-01,311.99209038363506
2006-02,337.4419022405899
2006-03,312.67635809908245
2006-04,368.3878173176748
2006-05,371.84332899482297
2006-06,381.0465326129668
2006-07,407.09683458004383
2006-08,428.60359858823745
2006-09,440.1072267236965
2006-10,506.37559296128916
2006-11,514.3865812584844
2006-12,589.9666631576083
2007-01,642.0104339570165
2007-02,706.9695088436398
2007-03,828.388574391845
2007-04,982.5074839024132
2007-05,1000.0
2007-06,1162.1391162264724
2007-07,1171.5040589384876
2007-08,1034.5438755549983
2007-09,1145.7816141058113
2007-10,1147.5919010899447
2007-11,1018.5043420296096
2007-12,1019.3042713083412
2008-01,929.4831237142969
2008-02,974.8647803625598
2008-03,1060.1412549870508
2008-04,1031.2584138387774
2008-05,1093.5939812735971
2008-06,1017.2706087283632
2008-07,932.4879125767743
2008-08,843.2874361744477
2008-09,767.0879124647504
2008-10,517.475392300432
2008-11,454.07646975282694
2008-12,432.97080962753336
2009-01,394.3001393078284
2009-02,348.9589862694249
2009-03,650.6615057456798
2009-04,663.8912074988216
2009-05,931.7278650743017
2009-06,812.9697426479249
2009-07,800.7356169966315
2009-08,766.3634109974847
2009-09,793.2719551507012
2009-10,733.398943228002
2009-11,730.4310970772442
2009-12,835.4343052428127
2010-01,881.2543184495894
2010-02,839.2425209866202
2010-03,854.5054558490247
2010-04,828.6200303827686
2010-05,686.02716118317
2010-06,686.732662469947
2010-07,678.6021403078366
2010-08,715.014850582366
2010-09,831.0786251937899
2010-10,821.5963775995508
2010-11,772.0156576632952
2010-12,807.188048824406
2011-01,875.9058774797154
2011-02,877.4524267486436
2011-03,807.588008259954
2011-04,632.5459509581013
2011-05,749.7049163450009
2011-06,661.8009957663817
2011-07,770.3109300037089
2011-08,708.116917115126
2011-09,613.6287815839368
2011-10,685.6069602800131
