Date,PERU SMALL VALUE
2011-11,663.7178830968325
2011-12,633.9347650642451
2012-01,713.6215982283837
2012-02,772.1744034278834
2012-03,830.6012178300331
2012-04,797.246151384978
2012-05,690.5808893074515
2012-06,694.2402519499282
2012-07,645.9369019047747
2012-08,668.519443101903
2012-09,710.9682309000949
2012-10,655.7070814327037
2012-11,627.9185288949946
2012-12,650.2022977128192
2013-01,701.827320252063
2013-02,710.8936545456105
2013-03,687.676553513552
2013-04,563.4143516118957
2013-05,485.9384319378174
2013-06,507.30816590603456
2013-07,464.2296742058106
2013-08,509.8475527748696
2013-09,500.05735384127183
2013-10,495.92247995691514
2013-11,479.14220909689374
2013-12,506.5338546732073
2014-01,459.0899033027105
2014-02,430.76769851760207
2014-03,395.90194530461577
2014-04,457.2220265417599
2014-05,517.9359715377404
2014-06,521.4405039218215
2014-07,500.38978502591186
2014-08,497.29008938663173
2014-09,471.9796592308313
2014-10,436.10616688198274
2014-11,430.13843619054086
2014-12,434.4885172806282
2015-01,433.6556484337232
2015-02,435.0191616211541
2015-03,391.5793739294647
2015-04,399.6085218487396
2015-05,412.7509747025406
2015-06,407.33648672637895
2015-07,391.28204003675836
2015-08,363.53543597657415
2015-09,356.5693554795323
2015-10,388.52857495630167
2015-11,345.752025419276
2017-05,1000.0
2017-06,995.019362
2017-07,1021.040013
2017-08,1116.620943
2017-09,1394.029761
2017-10,1934.458781
2017-11,1688.306785
2017-12,1599.474455
2018-01,1673.435701
2018-02,1480.822933
2018-03,1460.173333
2018-04,1415.2048301436769
2018-05,1187.00501667445
2018-06,971.3045589740115
2018-07,971.363887963962
2018-08,990.213100985213
2018-09,931.6242121378624
2018-10,735.0203277011299
2018-11,884.6701258500171
2018-12,838.7271563426015
2019-01,899.288379394182
2019-02,820.9039452120201
2019-03,745.3150401222454
2019-04,663.0638892201357
2020-11,1000.0
2020-12,1078.3333333333328
2021-01,1067.6666666666665
2021-02,1163.3333333333328
2021-03,996.666666666666
2021-04,877.6589830508467
2021-05,962.4833898305076
2021-06,859.1891525423722
2021-07,696.0389830508466
2021-08,773.3386440677957
2021-09,763.7616949152534
2021-10,982.3213559322027
2021-11,991.8983050847451
2021-12,924.4541332156402
2022-01,1104.9294473195275
2022-02,1131.9131350593323
2022-03,1210.7615732600593
2022-04,1010.9725651441111
2022-05,1009.492912652133
2022-06,865.5967078072518
2022-07,890.0109739248919
2022-08,797.5326931762535
2022-09,742.0457247270704
2022-10,909.9862825665969
2022-11,909.9862825665969
