Date,NETHERLANDS SMALL CAP
2000-12,100.0
2001-01,103.35248562424412
2001-02,101.67869916175204
2001-03,90.14423525085341
2001-04,95.85274480604875
2001-05,93.47405512387257
2001-06,87.94419041400957
2001-07,87.69007168678246
2001-08,87.19071055973855
2001-09,73.45949659861512
2001-10,79.53961777643599
2001-11,84.55586094891508
2001-12,87.24419666147926
2002-01,85.97076376020054
2002-02,87.67243829390243
2002-03,93.71374313561161
2002-04,92.69402856243482
2002-05,91.18723836109318
2002-06,86.69961301346977
2002-07,75.19360025004322
2002-08,71.53581331199382
2002-09,59.02064995712845
2002-10,65.61352866781198
2002-11,68.46122717615098
2002-12,69.00784386111292
2003-01,63.96410586223997
2003-02,57.47316932166969
2003-03,57.65158185213293
2003-04,67.18807312401287
2003-05,76.57419731399342
2003-06,79.94085971200471
2003-07,80.19958757167825
2003-08,85.13497110646091
2003-09,88.12982749846472
2003-10,94.19553303453623
2003-11,97.80732631741209
2003-12,104.19511215735956
2004-01,112.93386443217942
2004-02,119.31460487557796
2004-03,116.41877266200368
2004-04,110.65095328026266
2004-05,109.81024149353944
2004-06,113.14118902749237
2004-07,106.64666089962587
2004-08,106.12575396647523
2004-09,111.70296810878322
2004-10,112.39082017358582
2004-11,124.17523344203124
2004-12,131.01980182291007
2005-01,131.4923407129457
2005-02,141.09796153978246
2005-03,134.99169893687142
2005-04,128.43657357491864
2005-05,133.24058195205288
2005-06,140.21202838371596
2005-07,149.20366792296537
2005-08,152.74777601677314
2005-09,156.78229439632136
2005-10,147.55815994915594
2005-11,152.78796830694898
2005-12,160.72521775270087
2006-01,180.02030390348656
2006-02,189.2242058392454
2006-03,200.03313839926648
2006-04,212.09607166508076
2006-05,195.74160746862202
2006-06,193.47366858491574
2006-07,192.7297078112336
2006-08,190.44817932180274
2006-09,190.11162785024848
2006-10,196.56173651877307
2006-11,207.21945483847858
2006-12,220.71693527058582
2007-01,226.14758520135794
2007-02,227.53179572513082
2007-03,239.0600285433285
2007-04,256.93729295371634
2007-05,261.0435769825679
2007-06,258.61071389159815
2007-07,264.1087469112219
2007-08,251.04459269931587
2007-09,249.26960860568903
2007-10,266.9895164610271
2007-11,245.2161643812013
2007-12,239.34348487299218
2008-01,215.15677218049203
2008-02,237.44364859588984
2008-03,244.2874658760713
2008-04,251.706959870138
2008-05,257.6491050073301
2008-06,228.20283817398985
2008-07,215.1426467212186
2008-08,211.5648939679827
2008-09,172.99080019126953
2008-10,125.31097952936268
2008-11,107.40981670776497
2008-12,121.39623102916248
2009-01,110.87253698958772
2009-02,100.67137534388667
2009-03,108.32975836644597
2009-04,126.81856978770259
2009-05,146.90430868253998
2009-06,146.7646540906363
2009-07,160.14917342691942
2009-08,184.08212679675924
2009-09,196.03212127005557
2009-10,192.55258942537247
2009-11,201.15325919584046
2009-12,202.62543524300486
2010-01,198.18763786348003
2010-02,192.89720152967408
2010-03,205.4624700072226
2010-04,202.56511518349862
2010-05,172.44411360359797
2010-06,169.5084032064378
2010-07,185.23851298105035
2010-08,175.9264892139065
2010-09,210.1977198906583
2010-10,223.88686097424247
2010-11,209.03318855875173
2010-12,237.24378276504623
2011-01,235.72269382248933
2011-02,239.71377795308476
2011-03,251.7435301308437
2011-04,268.47105848953896
2011-05,255.18775664461737
2011-06,242.29651235998224
2011-07,219.2115367557481
2011-08,196.6641142292944
2011-09,173.30474199024044
2011-10,186.27680690714237
2011-11,165.10926252206767
2011-12,165.1619578943296
2012-01,181.01656776806848
2012-02,196.46858263613177
2012-03,199.6607884938231
2012-04,186.39349871908342
2012-05,162.54141965632417
2012-06,170.7695453715423
2012-07,163.93677847293338
2012-08,168.9279667299013
2012-09,174.94055392292827
2012-10,181.18864008925794
2012-11,182.062304613933
2012-12,194.03764803342295
2013-01,206.23776544792278
2013-02,192.12719024713286
2013-03,189.13679153907003
2013-04,197.36078118822886
2013-05,202.10618112122754
2013-06,190.70881039152363
2013-07,208.49785193347142
2013-08,205.06348719946956
2013-09,224.66198938157646
2013-10,237.92198729626406
2013-11,238.46491836414734
2013-12,242.73571673236106
2014-01,238.6325637532057
2014-02,244.9071173433294
2014-03,247.92329053473134
2014-04,246.82378327333095
2014-05,243.79736648394058
2014-06,240.07571232028
2014-07,222.1242875000334
2014-08,219.11514548325061
2014-09,206.25610946942646
2014-10,173.5467706730331
2014-11,179.831917180069
2014-12,174.81416732091
2015-01,172.1490724529943
2015-02,187.87914661481923
2015-03,188.5867703808285
2015-04,197.19318488844613
2015-05,192.35454190968187
2015-06,185.9855774762938
2015-07,190.99592525933258
2015-08,181.08769309218354
2015-09,172.5030908513167
2015-10,190.68598482035927
2015-11,184.0328336247657
2015-12,184.64194396396456
2016-01,174.79747314844963
2016-02,174.67166442252733
2016-03,189.00216230526195
2016-04,189.89509146612957
2016-05,186.8901716728464
2016-06,171.0552103293636
2016-07,180.22353990222783
2016-08,184.47281546926337
2016-09,189.74656903871448
2016-10,186.41170307061617
2016-11,179.42924694109303
2016-12,188.5575609924568
2017-01,196.01261849229283
2017-02,196.79924593100077
2017-03,205.59335535592388
2017-04,220.573127
2017-05,230.035515
2017-06,230.71697
2017-07,243.394249
2017-08,240.620006
2017-09,254.130965
2017-10,258.965048
2017-11,263.277193
2017-12,273.929815
2018-01,289.956281
2018-02,276.536098
2018-03,272.432947
2018-04,270.93954952881603
2018-05,266.60322976966285
2018-06,261.5317645708124
2018-07,264.33067458057116
2018-08,261.90320895344104
2018-09,258.8546924031319
2018-10,237.57160999741737
2018-11,230.0918978899222
2018-12,215.56986468054012
2019-01,231.7330703115688
2019-02,244.432197007995
2019-03,240.64149662134102
2019-04,257.6455536104076
2019-05,237.81704752852195
2019-06,261.4852545956209
2019-07,260.7039631871435
2019-08,249.53561726800882
2019-09,254.95145062505077
2019-10,267.2247335418309
2019-11,274.4541084823864
2019-12,285.3659242481789
2020-01,282.19467074851667
2020-02,261.4948279584602
2020-03,194.6558629309431
2020-04,223.02813731683725
2020-05,231.09118617953217
2020-06,256.9821271001318
2020-07,269.17515100596086
2020-08,292.1683626540833
2020-09,285.2484626062708
2020-10,274.79270071131236
2020-11,336.4662210821593
2020-12,366.7266410951532
2021-01,378.0646237377212
2021-02,397.15519816553007
2021-03,429.8650187363262
2021-04,445.457713393876
2021-05,471.53464611777497
2021-06,448.3616037704986
2021-07,456.8846037550446
2021-08,482.2908460336617
2021-09,463.9014206884308
2021-10,472.05524873111983
2021-11,456.246393615824
2021-12,482.10243455283245
2022-01,473.61473899378035
2022-02,463.13149340005936
2022-03,474.37719071735665
2022-04,436.9904467163192
2022-05,442.99707754672943
2022-06,380.22854182331275
2022-07,395.0680526080967
2022-08,369.9411322379585
2022-09,334.8193654741209
2022-10,363.4431204505334
2022-11,406.1950525114384
2022-12,406.8990174248044
2023-01,447.0470087155107
2023-02,444.3357762181473
2023-03,441.77888797499867
2023-04,454.6167907597144
2023-05,445.5944004263529
2023-06,455.48987683416277
2023-07,481.5000180954677
