Date,POLAND SMALL CAP
2007-11,852.9183783108504
2007-12,868.3959986755542
2008-01,763.6022490615835
2008-02,807.6758450019703
2008-03,822.3194718714392
2008-04,788.8027262740229
2008-05,772.7578715863456
2008-06,670.6934595297507
2008-07,640.3917909291848
2008-08,573.8525694420548
2008-09,489.7168312607064
2008-10,309.5363878549468
2008-11,271.54981616199984
2008-12,256.3526899974528
2009-01,208.67199983980444
2009-02,175.89882548205614
2009-03,217.63933419366234
2009-04,280.89281739210304
2009-05,303.4808612104183
2009-06,306.15930590094223
2009-07,379.6585439745083
2009-08,454.30316850567243
2009-09,422.41696145106886
2009-10,411.53231444013596
2009-11,433.9405868795309
2009-12,427.6084940037729
2010-01,415.91616665849637
2010-02,413.3737451418558
2010-03,473.26136868263154
2010-04,460.45740145354586
2010-05,384.4733568733287
2010-06,360.58933287781286
2010-07,425.94370593710283
2010-08,417.03885979990724
2010-09,476.8359898049306
2010-10,504.5228309644235
2010-11,448.99780855005616
2010-12,481.101707124612
2011-01,513.4088330776592
2011-02,528.58559329247
2011-03,533.8122865191989
2011-04,585.6316390011465
2011-05,548.0074197948696
2011-06,524.7511269463713
2011-07,479.9285989514198
2011-08,398.84636715627477
2011-09,302.59545346941354
2011-10,352.2355297563585
2011-11,311.130984863063
2011-12,296.1656331874936
2012-01,358.72969096277694
2012-02,385.44632086843046
2012-03,374.87079796355755
2012-04,360.7409870642531
2012-05,300.1146524445564
2012-06,323.4395899252002
2012-07,317.7465714222193
2012-08,312.3348867277029
2012-09,354.18348645982053
2012-10,355.55829214983083
2012-11,367.05589123451995
2012-12,400.556234680391
2013-01,396.08825537903954
2013-02,374.959919112123
2013-03,348.2684110415659
2013-04,341.92025399513597
2013-05,367.9206335168967
2013-06,342.84063636373656
2013-07,377.0208963153648
2013-08,385.45309923736534
2013-09,418.5524360770274
2013-10,465.54789076256975
2013-11,481.93408513994433
2013-12,463.1061922111102
2014-01,452.5242300553926
2014-02,487.3918899009527
2014-03,470.2345201076654
2014-04,474.9225860279546
2014-05,455.7568079105072
2014-06,459.0021281648458
2014-07,424.538104135386
2014-08,414.7946877809299
2014-09,420.7141043711188
2014-10,419.3364189236395
2014-11,426.5192027319334
2014-12,383.28610834705717
2015-01,388.10439152815434
2015-02,392.9062312347297
2015-03,386.6924081858671
2015-04,409.9977444557657
2015-05,397.87244615164843
2015-06,373.8021818377085
2015-07,392.65166925514313
2015-08,370.605476757478
2015-09,376.3479094407986
2015-10,377.3216795585311
2015-11,347.84049711357443
2015-12,345.9125325171284
2016-01,313.82778176667887
2016-02,330.81432174755787
2016-03,359.83299899974133
2016-04,353.6127741372975
2016-05,324.7232888581916
2016-06,313.3852721873151
2016-07,350.69168012203687
2016-08,394.47125736901256
2016-09,419.62333139823465
2016-10,422.8126820462417
2016-11,403.63420168955577
2016-12,425.98414931133766
2017-01,484.7985671275167
2017-02,509.31411915038484
2017-03,525.8239598649016
2017-04,549.353935
2017-05,561.395194
2017-06,591.349294
2017-07,623.907726
2017-08,632.080293
2017-09,638.492727
2017-10,623.912282
2017-11,606.3866
2017-12,617.780434
2018-01,640.514987
2018-02,576.03983
2018-03,556.442098
2018-04,552.5555830366919
2018-05,520.8664490561976
2018-06,469.9859845652028
2018-07,502.7422599783078
2018-08,484.51373174906246
2018-09,457.91193851842854
2018-10,430.88288804610636
2018-11,447.9211129855827
2018-12,447.93164313842647
2019-01,484.290310205725
2019-02,484.7026136372186
2019-03,465.7892052079522
2019-04,460.7568294143734
2019-05,447.22224635446486
2019-06,498.523627618497
2019-07,468.5871916093287
2019-08,443.35757357187
2019-09,409.65253428634196
2019-10,437.0937414270375
2019-11,448.54356202022103
2019-12,473.9483078235218
2020-01,448.5808474970302
2020-02,380.19716321842054
2020-03,314.43258206283116
2020-04,372.82177517157817
2020-05,397.76685509883674
2020-06,426.51900720554784
2020-07,450.3153431046309
2020-08,466.3519625875149
2020-09,437.3276216010568
2020-10,379.43435710109895
2020-11,471.5511757959152
2020-12,523.9428313179639
2021-01,538.4274897778973
2021-02,564.3838287527366
2021-03,526.3087470768431
2021-04,582.9606216204893
2021-05,674.245170453415
2021-06,648.6985392024869
2021-07,654.8848468054699
2021-08,707.607899159506
2021-09,690.9623383307555
2021-10,750.5754773429611
2021-11,659.0064678093145
2021-12,671.0388662988341
2022-01,626.5996511468028
2022-02,561.1689008908705
2022-03,618.7123277077202
2022-04,541.4504496558906
2022-05,571.2969183282873
2022-06,524.0729903631277
2022-07,512.2301314690122
2022-08,483.59617291033584
2022-09,409.0127335395761
2022-10,457.10049049570426
2022-11,536.8433744347534
2022-12,565.1713443573902
2023-01,623.3577770880879
2023-02,588.8735470861182
2023-03,597.8287068852918
2023-04,669.2310840873379
2023-05,637.288631848967
2023-06,712.329419224755
2023-07,814.6151904589502
