Date,POLAND SMALL CAP
1994-05,337.1716636490831
1994-06,231.27676935265225
1994-07,307.9926976546166
1994-08,308.58168966185144
1994-09,261.7164082888647
1994-10,244.61921038784791
1994-11,224.67132950222023
1994-12,217.21851387554534
1995-01,191.88601497065184
1995-02,196.39707824618478
1995-03,190.06103012577742
1995-04,246.67398376560448
1995-05,224.90703465290017
1995-06,251.75912943467816
1995-07,242.68518246037155
1995-08,231.90336173585197
1995-09,246.1369863249544
1995-10,218.64443542132224
1995-11,212.2626489598146
1995-12,209.53872651417163
1996-01,276.6364678991882
1996-02,288.58464422480444
1996-03,304.4077213971854
1996-04,337.3411049020339
1996-05,317.46876448728426
1996-06,359.29744370650315
1996-07,329.1375668504189
1996-08,353.60965977785264
1996-09,366.9955429224089
1996-10,324.7473422705689
1996-11,321.5521848229498
1996-12,332.490268454025
1997-01,353.42205173682345
1997-02,375.2837180041761
1997-03,370.4569550604601
1997-04,373.65510898331
1997-05,349.20300688693385
1997-06,329.8983296336488
1997-07,315.894743497851
1997-08,352.80167957493444
1997-09,373.8125324968995
1997-10,311.34363767669913
1997-11,290.46591412229435
1997-12,305.288712713749
1998-01,296.067305549557
1998-02,369.50784896434476
1998-03,350.2252519260557
1998-04,359.48129828300404
1998-05,299.73759495365454
1998-06,303.75321194195885
1998-07,299.5907008288046
1998-08,184.65077275208833
1998-09,202.22099039530886
1998-10,201.98220630906934
1998-11,194.50363976987217
1998-12,204.72884909605403
1999-01,209.91902859590135
1999-02,188.30256970493681
1999-03,204.46021247291208
1999-04,212.08146713349333
1999-05,218.05144959020726
1999-06,233.643279726251
1999-07,237.13951696837643
1999-08,238.96298745032166
1999-09,193.4699160491057
1999-10,194.79169802291491
1999-11,207.42160833407058
1999-12,249.04636163828823
2000-01,261.08327060101965
2000-02,288.66272621701177
2000-03,298.58022548017925
2000-04,247.52789658871896
2000-05,252.5125399900403
2000-06,267.2868809919513
2000-07,255.5976227987323
2000-08,244.31087146348122
2000-09,218.26528759933748
2000-10,199.90341119858292
2000-11,209.00505989397192
2000-12,243.0751604205332
2001-01,241.89981313931855
2001-02,214.39553851916597
2001-03,202.3487326514723
2001-04,224.77594972965616
2001-05,219.53696917083613
2001-06,198.6122042897955
2001-07,176.76964807808014
2001-08,175.66539721620947
2001-09,164.3835131062788
2001-10,192.38251558936216
2001-11,194.87733181220767
2001-12,160.6952466645553
2002-01,177.87274153543666
2002-02,164.12288209998033
2002-03,163.34991927810185
2002-04,158.60190103952456
2002-05,154.99605761166225
2002-06,139.71057256177494
2002-07,114.85305242492844
2002-08,119.99009207734254
2002-09,111.43936675475356
2002-10,125.46738901425468
2002-11,136.1920111598275
2002-12,142.95122722409795
2003-01,141.6553966640445
2003-02,138.79024674955505
2003-03,132.5161327538569
2003-04,148.85993339619282
2003-05,162.7461021173733
2003-06,162.48014691250765
2003-07,184.98373280720295
2003-08,226.59880455551797
2003-09,201.08230198344688
2003-10,205.96480466700325
2003-11,199.50222826401676
2003-12,228.952087726314
2004-01,218.97089717239768
2004-02,228.1046197400996
2004-03,239.9025179306299
2004-04,237.4922777218852
2004-05,242.87269830813972
2004-06,251.12015044425132
2004-07,254.57622784161515
2004-08,257.78248451806184
2004-09,272.13092707033064
2004-10,262.23928930506486
2004-11,284.6409000155634
2004-12,308.5736122338004
2005-01,292.4762201795652
2005-02,317.33888714788446
2005-03,282.28981756146544
2005-04,251.63614643319787
2005-05,252.97544848483815
2005-06,260.9493712274674
2005-07,276.4842071947972
2005-08,290.7565184228979
2005-09,296.8574777346697
2005-10,290.3983595389608
2005-11,307.91622442959454
2005-12,338.76295580192914
2006-01,396.9498250499659
2006-02,414.941718749703
2006-03,423.6736221746597
2006-04,468.80232602566616
2006-05,424.77915422172396
2006-06,409.3837786414871
2006-07,490.2993531754239
2006-08,479.0044782302906
2006-09,508.70473122846875
2006-10,588.1048258747957
2006-11,668.9229238339069
2006-12,646.7694893584247
2007-01,699.3845370177035
2007-02,722.958560031312
2007-03,821.4311333386407
2007-04,952.4983033825779
2007-05,1000.0
2007-06,1060.0186286387948
2007-07,954.525123226296
2007-08,884.2329650842588
2007-09,917.1219926947045
2007-10,975.0842052042344
