Date,THAILAND SMALL CAP
2002-01,411.8007457632044
2002-02,451.73987425383217
2002-03,461.5080286296435
2002-04,462.9401043288711
2002-05,527.5701793783392
2002-06,489.2045217860986
2002-07,484.4778247541808
2002-08,474.8465802782682
2002-09,424.45252453225197
2002-10,449.3824665944306
2002-11,453.8026945314797
2002-12,434.2210393123774
2003-01,449.6185196798552
2003-02,438.83884440079964
2003-03,434.0418303736605
2003-04,461.09363113783473
2003-05,506.5908201229313
2003-06,575.4342563317497
2003-07,613.7305768606816
2003-08,665.9358789590441
2003-09,735.1715319042808
2003-10,811.59556053508
2003-11,816.7119823914634
2003-12,903.5819732388132
2004-01,846.7105985035757
2004-02,870.1237546270216
2004-03,776.2249627579049
2004-04,749.4864373780097
2004-05,701.5675928296843
2004-06,688.5344564510788
2004-07,648.185177232635
2004-08,627.9483797333714
2004-09,641.5380922187619
2004-10,621.8451841594795
2004-11,696.772313868066
2004-12,719.0012067484342
2005-01,793.9076505323848
2005-02,813.3706967755417
2005-03,753.2156372135287
2005-04,718.9826535743849
2005-05,743.0330413410715
2005-06,724.600151250524
2005-07,697.7152751854301
2005-08,717.1642219272983
2005-09,758.2614094995582
2005-10,725.2377611810525
2005-11,689.716753225318
2005-12,747.3386228736848
2006-01,814.1475211247675
2006-02,796.0972987284284
2006-03,810.9420424709756
2006-04,883.4621918362235
2006-05,803.7694393975414
2006-06,761.585736595822
2006-07,774.5983482175486
2006-08,787.7509061053264
2006-09,790.2254411344879
2006-10,863.001600288713
2006-11,926.8875762384439
2006-12,852.5619785654678
2007-01,819.8736096117758
2007-02,886.22459754518
2007-03,855.4844951694882
2007-04,918.0061110642918
2007-05,1000.0
2007-06,1077.6293568104243
2007-07,1179.2315234379632
2007-08,1081.271180712694
2007-09,1129.4944313117353
2007-10,1164.8215522281257
2007-11,1077.0388753872173
2007-12,1083.1378030072824
2008-01,1006.9019816213436
2008-02,1134.5088906887254
2008-03,1111.0202492983076
2008-04,1137.1752773306362
2008-05,1104.3438268537614
2008-06,954.818766997645
2008-07,874.9612812761974
2008-08,857.0252089776022
2008-09,745.6058264487698
2008-10,445.11625751443006
2008-11,401.9825524246599
2008-12,479.2943140847578
2009-01,468.1098768913775
2009-02,440.87276916823424
2009-03,448.75904241893636
2009-04,547.6146090794308
2009-05,679.034390231543
2009-06,711.0974595830195
2009-07,755.2399347086699
2009-08,847.6312354115289
2009-09,971.1515827702382
2009-10,980.1509756769312
2009-11,979.972744104801
2009-12,1032.8988837241914
2010-01,986.8980187376737
2010-02,1019.6942174934625
2010-03,1135.4602065569516
2010-04,1091.4505993012046
2010-05,1087.2786192961992
2010-06,1215.213212757935
2010-07,1344.1640397492154
2010-08,1581.280285699136
2010-09,1699.6355286951534
2010-10,1708.7851785165788
2010-11,1673.1790929496246
2010-12,1724.2071632810375
2011-01,1524.4161984588695
2011-02,1540.4965755856424
2011-03,1670.600323028899
2011-04,1793.64516076134
2011-05,1734.149232843863
2011-06,1628.7121983392724
2011-07,1861.3768868688117
2011-08,1779.990934693451
2011-09,1453.6345128684538
2011-10,1468.1580998294903
2011-11,1552.0682055902078
2011-12,1606.566753076986
2012-01,1734.4182870814793
2012-02,1880.0794014644755
2012-03,1962.4180709886807
2012-04,2041.5325616040377
2012-05,1823.433568848146
2012-06,1881.0128845884071
2012-07,1987.2912494183126
2012-08,2048.8975501225646
2012-09,2249.85373046958
2012-10,2303.5439662370995
2012-11,2359.9983716879374
2012-12,2472.30661311364
2013-01,2844.77920134224
2013-02,3173.5517737439363
2013-03,3329.245238029886
2013-04,3356.28938681893
2013-05,3123.121658591243
2013-06,2562.1198788817683
2013-07,2447.29155095862
2013-08,2141.3155449563096
2013-09,2444.0250977648984
2013-10,2561.4122318099303
2013-11,2361.002434441511
2013-12,2164.8833923058514
2014-01,2093.4191464891396
2014-02,2265.502879386407
2014-03,2417.753933493492
2014-04,2519.307101957505
2014-05,2543.7251178791184
2014-06,2707.997373557669
2014-07,2814.789726736786
2014-08,2971.0652533184007
2014-09,2994.1212061551882
2014-10,2962.4700346201935
2014-11,2920.12053832552
2014-12,2726.2989704595093
2015-01,2951.827387152097
2015-02,3080.362119930585
2015-03,2837.6817351878653
2015-04,2861.197415410379
2015-05,2732.014750543825
2015-06,2725.89825575393
2015-07,2419.420990230729
2015-08,2326.335528647553
2015-09,2311.7491012225028
2015-10,2447.9762463273755
2015-11,2413.154470716886
2015-12,2339.515974621813
2016-01,2290.158637394751
2016-02,2348.8101978578416
2016-03,2492.767020075084
2016-04,2561.9525108105904
2016-05,2531.6308597500943
2016-06,2699.4622044542407
2016-07,2883.684557396178
2016-08,2933.6583155414287
2016-09,2775.1415482780017
2016-10,2889.273316612046
2016-11,2926.1738013916165
2016-12,2990.055547790148
2017-01,3102.025092408217
2017-02,3079.9667829663326
2017-03,3084.651513908028
2017-04,3047.463515
2017-05,3102.739574
2017-06,3114.222517
2017-07,3070.524809
2017-08,3172.830203
2017-09,3359.888991
2017-10,3573.669573
2017-11,3563.445114
2017-12,3588.354962
2018-01,3795.901139
2018-02,3653.147038
2018-03,3536.796149
2018-04,3533.210986782432
2018-05,3398.0612755581965
2018-06,2885.9686568828247
2018-07,3097.0350086457343
2018-08,3286.2093655406657
2018-09,3490.522152706047
2018-10,3150.6209154149133
2018-11,3051.33093322442
2018-12,2802.7058440984883
2019-01,3110.4609375284736
2019-02,3156.7907151364466
2019-03,3082.295328332675
2019-04,3187.198072493525
2019-05,3104.161444530347
2019-06,3429.825462175583
2019-07,3398.1499727658224
2019-08,3273.924401706655
2019-09,3174.1229523293114
2019-10,3109.4084839252328
2019-11,3071.0141130214465
2019-12,3068.9102026813885
2020-01,2740.520174769894
2020-02,2445.837177824325
2020-03,1830.5041414382758
2020-04,2330.845876348885
2020-05,2557.112677079065
2020-06,2708.2087581745463
2020-07,2741.61939265209
2020-08,2802.5529801138096
2020-09,2624.674600322528
2020-10,2656.771555273187
2020-11,3075.0169562893784
2020-12,3197.9175930051047
2021-01,3333.0775704789908
2021-02,3535.7638192956215
2021-03,3657.6553080133162
2021-04,3695.535067198257
2021-05,3782.152857405991
2021-06,3730.7009137318546
2021-07,3510.8962693545213
2021-08,3744.674538059679
2021-09,3519.778846470818
2021-10,3661.7549430739764
2021-11,3528.979038046323
2021-12,3729.4090089314063
2022-01,3649.4881586911943
2022-02,3691.3637066614942
2022-03,3718.0972286337533
2022-04,3666.583874688117
2022-05,3653.321376953636
2022-06,3295.706242019407
2022-07,3129.6133029720622
2022-08,3298.531690207645
2022-09,3006.836324484124
2022-10,2999.4877334606263
2022-11,3328.208643447926
2022-12,3427.451348437028
2023-01,3649.037236968647
2023-02,3257.1654475920877
2023-03,3229.251843721753
2023-04,3082.1144347554728
2023-05,2958.3623590602724
2023-06,2790.5588260305267
2023-07,2928.914982483683
