Date,THAILAND SMALL CAP
1994-05,3107.7323802423607
1994-06,3001.3920966600062
1994-07,3023.3403342439683
1994-08,3063.1451477144724
1994-09,2962.5115468100703
1994-10,2893.569007302275
1994-11,2563.130958425413
1994-12,2554.7617101060987
1995-01,2254.7797488674596
1995-02,2323.204715186426
1995-03,2224.098199681314
1995-04,2130.6589237745998
1995-05,2487.3370740476566
1995-06,2471.167126203105
1995-07,2496.388496502943
1995-08,2311.3236156062817
1995-09,2235.6330267430917
1995-10,2120.906727188852
1995-11,1996.053296264804
1995-12,2128.097206831592
1996-01,2241.6233137220315
1996-02,2155.921736114518
1996-03,2063.408984436329
1996-04,2020.9574019401095
1996-05,2059.0164579811667
1996-06,1997.8228571261363
1996-07,1775.3598448653077
1996-08,1795.3162149086613
1996-09,1772.7856003308557
1996-10,1515.1443597160508
1996-11,1481.6601666562817
1996-12,1398.9440588932625
1997-01,1299.4057991085754
1997-02,1174.814914699212
1997-03,1143.269391726441
1997-04,1056.4523753268138
1997-05,965.6808790887504
1997-06,826.8740643914906
1997-07,775.4093345226769
1997-08,608.031850514946
1997-09,565.3808668163721
1997-10,429.74624757712877
1997-11,376.30384661902804
1997-12,292.48394442672696
1998-01,319.54919394897246
1998-02,475.1708053351097
1998-03,474.622965253356
1998-04,441.46209471515357
1998-05,343.43967282831125
1998-06,262.1574972392002
1998-07,265.3245024082987
1998-08,220.22823998202784
1998-09,276.39920250564364
1998-10,400.28438183031045
1998-11,480.4404354257576
1998-12,453.1975284902116
1999-01,441.39442770985676
1999-02,411.44230740689414
1999-03,399.9779903399812
1999-04,570.5408662065563
1999-05,592.8199629351213
1999-06,749.4513397309539
1999-07,668.0966247746239
1999-08,602.6780763710469
1999-09,494.0111525760106
1999-10,539.9528833331209
1999-11,557.8958079981285
1999-12,614.5662746184497
2000-01,594.8263474119825
2000-02,452.7381403595025
2000-03,498.8919167886172
2000-04,491.9955884515028
2000-05,399.280757433601
2000-06,393.6068579486011
2000-07,329.70923234410225
2000-08,364.03679157381794
2000-09,333.8384462707069
2000-10,308.02743078747676
2000-11,315.76754122025716
2000-12,306.353229485098
2001-01,383.08406972184054
2001-02,387.5373268714
2001-03,321.7527557254724
2001-04,326.6657572351817
2001-05,343.9809309009925
2001-06,359.3327286399913
2001-07,328.6862950474625
2001-08,384.41078863223873
2001-09,305.7910129288346
2001-10,312.4189750384879
2001-11,348.9808690865443
2001-12,357.6611251565447
