Date,ISRAEL SMALL CAP
2008-01,918.6893683269353
2008-02,898.4439414012686
2008-03,855.0105260801836
2008-04,872.417485311475
2008-05,963.6547050475994
2008-06,837.9401563152719
2008-07,796.1781627098964
2008-08,759.0391468848271
2008-09,679.174139077124
2008-10,478.45337846948786
2008-11,428.5024006149699
2008-12,405.01044452483177
2009-01,440.8398063315425
2009-02,417.07868782427255
2009-03,452.50390727695316
2009-04,536.4838074884349
2009-05,609.1083339602596
2009-06,654.1960290511179
2009-07,767.1785877002253
2009-08,781.1338110262307
2009-09,796.597168520893
2009-10,861.2389346832445
2009-11,867.8981286444794
2009-12,900.8708808652253
2010-01,959.4368296271371
2010-02,962.9830145507977
2010-03,1043.73916442857
2010-04,1014.1568083787026
2010-05,858.6766668284544
2010-06,833.9256813155838
2010-07,885.1735108009894
2010-08,888.1286142701322
2010-09,1002.798007136985
2010-10,1073.9466424281231
2010-11,1024.248479381133
2010-12,1146.879621110843
2011-01,1084.0153442071469
2011-02,1088.5640330013955
2011-03,1142.2168736735455
2011-04,1160.125945120722
2011-05,1071.5350819394473
2011-06,1023.0437158713142
2011-07,1015.9737610164925
2011-08,834.254371194686
2011-09,764.9069939681581
2011-10,854.8977679613098
2011-11,786.8594742280827
2011-12,753.3225205656951
2012-01,808.5891335081814
2012-02,778.5051742282578
2012-03,828.0184811026371
2012-04,869.8068525897436
2012-05,776.8060823594435
2012-06,745.9415764718788
2012-07,772.5330355073927
2012-08,799.404946561924
2012-09,901.6921359632981
2012-10,984.7544675321565
2012-11,1062.977487101547
2012-12,1095.8256707774044
2013-01,1101.0949499823862
2013-02,1141.3265459013678
2013-03,1185.2685292338633
2013-04,1224.3698925325052
2013-05,1234.36738214649
2013-06,1211.5634450056923
2013-07,1322.1404231599195
2013-08,1279.486025088467
2013-09,1378.5646349157144
2013-10,1389.708411153055
2013-11,1423.1771953159414
2013-12,1467.3487646769356
2014-01,1402.3807199075015
2014-02,1479.9471321138503
2014-03,1493.7735626253102
2014-04,1468.5859891399828
2014-05,1466.635784177087
2014-06,1464.5667537261384
2014-07,1446.6849863668563
2014-08,1409.9569696917986
2014-09,1400.533520867876
2014-10,1293.4624695265495
2014-11,1255.9921617356038
2014-12,1222.7557902159651
2015-01,1203.1970595584642
2015-02,1280.509861428928
2015-03,1326.4355408261993
2015-04,1395.1052846339942
2015-05,1357.5003793075855
2015-06,1371.1330345431
2015-07,1439.327846518357
2015-08,1344.1961274676046
2015-09,1302.5906809305689
2015-10,1372.475422461363
2015-11,1382.5802990863897
2015-12,1352.6790385411668
2016-01,1283.1300939296739
2016-02,1291.794266861032
2016-03,1376.1679564465487
2016-04,1421.9955900692357
2016-05,1412.014775484303
2016-06,1369.991258508843
2016-07,1481.0752429704178
2016-08,1526.115591361181
2016-09,1519.7753713389097
2016-10,1490.5224461991315
2016-11,1556.5719426210944
2016-12,1562.5622187131903
2017-01,1664.8008820012374
2017-02,1773.2138642951188
2017-03,1830.2722581779647
2017-04,1892.811596
2017-05,1959.178272
2017-06,1932.976646
2017-07,1915.666235
2017-08,1930.784869
2017-09,1996.092768
2017-10,2057.9361
2017-11,2121.674949
2017-12,2106.305198
2018-01,2196.408563
2018-02,2139.223119
2018-03,2090.256722
2018-04,2053.695326673779
2018-05,2133.9612309675213
2018-06,2070.2289428506297
2018-07,2105.5239973583493
2018-08,2346.1049321067903
2018-09,2369.590880789301
2018-10,2186.739151736256
2018-11,2239.950084624277
2018-12,2103.450370670779
2019-01,2293.57713533647
2019-02,2418.485277016255
2019-03,2397.279657597113
2019-04,2564.0007785461785
2019-05,2552.654611417572
2019-06,2655.0666388258905
2019-07,2769.4669511009524
2019-08,2742.246213410955
2019-09,2891.057382384121
2019-10,2908.854669002687
2019-11,3068.143124084679
2019-12,3102.36354356667
2020-01,3105.997769007658
2020-02,2925.3888306921494
2020-03,2297.4131992364933
2020-04,2605.4237712490944
2020-05,2588.4613420854885
2020-06,2424.240015547003
2020-07,2597.941296997384
2020-08,2817.821446002977
2020-09,2667.0209152377233
2020-10,2750.580973577305
2020-11,3165.1700635677107
2020-12,3376.7180849974275
2021-01,3385.8336344926106
2021-02,3428.241331066426
2021-03,3481.8862989366908
2021-04,3717.947131009066
2021-05,3842.0243242347306
2021-06,3930.094955033062
2021-07,3915.3459335090442
2021-08,4021.4493667480406
2021-09,4079.0840082285254
2021-10,4351.409797903731
2021-11,4400.1519506240365
2021-12,4637.112147406283
2022-01,4541.583901194898
2022-02,4514.252135161733
2022-03,4597.63655949377
2022-04,4363.069517251165
2022-05,3998.699197777041
2022-06,3628.363229402699
2022-07,3968.07649412045
2022-08,4238.288940695309
2022-09,3560.4122508099936
2022-10,3639.193111229432
2022-11,3654.008549990047
2022-12,3353.4503065896893
2023-01,3489.4302851608477
2023-02,3083.0857202122297
2023-03,3071.565591578371
2023-04,3034.951234422508
2023-05,3052.5380845010495
2023-06,3165.2378303978358
2023-07,3414.0630362075763
