Date,AC ASIA PACIFIC SMALL CAP
1994-05,790.7483941001655
1994-06,845.5259582120914
1994-07,828.6362268125373
1994-08,830.5089949307235
1994-09,808.3093472265066
1994-10,815.1512713347582
1994-11,750.6554660298484
1994-12,761.1916240353739
1995-01,719.256811453462
1995-02,686.1289202893067
1995-03,713.5455534778384
1995-04,720.0975556378442
1995-05,681.0319732240541
1995-06,656.3443072052553
1995-07,698.1190356682358
1995-08,685.9110451012706
1995-09,676.3163092687969
1995-10,649.5897552635428
1995-11,669.2334828257289
1995-12,705.1064008255897
1996-01,722.4001573958982
1996-02,719.0820163018442
1996-03,734.3292896393255
1996-04,802.3515295773416
1996-05,775.3176169442966
1996-06,774.3932693877967
1996-07,731.4617660257035
1996-08,720.6758082406099
1996-09,718.6199870435984
1996-10,688.7593821539865
1996-11,680.6339562937173
1996-12,633.374741228837
1997-01,602.6187918594454
1997-02,614.5527579489503
1997-03,582.7892920726322
1997-04,567.673119291605
1997-05,617.2232947105234
1997-06,630.306355026638
1997-07,591.728030051314
1997-08,528.0793872493808
1997-09,482.67452667317207
1997-10,431.72971406497385
1997-11,371.91585889794294
1997-12,328.57850027324315
1998-01,357.3299911763611
1998-02,393.43660342481974
1998-03,373.3529684796421
1998-04,354.8987548297826
1998-05,328.7015053452791
1998-06,312.7344037892288
1998-07,309.31783865219063
1998-08,276.00837983475697
1998-09,276.4905470877724
1998-10,314.3208692675418
1998-11,341.80215068911536
1998-12,351.6152191091305
1999-01,353.26562074801484
1999-02,349.39753022174034
1999-03,390.61188626043054
1999-04,438.5858759910357
1999-05,423.50802898562415
1999-06,480.3815904326057
1999-07,500.1204914973816
1999-08,515.0102941149736
1999-09,521.6176604695911
1999-10,517.3408785782532
1999-11,522.1061671268055
1999-12,510.60259113968914
2000-01,507.27773002617016
2000-02,496.54037294043144
2000-03,522.4576646035788
2000-04,468.1849244813092
2000-05,458.75574513707375
2000-06,492.93322934838136
2000-07,450.4797620749374
2000-08,471.72691175022516
2000-09,435.58174098040195
2000-10,396.2284931984753
2000-11,394.0828684383919
2000-12,373.97005552974304
2001-01,387.78395392001784
2001-02,389.23994182002264
2001-03,367.62671168752877
2001-04,392.1259019888305
2001-05,402.1097103354093
2001-06,394.1147557586129
2001-07,369.761130736774
2001-08,374.66792290926594
2001-09,338.3100550365892
2001-10,350.92037606046586
2001-11,353.95162799686454
2001-12,342.3369943689413
2002-01,343.20978722403345
2002-02,354.103443180584
2002-03,375.99661533121974
2002-04,387.6725468638303
2002-05,407.3067290687719
2002-06,389.92661366084343
2002-07,375.7816201968359
2002-08,373.0569291669548
2002-09,350.1564487096813
2002-10,337.65774265582417
2002-11,343.39167358721113
2002-12,338.78171377943954
2003-01,342.3632911191171
2003-02,346.9538440434976
2003-03,341.22937461587895
2003-04,354.2451535061286
2003-05,377.4685281166555
2003-06,404.1054778591777
2003-07,415.97962126172774
2003-08,447.8072857455176
2003-09,475.6323087986342
2003-10,509.494308925968
2003-11,489.0065881879727
2003-12,519.9251016908988
2004-01,538.8585381458884
2004-02,547.9989512250069
2004-03,607.0618195864766
2004-04,585.6142855134933
2004-05,560.3001462562568
2004-06,590.287053847312
2004-07,560.3978548999697
2004-08,570.5789411998002
2004-09,571.6918198001075
2004-10,585.9350352135065
2004-11,620.8304819793167
2004-12,650.0147726928474
2005-01,664.0824759522785
2005-02,686.9326676225977
2005-03,675.750739195936
2005-04,663.8605566815911
2005-05,658.6444655950627
2005-06,677.5119361200555
2005-07,697.1593744152367
2005-08,709.0192018235584
2005-09,747.3180700372428
2005-10,737.8675011177792
2005-11,771.8781863322499
2005-12,839.4224237750636
2006-01,876.9837842469074
2006-02,849.6870980675573
2006-03,881.3994205004852
2006-04,912.5287142570826
2006-05,855.3599901812938
2006-06,827.3322946851945
2006-07,804.7505645185832
2006-08,824.6529575423921
2006-09,828.4908372112159
2006-10,844.3712137516998
2006-11,875.4598274429642
2006-12,892.5515796465558
2007-01,900.6766243627798
2007-02,929.7936226202913
2007-03,946.2406395250891
2007-04,969.9898202024601
2007-05,1000.0
2007-06,1023.6127775522522
2007-07,1059.5065780619984
2007-08,1001.6501076961343
2007-09,1052.4230185268068
2007-10,1099.3707213377677
2007-11,1030.2431812810535
2007-12,1008.3519942013222
2008-01,909.1682362269744
2008-02,949.0384819512624
2008-03,914.8034374940584
2008-04,948.7243538322867
2008-05,952.260421749661
2008-06,859.2624183677194
2008-07,830.662996405824
2008-08,778.701281735889
2008-09,659.937747584887
2008-10,519.5677746745006
2008-11,514.5990233988666
2008-12,568.6247453163688
2009-01,532.3229137052175
2009-02,482.34247564185574
2009-03,526.1357678770747
2009-04,591.9970758904657
2009-05,704.0118646720167
2009-06,721.5289205172675
2009-07,779.0356617066967
2009-08,801.220705262898
2009-09,835.6093173354302
2009-10,826.0259083352947
2009-11,831.6617571369784
2009-12,853.9809683722235
2010-01,832.3362413774943
2010-02,841.5909323461486
2010-03,901.2258712573471
2010-04,924.8985837856984
2010-05,832.4475972226352
2010-06,838.859415245559
2010-07,880.453205563635
2010-08,873.1289458193368
2010-09,958.8319352174101
2010-10,979.4934834780661
2010-11,971.8222235366326
2010-12,1050.7650255876529
2011-01,1039.0426398304792
2011-02,1035.1313714675682
2011-03,1036.0748414531952
2011-04,1062.9535967468885
2011-05,1040.1346149558026
2011-06,1036.1605381399968
2011-07,1069.2051902430478
2011-08,986.4386248962738
2011-09,888.6213037812302
2011-10,933.5880714571829
2011-11,878.0880495423453
2011-12,874.2966372604523
2012-01,941.1129332183845
2012-02,992.2463139580451
2012-03,980.2209036446999
2012-04,967.4108374927445
2012-05,879.1359599938745
2012-06,903.6095668731268
2012-07,901.5401193147158
2012-08,909.4070935877418
2012-09,953.1708239630514
2012-10,943.6707738876
2012-11,958.0424707948814
2012-12,988.8426406969712
2013-01,1026.6432251032313
2013-02,1049.5140100452188
2013-03,1085.796690184597
2013-04,1124.124014578273
2013-05,1075.4327941899053
2013-06,1016.7098807123937
2013-07,1034.992271958946
2013-08,1019.6145051239835
2013-09,1107.8304612319944
2013-10,1124.044745814176
2013-11,1106.1491414784925
2013-12,1111.444809273666
2014-01,1094.6899374021182
2014-02,1112.2622502049117
2014-03,1124.62940057128
2014-04,1117.0752306402387
2014-05,1147.9870364697395
2014-06,1192.1960464120668
2014-07,1206.1047299842116
2014-08,1213.585238494098
2014-09,1159.3834964730945
2014-10,1138.4772148920538
2014-11,1118.7095411361581
2014-12,1112.210126822295
2015-01,1134.2736719872416
2015-02,1171.7689690154898
2015-03,1185.6094558318314
2015-04,1251.2861818372573
2015-05,1263.7663759466836
2015-06,1229.8089373418204
2015-07,1176.9724137486178
2015-08,1096.5015236805068
2015-09,1078.0082554254534
2015-10,1150.5708330657244
2015-11,1148.4866515272158
2015-12,1159.4303877897762
2016-01,1073.4806017414796
2016-02,1065.8249073530076
2016-03,1152.2841707579573
2016-04,1181.3318048475626
2016-05,1167.882474261594
2016-06,1173.7834947116817
2016-07,1233.0916802395882
2016-08,1222.621640305025
2016-09,1261.4626127895024
2016-10,1246.838452332987
2016-11,1198.934651502756
2016-12,1203.5549272721205
2017-01,1249.9708945677835
2017-02,1299.0401794676934
2017-03,1316.9444630278483
2017-04,1331.711136
2017-05,1360.877584
2017-06,1377.627604
2017-07,1415.229265
2017-08,1437.20983
2017-09,1450.505403
2017-10,1507.234857
2017-11,1551.154156
2017-12,1587.936639
2018-01,1663.02162
2018-02,1615.304243
2018-03,1595.130421
2018-04,1599.7661478439657
2018-05,1600.0080303445982
2018-06,1530.6830739170066
2018-07,1525.9984282009932
2018-08,1514.8313253216795
2018-09,1501.6380984966265
2018-10,1344.4287455467115
2018-11,1397.2611854109819
2018-12,1317.633188077185
2019-01,1388.0710726909176
2019-02,1413.4217579162007
2019-03,1428.946852073077
2019-04,1436.8987225027572
2019-05,1371.2555527691868
2019-06,1412.5357685050421
2019-07,1410.0247559541394
2019-08,1369.7803828052918
2019-09,1407.513920173082
2019-10,1466.023411
2019-11,1468.260486662234
2019-12,1511.8987562151094
2020-01,1460.031652825282
2020-02,1326.41774331557
2020-03,1140.5580734266384
2020-04,1267.3697125010024
2020-05,1343.3805146605202
2020-06,1387.2027909140013
2020-07,1427.2710406078477
2020-08,1529.9894488584878
2020-09,1539.4745402768258
2020-10,1522.710457646465
2020-11,1671.773661279234
2020-12,1767.2000137599737
2021-01,1764.6546944733989
2021-02,1827.894220705386
2021-03,1866.2121458380425
2021-04,1920.1941023936413
2021-05,1926.0947860295537
2021-06,1955.6750588399661
2021-07,1939.2990946298978
2021-08,1978.5631834709598
2021-09,1966.8635048864405
2021-10,1961.78223756364
2021-11,1878.2134881348325
2021-12,1940.4955048758163
2022-01,1810.6547839898224
2022-02,1816.1188977833965
2022-03,1825.99470955359
2022-04,1715.8993737608853
2022-05,1692.8053181563296
2022-06,1550.450894751857
2022-07,1620.221085848139
2022-08,1624.4126388379009
2022-09,1460.386714195988
2022-10,1453.790470864438
2022-11,1607.0331859630555
2022-12,1615.379919151662
2023-01,1711.5571668956538
2023-02,1648.7348886236468
2023-03,1671.8851217880704
2023-04,1680.6502933052525
2023-05,1663.9170020056029
2023-06,1714.7350088268145
2023-07,1802.8088746102087
