Date,PACIFIC ex JAPAN SMALL CAP
2000-12,100.0
2001-01,101.97707610578874
2001-02,99.82069023697808
2001-03,88.53914253672549
2001-04,94.76793166892992
2001-05,95.84571360086002
2001-06,99.09369299914235
2001-07,96.33341274809236
2001-08,97.79007956744186
2001-09,86.4936777377091
2001-10,92.40395298388067
2001-11,97.39724722503772
2001-12,98.83845642081312
2002-01,102.08812673010543
2002-02,102.72394676006307
2002-03,107.51510848162177
2002-04,107.7311268959641
2002-05,115.71493396696744
2002-06,111.85670728215452
2002-07,104.67366411382118
2002-08,107.19509159152925
2002-09,101.01871542966703
2002-10,103.38885367026568
2002-11,105.69363694082647
2002-12,107.41848241109203
2003-01,111.3930376896176
2003-02,109.6529812486886
2003-03,109.39254121666474
2003-04,115.42785885806173
2003-05,123.63472045261555
2003-06,130.23263841164848
2003-07,133.20181701876777
2003-08,139.66916059204613
2003-09,150.78433760202046
2003-10,163.2398310447757
2003-11,162.51850150234856
2003-12,173.16730037173394
2004-01,180.25370649007297
2004-02,185.7021156171972
2004-03,186.06862351837074
2004-04,175.54483052660015
2004-05,174.74954229409525
2004-06,174.95586500087023
2004-07,181.55795833556346
2004-08,187.53890956544564
2004-09,198.73415417533684
2004-10,211.455339
2004-11,227.72813319386884
2004-12,237.35357615835449
2005-01,239.42546277532801
2005-02,247.05122001423
2005-03,240.02719727990905
2005-04,236.1234512697315
2005-05,239.15687421597642
2005-06,252.2319658871246
2005-07,262.733235307241
2005-08,262.5251021088406
2005-09,275.7669732675225
2005-10,259.56522228106405
2005-11,269.409028049753
2005-12,274.6968337116538
2006-01,290.41726504733475
2006-02,293.3342491188714
2006-03,305.7543652746061
2006-04,325.4754621638751
2006-05,308.8558806953472
2006-06,305.0945676115433
2006-07,308.2251196590136
2006-08,318.2787264488924
2006-09,323.54095660311873
2006-10,346.0990873624036
2006-11,367.13571540223154
2006-12,380.84140702124097
2007-01,390.51420751759673
2007-02,397.96028418090947
2007-03,418.4918532572918
2007-04,447.51135695751117
2007-05,465.0792263506972
2007-06,477.1737405610539
2007-07,477.04642438846065
2007-08,446.3463715049984
2007-09,485.95550790490205
2007-10,519.1733528264838
2007-11,477.46850215883717
2007-12,470.89775098300646
2008-01,407.7978401292301
2008-02,432.022511552446
2008-03,404.7685020553867
2008-04,431.8470722686101
2008-05,436.5058621899169
2008-06,387.6710517010151
2008-07,369.84402911688375
2008-08,339.8023030676242
2008-09,273.46716895007154
2008-10,176.87791134411918
2008-11,157.57428564619798
2008-12,175.88211958708396
2009-01,156.51429037161734
2009-02,146.7952341313525
2009-03,167.83416721987845
2009-04,197.87614608394637
2009-05,245.32085420162412
2009-06,252.2268806701346
2009-07,288.6499126818049
2009-08,303.48371616308043
2009-09,328.90431781894955
2009-10,336.7893920974367
2009-11,346.47258278545394
2009-12,360.3179043254382
2010-01,337.27798490896646
2010-02,341.5052822644742
2010-03,369.64941698171356
2010-04,379.986185450372
2010-05,322.6127681892758
2010-06,320.7736546511544
2010-07,353.4105495818776
2010-08,352.62388777650824
2010-09,405.566568889372
2010-10,423.5695178579984
2010-11,417.9126684522139
2010-12,460.09183993165226
2011-01,446.71211506990653
2011-02,449.15777720722866
2011-03,462.9446653736026
2011-04,481.67100724912626
2011-05,470.64539680257116
2011-06,453.9088578941042
2011-07,460.60409758240667
2011-08,428.5676132576641
2011-09,350.6466745122096
2011-10,408.0954090436902
2011-11,380.26495570243577
2011-12,368.07437466860233
2012-01,406.2903719433804
2012-02,437.88010573301415
2012-03,424.17022897487317
2012-04,426.4628580978895
2012-05,371.1050736942248
2012-06,376.30000787568474
2012-07,388.67229348057333
2012-08,394.88621085755517
2012-09,415.89391981835513
2012-10,424.4674432500107
2012-11,428.65578233881206
2012-12,439.4154968827218
2013-01,462.70802252276314
2013-02,468.1963916891851
2013-03,469.3726289947872
2013-04,465.65406652851664
2013-05,431.37693702617133
2013-06,394.4801761493227
2013-07,410.25846996659783
2013-08,413.8101981937629
2013-09,445.64678414681595
2013-10,453.4562170048119
2013-11,434.30561557432026
2013-12,436.3622246104027
2014-01,416.1480415552341
2014-02,438.54349144347344
2014-03,446.62911084783445
2014-04,449.5563375458833
2014-05,453.2317464349873
2014-06,455.6814212708122
2014-07,465.6086084155803
2014-08,469.1914414457441
2014-09,426.0865195838715
2014-10,431.1115433462106
2014-11,417.44558697530795
2014-12,406.98227516346816
2015-01,398.96337193400274
2015-02,418.3245007624995
2015-03,410.7833193387726
2015-04,434.35032642370817
2015-05,432.234798153911
2015-06,401.1211881782678
2015-07,383.01231361768436
2015-08,347.3049085380381
2015-09,340.12425048959784
2015-10,367.8604321142415
2015-11,364.82076803267887
2015-12,371.0237302164564
2016-01,338.7697854874263
2016-02,347.04546366690823
2016-03,387.1225348564459
2016-04,394.06864855067255
2016-05,387.49731652020347
2016-06,390.1371573179681
2016-07,418.9868330567233
2016-08,415.8599257517641
2016-09,424.57285814866003
2016-10,406.7182879391424
2016-11,400.1971356806435
2016-12,398.77642491872604
2017-01,411.6351847997222
2017-02,423.4034138867263
2017-03,429.63944691419806
2017-04,427.888626
2017-05,430.538458
2017-06,443.846524
2017-07,454.7422
2017-08,459.919261
2017-09,462.747716
2017-10,474.825814
2017-11,483.805637
2017-12,502.411165
2018-01,524.355854
2018-02,508.090972
2018-03,493.2778650245934
2018-04,495.7155270810721
2018-05,498.0919172456083
2018-06,483.7484520962823
2018-07,484.761113026801
2018-08,476.8205499598234
2018-09,476.1880705412931
2018-10,432.1120449122116
2018-11,444.0741043652928
2018-12,421.3034230678326
2019-01,457.2013568432569
2019-02,470.9030134266323
2019-03,473.8417405505812
2019-04,480.3453735817281
2019-05,462.41933815298364
2019-06,483.4374424248303
2019-07,489.564472098388
2019-08,465.2802581606436
2019-09,473.472054939997
2019-10,480.1349355447128
2019-11,480.55140567700624
2019-12,497.903769267145
2020-01,488.83320189016166
2020-02,441.65261174901946
2020-03,335.05290367618
2020-04,398.5071356953857
2020-05,432.3901826771967
2020-06,454.72984350177654
2020-07,475.7184648097795
2020-08,515.9652271395121
2020-09,496.9572543957693
2020-10,494.5279976621326
2020-11,560.4356722313672
2020-12,594.8594063173289
2021-01,595.1788038857911
2021-02,612.4676599634103
2021-03,616.7091191628612
2021-04,649.3506864060678
2021-05,650.7328497422455
2021-06,650.7208004728732
2021-07,641.9826874906688
2021-08,658.5207632636005
2021-09,637.4712375277331
2021-10,664.0174216990788
2021-11,628.945716294472
2021-12,660.0209783848851
