Date,AC ASIA PACIFIC ex JAPAN SMALL CAP
1994-05,481.2334375751641
1994-06,468.9712148265178
1994-07,482.2863749917932
1994-08,516.3775958227654
1994-09,525.3557366291202
1994-10,519.6571492958718
1994-11,479.60851484961137
1994-12,469.90709027138723
1995-01,422.5169524419262
1995-02,439.07085830112135
1995-03,433.9136506821097
1995-04,426.2749921451463
1995-05,447.09755793799616
1995-06,449.16724405367574
1995-07,473.5549442242573
1995-08,467.91889906827134
1995-09,466.48899803318506
1995-10,448.7870437174984
1995-11,438.8218934722167
1995-12,454.1908346600863
1996-01,482.4675754032205
1996-02,494.19456439704015
1996-03,500.9473606829074
1996-04,531.2350856652263
1996-05,521.2348649743815
1996-06,519.6922591816144
1996-07,492.553018162168
1996-08,513.712287883459
1996-09,522.2703728287406
1996-10,525.6636745358254
1996-11,542.1669528745413
1996-12,535.4953999513368
1997-01,548.6904489187419
1997-02,580.7812481312727
1997-03,564.0668672200806
1997-04,543.9094937163746
1997-05,546.1290454717109
1997-06,551.000304266567
1997-07,546.1268902425236
1997-08,485.28611415493305
1997-09,468.1113193278799
1997-10,364.51311725891173
1997-11,327.6200725283285
1997-12,298.23871982548206
1998-01,274.4707175454741
1998-02,329.0857742255628
1998-03,327.8279026112756
1998-04,304.3138048274174
1998-05,269.15267253258185
1998-06,234.15192899683746
1998-07,231.55443674731077
1998-08,198.11507155679078
1998-09,212.33758994381543
1998-10,246.63881619281324
1998-11,276.64658395991836
1998-12,280.2157381025698
1999-01,282.49544761067983
1999-02,274.24940475467173
1999-03,296.03829012865225
1999-04,347.20554223013204
1999-05,349.88176298147505
1999-06,385.62744674999965
1999-07,378.42657502108364
1999-08,374.1294246995001
1999-09,357.141416224797
1999-10,355.4479680855159
1999-11,370.3184974559827
1999-12,386.90296307936643
2000-01,381.3143863480703
2000-02,371.72070226428195
2000-03,371.15752785681946
2000-04,333.91117431861664
2000-05,305.04732162712037
2000-06,313.5190198658032
2000-07,304.73704402327314
2000-08,303.9186021991969
2000-09,270.1285689731977
2000-10,249.66274227877966
2000-11,245.8735624262058
2000-12,243.19128447514552
2001-01,265.2840929328697
2001-02,263.89098006370193
2001-03,240.12134746964452
2001-04,245.9065096110493
2001-05,252.49055531409056
2001-06,250.97707439669742
2001-07,239.1010180597866
2001-08,243.39660786964924
2001-09,213.7846830746435
2001-10,224.78449355695494
2001-11,244.32845689838237
2001-12,255.59152453477353
2002-01,271.9231236388871
2002-02,276.4245707690533
2002-03,298.75722893691227
2002-04,300.9176375139609
2002-05,302.09526511815636
2002-06,287.6172410946103
2002-07,275.2579083945475
2002-08,277.98529606336547
2002-09,250.34660649795808
2002-10,257.91750446948146
2002-11,265.4590857231635
2002-12,260.9460084374418
2003-01,274.5315581033486
2003-02,266.89354454396965
2003-03,258.5169696596012
2003-04,269.81577099988806
2003-05,296.25490322180025
2003-06,313.9446562207226
2003-07,328.83808891166785
2003-08,343.693082939565
2003-09,354.93856857334043
2003-10,381.12229209557364
2003-11,382.2386066076721
2003-12,405.72447329319226
2004-01,422.07559704260643
2004-02,439.88177426269436
2004-03,435.1055138693322
2004-04,412.01806846531076
2004-05,398.53180559131926
2004-06,392.36209668228594
2004-07,391.38291824429257
2004-08,405.53360415335123
2004-09,426.96216689525284
2004-10,443.5689420757616
2004-11,479.9708540151774
2004-12,501.7189253065281
2005-01,505.65450133283383
2005-02,533.1592809045397
2005-03,513.9745380733602
2005-04,499.2040617449169
2005-05,505.0100461931548
2005-06,529.6047040311863
2005-07,552.6826060631098
2005-08,549.1972636786749
2005-09,576.5989967676653
2005-10,541.9737145665113
2005-11,580.5561040442917
2005-12,607.0398003085436
2006-01,638.5712253537711
2006-02,640.940283302025
2006-03,662.5908965865194
2006-04,709.6296900889384
2006-05,671.1254233858936
2006-06,648.5053223570119
2006-07,651.947189499736
2006-08,671.4081654227945
2006-09,692.6968481942029
2006-10,726.7494270864892
2006-11,786.7924061055462
2006-12,813.5765589478008
2007-01,813.7065339225898
2007-02,834.0918425727076
2007-03,872.3680574705556
2007-04,930.1667900512972
2007-05,1000.0
2007-06,1045.7107446320383
2007-07,1119.7328245471795
2007-08,1048.3975768146038
2007-09,1142.9567709662765
2007-10,1220.3284593195742
2007-11,1110.0532178061446
2007-12,1116.2361679577439
2008-01,961.9291955650749
2008-02,1032.8018251661188
2008-03,965.3957653787547
2008-04,1020.5236386422636
2008-05,1003.3102559478097
2008-06,877.2433738449608
2008-07,847.6298814189148
2008-08,781.5752886407356
2008-09,624.6163005889949
2008-10,425.2902347002679
2008-11,392.5443312299162
2008-12,448.79526606539133
2009-01,413.26159809128256
2009-02,395.8773588587721
2009-03,459.39220624638415
2009-04,554.5420265649851
2009-05,695.0989713131484
2009-06,688.9606578964184
2009-07,778.9459434237648
2009-08,783.0684947346992
2009-09,850.180297873107
2009-10,858.2132451029667
2009-11,892.6714773669471
2009-12,945.0525647918646
2010-01,892.3930517944987
2010-02,897.3837447298256
2010-03,977.3447548884534
2010-04,1002.4669442178766
2010-05,880.3065369375021
2010-06,889.0420479978472
2010-07,955.3632537003554
2010-08,955.1357564584414
