Date,ACWI ex CANADA SMALL CAP
1994-05,551.145363144977
1994-06,558.6376130099278
1994-07,562.218430132068
1994-08,577.4356187123769
1994-09,569.4705865916502
1994-10,574.1673914233554
1994-11,542.4724377579388
1994-12,550.7589071217801
1995-01,536.2588018891611
1995-02,537.0060175995181
1995-03,553.8469425040962
1995-04,562.5239573090046
1995-05,559.3240091830149
1995-06,564.8494901946877
1995-07,594.835045456291
1995-08,590.1979243357725
1995-09,595.6269116797293
1995-10,575.308622286719
1995-11,586.407179041362
1995-12,605.7296988395982
1996-01,612.8684594636593
1996-02,624.7623543361617
1996-03,636.9346651946252
1996-04,672.0833004539203
1996-05,677.0971537833072
1996-06,668.8654305617389
1996-07,629.5508386955548
1996-08,643.4939803191401
1996-09,653.1314328520149
1996-10,643.8258718507713
1996-11,654.8801814749927
1996-12,650.3499935138206
1997-01,651.3456197848785
1997-02,650.3490830099604
1997-03,630.0105343191499
1997-04,619.0903627132494
1997-05,669.8864569374811
1997-06,693.6014490185416
1997-07,698.5065019508955
1997-08,685.5559039995014
1997-09,707.3129938793146
1997-10,673.7242111358967
1997-11,647.6659052267598
1997-12,637.937136509122
1998-01,645.9738195844002
1998-02,696.8100192258216
1998-03,724.7646973590064
1998-04,731.2409432219605
1998-05,710.7246652411495
1998-06,694.3606445902625
1998-07,667.3457286292941
1998-08,560.041147712046
1998-09,568.6944900686456
1998-10,599.2843504359573
1998-11,632.2553467670963
1998-12,656.243515642507
1999-01,659.8769158111239
1999-02,632.7069972576692
1999-03,656.2117448572662
1999-04,706.2211101969809
1999-05,702.9694418557965
1999-06,748.7262583444633
1999-07,757.9444919102683
1999-08,759.9788574327276
1999-09,764.3322385704803
1999-10,768.7873077586212
1999-11,800.82290606003
1999-12,851.0997270476486
2000-01,849.1494169549533
2000-02,915.5909387797979
2000-03,912.7088668778098
2000-04,835.4726268622019
2000-05,810.0843659771384
2000-06,869.5643689498074
2000-07,832.5062098965394
2000-08,872.0115548014837
2000-09,833.8412215857929
2000-10,780.835365517371
2000-11,729.02279469513
2000-12,760.6493080281923
2001-01,794.947521013177
2001-02,750.2981390591482
2001-03,697.9268897638347
2001-04,745.2698491632992
2001-05,759.5065520744745
2001-06,753.8181936909747
2001-07,723.627323215509
2001-08,714.1149074927354
2001-09,622.2469119131562
2001-10,654.5047398298635
2001-11,691.6272207703709
2001-12,711.475702051098
2002-01,704.4595722057807
2002-02,700.6811775383243
2002-03,748.4996259404033
2002-04,760.6969741406506
2002-05,760.4218342032542
2002-06,717.6411639987043
2002-07,646.8918492861582
2002-08,645.7212903350625
2002-09,591.6597221686433
2002-10,606.3592048429712
2002-11,645.4391066932023
2002-12,625.5573916263962
2003-01,613.3506798049158
2003-02,601.4793465742058
2003-03,602.9038931659903
2003-04,658.413610373958
2003-05,719.7776862370664
2003-06,739.9936029141205
2003-07,770.5669070801141
2003-08,807.4662616137034
2003-09,819.2591847703079
2003-10,882.2532093852218
2003-11,902.3783028787124
2003-12,939.9872021257283
2004-01,975.9165816160232
2004-02,1000.0
2004-03,1021.0158396354344
2004-04,980.3057946399756
2004-05,984.1989796229062
2004-06,1021.9379872152092
2004-07,973.1682346545604
2004-08,976.5004300063272
2004-09,1011.0319847153523
2004-10,1036.1029149205278
2004-11,1115.586848789276
2004-12,1166.0253441019067
2005-01,1155.7267213620444
2005-02,1195.7283683344683
2005-03,1167.327050458506
2005-04,1126.9883438771476
2005-05,1163.5648429772143
2005-06,1197.2809563850356
2005-07,1255.8576652101594
2005-08,1260.7177062109188
2005-09,1289.2548646266541
2005-10,1246.7586608514605
2005-11,1301.1645457979857
2005-12,1344.3768276958108
2006-01,1442.0363734823266
2006-02,1438.8569016224803
2006-03,1496.243394379317
2006-04,1536.603630698235
2006-05,1458.0637848105725
2006-06,1440.7659546985963
2006-07,1411.972987467854
2006-08,1448.237032383176
2006-09,1463.8039083545752
2006-10,1529.25040215953
2006-11,1595.2120613659986
2006-12,1626.277737890631
2007-01,1659.857122342194
2007-02,1676.3931035424685
2007-03,1719.3882183737785
2007-04,1782.309073354112
2007-05,1842.5011748482289
2007-06,1829.1710959993943
2007-07,1787.4828570706754
2007-08,1757.2987595142847
2007-09,1806.964903561797
2007-10,1882.400730325212
2007-11,1754.5526275637371
2007-12,1726.2288876259936
2008-01,1582.4630866753798
2008-02,1596.2652217596644
2008-03,1575.8796599464788
2008-04,1643.6677941160658
2008-05,1691.7863094965555
2008-06,1543.88386935352
2008-07,1520.899890545057
2008-08,1509.4185999325541
2008-09,1302.8973918107743
2008-10,1003.8905551159055
2008-11,920.9785444079271
2008-12,982.6385445511719
2009-01,906.0947116121952
2009-02,816.813496013633
2009-03,889.9454177490064
2009-04,1043.0672285047247
2009-05,1146.8018430157085
2009-06,1160.833084108816
2009-07,1266.8849614429162
2009-08,1336.9653392485002
2009-09,1416.064224683929
