Date,AC EUROPE SMALL CAP
1994-05,200.86372016210217
1994-06,198.1143172813361
1994-07,203.8656265522297
1994-08,207.7224763789447
1994-09,204.56935242026807
1994-10,208.07215257089908
1994-11,199.3991509715594
1994-12,200.93963837710376
1995-01,199.42468749974313
1995-02,201.66117634539978
1995-03,208.33899994144687
1995-04,211.86824379054323
1995-05,216.17990923653255
1995-06,218.6714578290789
1995-07,226.46101192443794
1995-08,217.96769288341955
1995-09,223.1936960817989
1995-10,219.01015281983192
1995-11,212.94029436423443
1995-12,217.23232503265643
1996-01,218.56097655912947
1996-02,227.54799803022453
1996-03,231.8653637666157
1996-04,234.4847324236793
1996-05,240.05082522532342
1996-06,240.98909611219327
1996-07,235.91689550770758
1996-08,241.37465212367817
1996-09,239.78177413332793
1996-10,246.25759191645759
1996-11,252.85138498488732
1996-12,259.25584631734176
1997-01,263.36074421953674
1997-02,266.140889036641
1997-03,270.3562505488517
1997-04,262.7185055218936
1997-05,271.1363889106895
1997-06,274.24004192492464
1997-07,273.24431107531666
1997-08,273.7127086346819
1997-09,289.7493515568085
1997-10,287.7074501858491
1997-11,282.480761896075
1997-12,282.96821194263896
1998-01,289.59795184107304
1998-02,310.0746252746394
1998-03,337.09514508504316
1998-04,350.4986677182813
1998-05,364.15984694844695
1998-06,349.9555768397636
1998-07,349.84856612686104
1998-08,305.06619794273774
1998-09,290.06368108341087
1998-10,299.01549859539915
1998-11,307.2034838482151
1998-12,310.30341754209314
1999-01,307.8904814678767
1999-02,306.95206042335576
1999-03,309.3455308849043
1999-04,319.36969823065283
1999-05,318.2445060943079
1999-06,323.51637183269264
1999-07,337.53364576159015
1999-08,350.80192927445864
1999-09,353.1493129103671
1999-10,353.6916426837853
1999-11,363.2013546673158
1999-12,386.4539179290794
2000-01,394.2931611708113
2000-02,415.9790706056304
2000-03,403.66466858354903
2000-04,371.1657815656966
2000-05,367.33595655493514
2000-06,375.6552720292518
2000-07,369.07160442460196
2000-08,368.09073566238476
2000-09,358.7505722550891
2000-10,333.08280926471855
2000-11,313.899196439482
2000-12,335.08224831248555
2001-01,339.6809706631568
2001-02,320.1508503738563
2001-03,289.48177449786135
2001-04,303.0900008773778
2001-05,296.6685394184785
2001-06,278.87106286878014
2001-07,274.45929028004906
2001-08,275.80751900873884
2001-09,233.68687394459482
2001-10,246.2071862683276
2001-11,262.0554765848141
