Date,AC EUROPE SMALL CAP
2001-12,266.22863086634993
2002-01,262.3089668069188
2002-02,261.79469515822007
2002-03,276.13436264073454
2002-04,285.07498021285363
2002-05,290.72075504192395
2002-06,279.2972197401802
2002-07,250.01761064406801
2002-08,246.9651988472
2002-09,219.07580224272914
2002-10,229.01066566663255
2002-11,242.04252070479114
2002-12,238.6292621112993
2003-01,231.76752261112844
2003-02,223.69816983458387
2003-03,222.72600120765637
2003-04,252.15416576223058
2003-05,279.8619265573475
2003-06,285.34297414970337
2003-07,296.5050135903952
2003-08,305.9840866600335
2003-09,318.99623928738185
2003-10,342.65784377832887
2003-11,354.4494310807523
2003-12,375.6772691441579
2004-01,394.31423002059665
2004-02,412.7058098424232
2004-03,405.70816475364336
2004-04,396.92784949592357
2004-05,400.1209826399687
2004-06,412.0766314835021
2004-07,397.602514405938
2004-08,398.18934772156405
2004-09,419.0903862764964
2004-10,431.7397912838199
2004-11,470.6033262066043
2004-12,498.6625214515173
2005-01,505.6292514349201
2005-02,532.6232628819798
2005-03,515.8330952363051
2005-04,497.1176782423935
2005-05,501.9248529489626
2005-06,512.7062748345347
2005-07,535.7563929284099
2005-08,552.7776890328473
2005-09,567.0226001095624
2005-10,539.0508398163652
2005-11,555.1344525936557
2005-12,581.9421684243239
2006-01,636.287827325854
2006-02,654.422371379286
2006-03,686.2970040427844
2006-04,730.266874513742
2006-05,699.7374487464057
2006-06,692.694762879437
2006-07,693.2816767643399
2006-08,717.0366081997057
2006-09,732.3770680008853
2006-10,773.8760569352031
2006-11,823.2826906397096
2006-12,866.7289168102886
2007-01,882.9258069210365
2007-02,887.4813700622892
2007-03,936.6868140513322
2007-04,987.7273799054731
2007-05,1000.0
2007-06,985.0573273322719
2007-07,975.9417316369752
2007-08,940.5300946784289
2007-09,955.4878868740788
2007-10,1012.7060456816258
2007-11,933.7340601265965
2007-12,908.695029593622
2008-01,809.9441123170236
2008-02,849.3814333216428
2008-03,854.9110355186833
2008-04,869.2421934252648
2008-05,878.8858375658468
2008-06,804.3024018589394
2008-07,764.17164578925
2008-08,742.4490422884935
2008-09,594.0516537683775
2008-10,425.72389577978834
2008-11,388.774272483639
2008-12,408.58054402479786
2009-01,381.82676651256673
2009-02,354.94229033325183
2009-03,380.7586654360964
2009-04,463.57242702706355
2009-05,526.387379461043
2009-06,524.563644077405
2009-07,573.0204764467117
2009-08,631.6604144543609
2009-09,675.3672643634757
2009-10,663.5947876152833
2009-11,669.8685614153736
2009-12,679.034674515145
2010-01,673.730451027815
2010-02,650.2643494098799
2010-03,706.1531110599027
2010-04,714.0516231793817
2010-05,611.7480719517666
2010-06,606.3531799683012
2010-07,679.3051700002165
2010-08,653.5060487212588
2010-09,743.4169109740576
2010-10,785.2350520116389
2010-11,735.1736019692265
2010-12,827.446386926695
2011-01,841.8834578168031
2011-02,858.1167569095797
2011-03,873.3315964116275
2011-04,940.7463498140942
2011-05,910.7406077831064
2011-06,881.0431578014287
2011-07,845.3720717460945
2011-08,755.8841080332778
2011-09,654.7470265668892
2011-10,726.1090350305783
2011-11,679.2505294057033
2011-12,655.2481345919626
2012-01,722.01772512623
2012-02,781.8500157712684
2012-03,779.0005816757406
2012-04,776.0448873184336
2012-05,672.7859903987055
2012-06,706.3159005820892
2012-07,710.2717664839502
2012-08,743.0004737847241
2012-09,782.6827236551145
2012-10,797.0888633049931
2012-11,804.9026941003507
2012-12,846.3049718418265
2013-01,896.4701629087159
2013-02,895.9423351025364
2013-03,890.9863869920769
2013-04,920.2056468641655
2013-05,937.1144511095785
2013-06,896.8557931405662
2013-07,974.0862203760082
2013-08,975.8963601270067
2013-09,1055.8508122731785
2013-10,1109.579662909359
2013-11,1131.6460790633378
2013-12,1167.553852605722
2014-01,1149.8950787766778
2014-02,1254.0059997659762
2014-03,1236.9783625762793
2014-04,1229.7014165664277
2014-05,1239.404121291591
2014-06,1231.1658161876856
2014-07,1173.042650290932
2014-08,1171.5829163696212
2014-09,1105.0234450763246
2014-10,1080.1678140640893
2014-11,1099.115084111943
2014-12,1086.714491489529
2015-01,1076.8362070879054
2015-02,1166.0805418339921
2015-03,1136.7097873962252
2015-04,1202.7269180988872
2015-05,1218.1688531375692
2015-06,1200.2115555247235
2015-07,1229.824462332063
2015-08,1180.8891986251701
2015-09,1140.3771248302558
2015-10,1200.0647323778787
2015-11,1193.380045402103
2015-12,1199.4179682012918
2016-01,1097.483713626487
2016-02,1096.6022406314246
2016-03,1189.016828702309
2016-04,1204.731877622976
2016-05,1218.2976958185545
2016-06,1109.1864517143385
2016-07,1177.6663852391316
2016-08,1192.0407926885887
2016-09,1215.0375739072156
2016-10,1156.634244301181
2016-11,1131.9385151251595
2016-12,1180.5631134340606
2017-01,1221.2504406514656
2017-02,1240.0002831304741
2017-03,1281.0707487010861
2017-04,1366.915538
2017-05,1425.801594
2017-06,1412.05355
2017-07,1475.692315
2017-08,1479.866155
2017-09,1535.825503
2017-10,1544.347339
2017-11,1550.036516
2017-12,1599.619573
2018-01,1692.268011
2018-02,1609.147461
2018-03,1594.438052
2018-04,1628.4562331825284
2018-05,1597.5941545535889
2018-06,1579.0227661173162
2018-07,1602.9795694758966
2018-08,1582.6403548513183
2018-09,1551.0799576181685
2018-10,1398.9602638700137
2018-11,1352.2612523891241
2018-12,1278.173117
2019-01,1398.2369373851736
2019-02,1434.8249017142991
2019-03,1432.3268562281721
2019-04,1495.0160332162206
2019-05,1401.3955806758238
2019-06,1475.0919833555859
2019-07,1441.287756865158
2019-08,1400.6306401571517
2019-09,1434.9319158254996
2019-10,1503.7772461788627
2019-11,1554.4581585762546
2019-12,1649.2638308553167
2020-01,1601.8754194847374
2020-02,1457.5588075729243
2020-03,1146.3416533544755
2020-04,1274.7977063139228
2020-05,1361.5313416549338
2020-06,1395.0284815044997
2020-07,1483.5285936633968
2020-08,1583.3521179274671
2020-09,1542.904524
2020-10,1463.491441037721
2020-11,1733.8772224315028
2020-12,1881.9173861956392
2021-01,1878.275358515992
2021-02,1950.353983662347
2021-03,1982.2095431404348
2021-04,2105.831995882627
2021-05,2182.7261080393864
2021-06,2104.7263057693413
2021-07,2180.5568241050055
2021-08,2247.5773202340133
2021-09,2108.866285100965
2021-10,2181.21742394939
2021-11,2049.9403489474003
2021-12,2159.37242673387
2022-01,1989.3049229711103
2022-02,1907.2463041572125
2022-03,1899.9774856174095
2022-04,1770.1073445525692
2022-05,1767.0198922458308
2022-06,1523.416077086774
2022-07,1629.6799467806297
2022-08,1499.8323305015392
2022-09,1303.3525548707587
2022-10,1409.5501599167294
2022-11,1565.2170674663316
2022-12,1585.2807845059729
2023-01,1728.5895764169175
2023-02,1735.253821745417
2023-03,1701.9867885527303
2023-04,1756.942210698092
2023-05,1656.1227459580198
2023-06,1707.8615819537545
2023-07,1790.1122652855638
