Date,EAFE SMALL CAP
2000-12,100.0
2001-01,103.0080353693089
2001-02,100.95031572307472
2001-03,93.22932126952608
2001-04,101.17538985126698
2001-05,100.93643481278355
2001-06,97.93237315604125
2001-07,93.89815398616777
2001-08,94.91573578684637
2001-09,82.19171289345904
2001-10,86.39037177809719
2001-11,89.71482250372323
2001-12,87.48963363955288
2002-01,85.42940269338337
2002-02,86.84879618532418
2002-03,92.51932216801329
2002-04,95.85531637335956
2002-05,100.10464100348389
2002-06,96.35535064090492
2002-07,88.9168092466979
2002-08,87.77181991830975
2002-09,80.90120670276566
2002-10,79.8920482109566
2002-11,82.19018535490119
2002-12,80.65168606021567
2003-01,79.50964814523638
2003-02,78.86271184121819
2003-03,78.33130282878857
2003-04,85.68586269276715
2003-05,93.00404586494955
2003-06,97.96216803979601
2003-07,100.9987238161463
2003-08,107.66654210559058
2003-09,114.08646751367877
2003-10,123.1846629998087
2003-11,122.67957787910782
2003-12,130.12877454780627
2004-01,136.7421649064247
2004-02,140.62304466630593
2004-03,146.31346896412776
2004-04,141.85804422751178
2004-05,139.5593985561907
2004-06,147.0696614894313
2004-07,140.41921170386908
2004-08,141.41925495242873
2004-09,144.75006614270285
2004-10,150.175809
2004-11,162.12525366723162
2004-12,170.1826485018585
2005-01,173.54582304508145
2005-02,180.51700753627503
2005-03,177.51092600210023
2005-04,173.31440976030296
2005-05,173.2860786647689
2005-06,177.92912519030244
2005-07,185.96771249851437
2005-08,191.345593156325
2005-09,199.18561303802883
2005-10,192.672076592991
2005-11,198.8752382664657
2005-12,214.75745121543653
2006-01,229.423966483197
2006-02,226.62442131485008
2006-03,237.49480231528216
2006-04,247.79612390605462
2006-05,233.57587522292374
2006-06,228.451390112842
2006-07,222.28005259037639
2006-08,228.50129051825743
2006-09,229.37575517505405
2006-10,237.7823847395304
2006-11,247.9953239871968
2006-12,256.22754880240757
2007-01,261.58933508048005
2007-02,265.9625479064231
2007-03,274.4268375113402
2007-04,284.6050712448074
2007-05,286.6568662703372
2007-06,286.01957646228345
2007-07,284.908495899154
2007-08,270.2046286658092
2007-09,273.17736597628254
2007-10,290.19782126964463
2007-11,269.3173218218609
2007-12,259.93264758579164
2008-01,234.56449347876975
2008-02,244.52169089459454
2008-03,243.72082089341671
2008-04,249.38110819932643
2008-05,253.5611254833197
2008-06,232.70291994746216
2008-07,222.06552939736395
2008-08,213.53737176442834
2008-09,176.91427011743642
2008-10,134.91064879020408
2008-11,128.94092149918214
2008-12,137.73400661880103
2009-01,128.91373160365734
2009-02,116.98458671986178
2009-03,124.57528350253757
2009-04,143.70069679998392
2009-05,164.08834068105656
2009-06,167.25054401661566
2009-07,180.01236435360545
2009-08,194.56677839413646
2009-09,204.26874208714287
2009-10,200.66033742647807
2009-11,200.67388559824084
2009-12,202.17245342184071
2010-01,200.17957441914112
2010-02,197.39704654142955
2010-03,211.8048972278254
2010-04,215.40571093064975
2010-05,188.63211694940927
2010-06,187.8150074568683
2010-07,204.02299842944393
2010-08,198.11187115245187
2010-09,220.69710802947114
2010-10,229.21261115647957
2010-11,221.022225828812
2010-12,246.7321125307198
2011-01,248.67950484025494
2011-02,254.3222556596041
2011-03,254.03695363860174
2011-04,267.42627811675084
2011-05,260.57260128816773
2011-06,256.1947436880994
2011-07,253.50606534328162
2011-08,232.6674325924961
2011-09,208.5637716546174
2011-10,223.57394646801902
2011-11,211.47815775504375
2011-12,207.39813313686247
2012-01,224.5499276902468
2012-02,238.04303602390226
2012-03,238.21388231663298
2012-04,237.07000896217474
2012-05,209.18036623807473
2012-06,217.60939736884276
2012-07,218.41942990174627
2012-08,224.2580751257095
2012-09,234.7690620278529
2012-10,236.77077762473718
2012-11,239.00993133130726
2012-12,248.88582437018886
2013-01,261.9031462633839
2013-02,264.82161836601557
2013-03,269.84457422340057
2013-04,279.57019100163103
2013-05,273.04210584670597
2013-06,263.0376810593139
2013-07,279.0097895267828
2013-08,278.8537480992051
2013-09,303.86215217189323
2013-10,313.10093969525695
2013-11,314.460898193725
2013-12,321.8192142078885
2014-01,316.8762069536012
2014-02,334.37599556372646
2014-03,332.6201682273376
2014-04,329.93855924911355
2014-05,334.5568355383513
2014-06,339.5256150791957
2014-07,331.54294788641806
2014-08,330.9568244237414
2014-09,312.9899376786676
2014-10,306.7851329969407
2014-11,307.5640358283876
2014-12,305.89222970271015
2015-01,306.3960091102713
2015-02,326.2688902034939
2015-03,322.90548040758534
2015-04,337.71797272343565
2015-05,341.256289435588
2015-06,336.92803633601255
2015-07,339.7832922876749
2015-08,324.8606108884234
2015-09,313.9134533746027
2015-10,332.6983218707323
2015-11,332.7919340928186
2015-12,335.220901526762
2016-01,308.8630352499212
2016-02,308.49434316608944
2016-03,333.22596059711674
2016-04,340.8786365101405
2016-05,342.6444772390858
2016-06,324.56673110421826
2016-07,344.45886692816896
2016-08,342.4197741054842
2016-09,352.60361387115836
2016-10,342.6132304886703
2016-11,332.9951961713856
2016-12,342.5367652174497
2017-01,354.63760227390543
2017-02,362.5858928935035
2017-03,369.8380505132208
2017-04,385.676554
2017-05,399.891256
2017-06,399.803963
2017-07,414.295918
2017-08,417.694453
2017-09,429.614924
2017-10,436.874491
2017-11,443.787662
2017-12,455.617243
2018-01,478.919986
2018-02,461.936483
2018-03,456.720767
2018-04,462.9219161855552
2018-05,458.4924238904056
2018-06,449.57211589875044
2018-07,452.5032686083355
2018-08,448.8711865386921
2018-09,445.62761797277255
2018-10,402.7361196129889
2018-11,399.90053498924044
2018-12,374.1081322275997
2019-01,404.2484756283573
2019-02,413.31401419785215
2019-03,413.969048103992
2019-04,426.45064249562495
2019-05,403.90603687962357
2019-06,421.04190761140933
2019-07,418.06024155408005
2019-08,407.7336106888301
2019-09,419.1979026835937
2019-10,438.250072000101
2019-11,447.9350981674247
2019-12,467.4974411391403
2020-01,453.95434813864796
2020-02,409.4449891359238
2020-03,338.83861568823323
2020-04,374.0634579960422
2020-05,400.74548034738945
2020-06,406.2157388319955
2020-07,419.8769328553463
2020-08,451.1966559707261
2020-09,447.833913
2020-10,432.2695296085364
2020-11,491.64417197632326
2020-12,525.2034024608279
2021-01,523.2617007812507
2021-02,537.1147046672284
2021-03,548.8590007630694
2021-04,570.9205564824665
2021-05,582.3384260975231
2021-06,572.7031045212196
2021-07,582.4366522484755
2021-08,599.2263875416272
2021-09,577.8292586029331
2021-10,586.8972962564211
2021-11,554.0793265602583
2021-12,578.2544331561595
2022-01,535.9450592888797
2022-02,529.1460307714335
2022-03,528.9300766072787
2022-04,492.6332372818235
2022-05,489.07664189389743
2022-06,435.37508994435444
2022-07,464.155350162363
2022-08,443.5759595767999
2022-09,392.56474719797444
2022-10,409.17391591472403
2022-11,449.7413049772967
2022-12,454.5635839067673
2023-01,488.50236906393445
2023-02,477.90527737078907
2023-03,476.9193979354003
2023-04,486.51799744935744
2023-05,466.2017541567451
2023-06,479.6827412550403
2023-07,500.9400453078983
