Date,AC ASIA SMALL CAP
1994-05,956.8009576093418
1994-06,1028.1253744898781
1994-07,1005.7105641214406
1994-08,1007.2700619692389
1994-09,980.4669432969822
1994-10,989.8091507835617
1994-11,909.6308607378326
1994-12,922.3346267311025
1995-01,872.0626725071266
1995-02,830.234939061097
1995-03,865.2159937451627
1995-04,870.6023883995376
1995-05,821.8178234507731
1995-06,791.3315053705702
1995-07,841.1185929439921
1995-08,823.6718612573158
1995-09,809.8578397965066
1995-10,775.7500949330843
1995-11,801.2802023775517
1995-12,844.8043464866726
1996-01,864.0943329606005
1996-02,857.6417989203857
1996-03,876.320147791972
1996-04,960.2956390979405
1996-05,924.8911855900769
1996-06,924.7363336783549
1996-07,872.2113068979813
1996-08,852.5201696298374
1996-09,848.7108456334703
1996-10,808.3311225677246
1996-11,794.1949829861005
1996-12,734.9566720596998
1997-01,699.6054255236726
1997-02,711.815314549659
1997-03,671.687480496995
1997-04,652.1762493974347
1997-05,714.0529050851106
1997-06,730.5557964661986
1997-07,682.0134970110493
1997-08,603.8766385540036
1997-09,544.2820408415313
1997-10,489.29102684286624
1997-11,415.24733406503884
1997-12,360.18694285869384
1998-01,392.7350645540149
1998-02,437.52122595410947
1998-03,414.7077174285236
1998-04,392.2878485425118
1998-05,362.8514819157681
1998-06,347.5219680519827
1998-07,342.4184828464769
1998-08,306.92838320151964
1998-09,304.1382882733821
1998-10,347.65037731724743
1998-11,379.7671123460704
1998-12,391.2204268192369
1999-01,389.95118888001025
1999-02,384.7767615143455
1999-03,434.19898710056685
1999-04,490.29161313656675
1999-05,474.39710926708597
1999-06,544.9849018110466
1999-07,568.5004185933819
1999-08,588.5395048352237
1999-09,595.2898480255698
1999-10,591.7790568380747
1999-11,594.4716357650758
1999-12,576.3033262090669
2000-01,576.6205430955603
2000-02,564.1712176440972
2000-03,595.4383454218253
2000-04,533.9708130051
2000-05,524.7717976640039
2000-06,560.8456318098125
2000-07,507.7504756726896
2000-08,533.774141915727
2000-09,493.89899800831256
2000-10,445.9693094763287
2000-11,442.2562819177369
2000-12,413.73947697448494
2001-01,429.93344175355077
2001-02,434.5625985744749
2001-03,413.2212045791744
2001-04,440.6900075927621
2001-05,453.45603167494613
2001-06,441.778158518236
2001-07,411.52747479256203
2001-08,415.2104499027812
2001-09,376.2563514940977
2001-10,387.4355686725896
2001-11,388.36773919284843
2001-12,373.8750748227098
2002-01,373.8977470414787
2002-02,386.4511999842065
2002-03,410.80935467154086
2002-04,426.09710510854103
2002-05,445.7992219846394
