Date,AC ASIA SMALL CAP
2002-06,426.24431947842277
2002-07,413.45507619135685
2002-08,405.5712578196775
2002-09,379.5700068096464
2002-10,362.59438131107413
2002-11,368.95299369930154
2002-12,361.3454333771
2003-01,362.3599897008793
2003-02,368.9206749294608
2003-03,361.2034677332572
2003-04,371.79587441924735
2003-05,396.1883915107164
2003-06,425.13307249502066
2003-07,439.4134952178729
2003-08,477.1992046241375
2003-09,506.2842189175634
2003-10,541.0398368556995
2003-11,515.4819316711048
2003-12,547.5479394098128
2004-01,569.8617102278682
2004-02,577.204088983479
2004-03,649.1127612950778
2004-04,628.362095687872
2004-05,597.0416665237989
2004-06,633.8664664936842
2004-07,592.5445919084175
2004-08,601.8341001060484
2004-09,597.0288998486534
2004-10,605.4786855786604
2004-11,640.0325191519395
2004-12,671.0571326161953
2005-01,687.1628522861522
2005-02,713.1926379009242
2005-03,703.1012266340753
2005-04,693.05112803925
2005-05,687.7173583911626
2005-06,703.0339703973528
2005-07,722.6156941730014
2005-08,733.5530212839274
2005-09,772.4573690264008
2005-10,768.6177796694157
2005-11,805.2376530617173
2005-12,884.8558418949261
2006-01,924.1300795377282
2006-02,891.9600300094282
2006-03,928.1152295923545
2006-04,956.0115284406502
2006-05,892.7983011589832
2006-06,859.000906086831
2006-07,828.8480440591521
2006-08,848.858544814995
2006-09,852.8888962691901
2006-10,861.4432335205288
2006-11,890.2353223054074
2006-12,904.0305484687658
2007-01,914.2863655191331
2007-02,946.029531857184
2007-03,955.6248469318354
2007-04,971.3339306845596
2007-05,1000.0
2007-06,1024.1732940482063
2007-07,1067.8687500034835
2007-08,1013.6233921592506
2007-09,1051.3062294392923
2007-10,1091.133721101922
2007-11,1025.9354811071114
2007-12,1004.5360842899336
2008-01,907.6296731724696
2008-02,940.6478009755157
2008-03,910.5511745551623
2008-04,938.4575707048747
2008-05,940.9126428107852
2008-06,852.8453722774019
2008-07,824.9790711658336
2008-08,773.7281496645026
2008-09,661.6470022047494
2008-10,535.6344869098169
2008-11,538.7693985846936
2008-12,596.2501419620103
2009-01,564.100905914136
2009-02,509.91496728787564
2009-03,549.8669135851146
2009-04,615.8847415912675
2009-05,734.4699199227105
2009-06,750.309637867569
2009-07,805.0602115945488
2009-08,820.9714636839793
2009-09,849.7844615909515
2009-10,836.1883722234387
2009-11,838.5668124248858
2009-12,860.2145682567591
2010-01,846.5430947716683
2010-02,856.2274491627886
2010-03,914.8758626778024
2010-04,940.1097558382231
2010-05,858.1597398474984
2010-06,869.3466769419736
2010-07,903.6640323807238
2010-08,894.8743232651323
2010-09,971.9865499893633
2010-10,988.3637864776418
2010-11,983.6699679951605
2010-12,1054.4193034845298
2011-01,1049.118735527966
2011-02,1037.294647792547
2011-03,1032.2096565487457
2011-04,1056.83888133617
2011-05,1035.9228553033013
2011-06,1038.6186781944764
2011-07,1073.973319107581
2011-08,987.0647144586633
2011-09,902.5633921245461
2011-10,929.2530298824134
2011-11,875.1025285456722
2011-12,876.6297749886546
2012-01,938.579350402944
2012-02,987.1161401662167
2012-03,979.5013319568025
2012-04,963.8885566843319
2012-05,886.5132930195005
2012-06,913.1924372698404
2012-07,906.3782551779698
2012-08,914.3388317376282
2012-09,958.4487352923696
2012-10,943.1159089920839
2012-11,960.7106587509338
2012-12,992.5629071056309
2013-01,1028.3853578876635
2013-02,1053.314649398969
2013-03,1096.3951180247275
2013-04,1145.4176565356645
2013-05,1108.6648953684928
2013-06,1055.1878630579897
2013-07,1068.0769575598717
2013-08,1047.5363584755057
2013-09,1139.2601870444514
2013-10,1152.3566316623305
2013-11,1143.2238191316305
2013-12,1148.848028329394
2014-01,1136.5430823022295
2014-02,1145.731583058957
2014-03,1154.1863451100626
2014-04,1145.391528955906
2014-05,1181.3135853887359
2014-06,1232.66745202179
2014-07,1244.6872114612606
2014-08,1250.8974795702707
2014-09,1207.321828630258
2014-10,1179.9639261881866
2014-11,1164.8422441606838
2014-12,1159.459950466872
2015-01,1191.6092601677535
2015-02,1223.8033319679164
2015-03,1244.1853672602363
2015-04,1317.065865899897
2015-05,1333.368085877561
2015-06,1305.7527815117348
2015-07,1245.9696379394957
2015-08,1162.0481585123962
2015-09,1143.6388674758357
2015-10,1217.4064369819694
2015-11,1214.402922267593
2015-12,1222.396624928246
2016-01,1131.277874860001
2016-02,1119.7489805731243
2016-03,1203.3518121328327
2016-04,1234.483746135738
2016-05,1220.6826040356068
2016-06,1225.0371283457364
2016-07,1279.3904979185693
2016-08,1270.278252611655
2016-09,1312.5532294396157
2016-10,1305.0041903055464
2016-11,1252.1356790522775
2016-12,1255.4042500314063
2017-01,1305.341830417482
2017-02,1358.841302218371
2017-03,1376.2676580254702
2017-04,1395.680396
2017-05,1430.357075
2017-06,1441.85884
2017-07,1480.35568
2017-08,1503.574316
2017-09,1519.686818
2017-10,1581.478468
2017-11,1629.176376
2017-12,1661.199979
2018-01,1742.561622
2018-02,1692.721887
2018-03,1675.464765
2018-04,1678.1970736468456
2018-05,1674.7937814734603
2018-06,1595.000713613277
2018-07,1589.363938159347
2018-08,1577.3760764691447
2018-09,1561.646048735321
2018-10,1396.360908707443
2018-11,1454.1318869246984
2018-12,1372.573654315378
2019-01,1438.4199451517916
2019-02,1461.7095470996323
2019-03,1478.9248727237384
2019-04,1484.4068184010318
2019-05,1412.4397508135141
2019-06,1451.9897518065354
2019-07,1442.739375020279
2019-08,1405.9313310658795
2019-09,1447.8041796973437
2019-10,1516.087529
2019-11,1518.5323524716118
2019-12,1562.2886554452941
2020-01,1502.3289424442391
2020-02,1372.4673531229553
2020-03,1207.1874579523221
2020-04,1321.7345014122675
2020-05,1389.0233093598256
2020-06,1431.7962493933148
2020-07,1466.7500559641553
2020-08,1565.1512476641617
2020-09,1590.7324555922617
2020-10,1570.6203721875663
2020-11,1713.3053626476524
2020-12,1804.5805687006878
2021-01,1805.4063323229968
2021-02,1876.3472044238806
2021-03,1921.7584915528164
2021-04,1967.7231699249714
2021-05,1972.9194138417085
2021-06,2007.5499698481844
2021-07,1989.6200239058164
2021-08,2025.4718725143841
2021-09,2019.900558635971
2021-10,1997.4209273310896
2021-11,1917.9167952822477
2021-12,1970.839212394793
2022-01,1855.505870638442
2022-02,1850.3522823855476
2022-03,1832.5872104380105
2022-04,1724.2406342564732
2022-05,1711.9275989907308
2022-06,1591.489190232275
2022-07,1646.3434752404662
2022-08,1646.9524278075778
2022-09,1492.3852152690824
2022-10,1469.2416786726137
2022-11,1627.1774357190022
2022-12,1644.6829384432194
2023-01,1732.233491883044
2023-02,1681.33744716202
2023-03,1715.9366137937338
2023-04,1722.187506461471
2023-05,1711.4853855128033
2023-06,1763.4576680789087
2023-07,1854.7656684725468
