Date,AC AMERICAS SMALL CAP
2007-05,1000.0
2007-06,985.9136195521374
2007-07,936.5983439607535
2007-08,941.0202179689329
2007-09,968.7204899472503
2007-10,1002.9233566571206
2007-11,931.3788165271319
2007-12,925.8628415397716
2008-01,867.1749523640502
2008-02,850.9212775836953
2008-03,837.1516617234635
2008-04,884.8939684243685
2008-05,929.6247206694053
2008-06,855.6857514029442
2008-07,856.3830369560028
2008-08,874.8832283673422
2008-09,776.4716048550684
2008-10,604.0569607598997
2008-11,539.7012158208017
2008-12,569.4029418871129
2009-01,522.1142123814317
2009-02,464.2993002559436
2009-03,507.6531840194075
2009-04,596.7741117873086
2009-05,629.6490469123357
2009-06,633.5067019717388
2009-07,696.1110275276783
2009-08,728.9174170885358
2009-09,777.8564159695934
2009-10,736.8579259107373
2009-11,769.5153977177958
2009-12,826.1705822499129
2010-01,797.9887909756208
2010-02,837.4399790010245
2010-03,903.1084799330524
2010-04,950.232945415574
2010-05,875.7984179799557
2010-06,814.8199838688787
2010-07,873.9073204573814
2010-08,825.919131392223
2010-09,921.1665840576063
2010-10,959.2506230815069
2010-11,989.5803371500705
2010-12,1068.2448481103377
2011-01,1077.0855740393292
2011-02,1131.2464422513942
2011-03,1153.8862693330573
2011-04,1187.8518134121562
2011-05,1167.0179418889852
2011-06,1137.634171420767
2011-07,1101.818806570282
2011-08,1011.0450105478037
2011-09,890.0301103730574
2011-10,1022.400430847965
2011-11,1015.2812250698566
2011-12,1012.7113284958889
2012-01,1086.5210457291873
2012-02,1127.8069171273505
2012-03,1144.0104518498902
2012-04,1133.841396619387
2012-05,1050.3321683759941
2012-06,1085.7119935482342
2012-07,1081.2648503602152
2012-08,1121.0623246848406
2012-09,1153.0695570508328
2012-10,1137.4302758974252
2012-11,1147.8184770366975
2012-12,1178.6035173805808
2013-01,1251.5092406706856
2013-02,1259.2035454627069
2013-03,1312.6486374444726
2013-04,1309.4758367179268
2013-05,1346.315886010262
2013-06,1325.9689523871366
2013-07,1411.2692134237805
2013-08,1368.999955632563
2013-09,1447.8763254779885
2013-10,1491.7940385244367
2013-11,1528.7210806388905
2013-12,1564.2917877060684
2014-01,1530.5059342128172
2014-02,1607.5063087369658
2014-03,1602.4119627092884
2014-04,1568.1415637034465
2014-05,1583.4098307317536
2014-06,1668.0511214205983
2014-07,1584.8505595730448
2014-08,1664.5101799475715
2014-09,1567.7622212455608
2014-10,1626.089784144548
2014-11,1633.3090297394124
2014-12,1649.6759209573029
2015-01,1600.6026527548872
2015-02,1695.5885310101082
2015-03,1708.7558430178071
2015-04,1691.9151184064208
2015-05,1718.6386129424188
2015-06,1706.3914918781518
2015-07,1684.6105621262925
2015-08,1585.0697609988554
2015-09,1508.8919071443581
2015-10,1593.1771333913462
2015-11,1620.986207158899
2015-12,1548.3460820420867
2016-01,1429.1109945209241
2016-02,1446.9161606906919
2016-03,1573.6314330812202
2016-04,1611.8353745779552
2016-05,1636.0242550287248
2016-06,1642.8568586036222
2016-07,1727.6034007926842
2016-08,1737.8370832965568
2016-09,1747.5397870836352
2016-10,1677.280606034993
2016-11,1816.1789431586055
2016-12,1854.1176587986588
2017-01,1885.3363453486415
2017-02,1925.053146949246
2017-03,1925.013465093054
2017-04,1937.124975
2017-05,1911.426383
2017-06,1961.544892
2017-07,1991.043093
2017-08,1980.410159
2017-09,2072.463018
2017-10,2096.698708
2017-11,2148.79035
2017-12,2165.855245
2018-01,2221.274941
2018-02,2126.17104
2018-03,2144.088983
2018-04,2156.3730048059806
2018-05,2260.9386789946875
2018-06,2276.0909543543567
2018-07,2314.4459203549677
2018-08,2405.266503846492
2018-09,2361.865334963116
2018-10,2127.8748593567097
2018-11,2158.936774011618
2018-12,1926.0217031167574
2019-01,2153.854935242579
2019-02,2251.884568141375
2019-03,2225.894122475816
2019-04,2296.222488917332
2019-05,2130.8532468410863
2019-06,2276.8519733393687
2019-07,2309.988677528775
2019-08,2214.7662592058
2019-09,2250.3382411611005
2019-10,2288.708995714479
2019-11,2374.9212471599108
2019-12,2450.142458665131
2020-01,2384.054241456131
2020-02,2172.3718289884096
2020-03,1658.833501794202
2020-04,1915.263830781551
2020-05,2049.2995179716813
2020-06,2120.894694499545
2020-07,2214.5856065892244
2020-08,2312.4722900722154
2020-09,2239.382108979354
2020-10,2288.579611976724
2020-11,2667.108460610833
2020-12,2873.9111556433904
2021-01,2971.42612243861
2021-02,3157.7487709511715
2021-03,3224.1269378603606
2021-04,3348.0496809357674
2021-05,3358.864407844685
2021-06,3405.0823211402935
2021-07,3331.7860872440738
2021-08,3400.974580586892
2021-09,3301.2633163949818
2021-10,3451.4214880888953
2021-11,3298.369723852685
2021-12,3410.0396581485293
2022-01,3156.107058514769
2022-02,3189.126303937874
2022-03,3243.812489833551
2022-04,2971.6539636845846
2022-05,2976.6349414880024
2022-06,2689.9592541119778
2022-07,2970.4816200603177
2022-08,2897.5050513610436
2022-09,2621.9691375349976
2022-10,2886.054295642907
2022-11,3003.6722511654066
2022-12,2829.8901333988856
2023-01,3121.735484185791
2023-02,3057.005092256909
2023-03,2941.045027845314
2023-04,2903.1667684795116
2023-05,2851.823853841313
2023-06,3089.5109146304917
2023-07,3249.3037115791158
